#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1133      1.1382      2.3492    0.012608
        1134     1.31607     2.34829   0.0126298
        1135     1.41039     2.34747   0.0126457
        1136      1.6028     2.34681   0.0126515
        1137     1.79577     2.34633   0.0126497
        1138     1.36057     2.34546   0.0126682
        1139     1.47409      2.3447   0.0126801
        1140     1.99858     2.34439   0.0126726
        1141     1.99357     2.34408   0.0126653
        1142     2.54852     2.34426   0.0126554
        1143     2.50594     2.34441   0.0126452
        1144      2.6134     2.34464   0.0126363
        1145     2.53705     2.34481   0.0126264
        1146     2.04111     2.34454   0.0126181
        1147     2.18806     2.34441   0.0126079
        1148     2.42323     2.34448   0.0125971
        1149     2.55745     2.34466   0.0125875
        1150     2.43851     2.34474   0.0125768
        1151      2.2628     2.34467   0.0125661
        1152     2.03778      2.3444    0.012558
        1153     1.87646       2.344   0.0125537
        1154     1.81293     2.34354   0.0125512
        1155     1.93797     2.34319   0.0125453
        1156     2.54611     2.34336   0.0125356
        1157     2.17282     2.34322   0.0125257
        1158     1.97785      2.3429   0.0125188
        1159     2.02996     2.34263   0.0125109
        1160     1.98549     2.34232   0.0125039
        1161     2.17017     2.34217    0.012494
        1162     1.99158     2.34187   0.0124869
        1163     1.87085     2.34147   0.0124828
        1164      1.9049     2.34109   0.0124777
        1165     1.95437     2.34076   0.0124714
        1166     1.80693      2.3403   0.0124691
        1167     1.90046     2.33993   0.0124641
        1168     2.51924     2.34008   0.0124544
        1169     2.37311     2.34011   0.0124437
        1170     2.75383     2.34046   0.0124381
        1171     2.49442     2.34059   0.0124282
        1172     1.98043     2.34029   0.0124214
        1173     1.60492     2.33966   0.0124266
        1174     1.99447     2.33936   0.0124195
        1175     2.02185     2.33909   0.0124119
        1176     2.04126     2.33884   0.0124039
        1177     1.78865     2.33837   0.0124022
        1178     1.85132     2.33796   0.0123985
        1179     1.86799     2.33756   0.0123944
        1180     1.77599     2.33709   0.0123931
        1181     1.91587     2.33673   0.0123877
        1182     1.94503      2.3364   0.0123816
        1183     1.90356     2.33603   0.0123766
        1184     2.14621     2.33587   0.0123672
        1185      2.0842     2.33566   0.0123586
        1186     1.68881     2.33511   0.0123602
        1187     2.01396     2.33484   0.0123527
        1188     2.27051     2.33479   0.0123424
        1189     2.47485     2.33491   0.0123326
        1190     2.04209     2.33466   0.0123247
        1191     2.10904     2.33447   0.0123158
        1192     1.73621     2.33397   0.0123157
        1193     2.05399     2.33373   0.0123076
        1194     1.88416     2.33336   0.0123031
        1195      1.9186     2.33301   0.0122977
        1196      2.0776      2.3328   0.0122892
        1197     2.08003     2.33259   0.0122808
        1198     2.37534     2.33262   0.0122706
        1199     2.25265     2.33256   0.0122605
        1200     2.51953     2.33271   0.0122513
        1201     2.42988     2.33279   0.0122414
        1202     2.29436     2.33276   0.0122312
        1203     1.68891     2.33222   0.0122328
        1204     1.93121     2.33189   0.0122271
        1205     2.10854     2.33171   0.0122184
        1206      1.8348     2.33129   0.0122152
        1207     1.74304     2.33081   0.0122148
        1208     2.06392     2.33059   0.0122067
        1209     2.16987     2.33045   0.0121973
        1210     2.28921     2.33042   0.0121873
        1211     1.91413     2.33008   0.0121821
        1212     1.52614     2.32941   0.0121901
        1213     2.07659      2.3292   0.0121818
        1214     2.10241     2.32902   0.0121732
        1215     2.10527     2.32883   0.0121646
        1216     2.31658     2.32882   0.0121546
        1217     2.12011     2.32865   0.0121458
        1218     2.47865     2.32877   0.0121364
        1219     2.93445     2.32927   0.0121367
        1220     2.59301     2.32949   0.0121286
        1221     2.55101     2.32967   0.0121201
        1222     2.64251     2.32992   0.0121128
        1223     2.08563     2.32972   0.0121046
        1224     1.92248     2.32939   0.0120993
        1225     1.75181     2.32892   0.0120986
        1226      1.9188     2.32859   0.0120933
        1227      1.9623     2.32829   0.0120872
        1228     2.08836     2.32809   0.0120789
        1229     2.18175     2.32797   0.0120696
        1230     1.92979     2.32765   0.0120642
        1231     2.25913     2.32759   0.0120545
        1232     2.31283     2.32758   0.0120447
        1233      2.2649     2.32753   0.0120351
        1234     2.14327     2.32738   0.0120262
        1235     1.76826     2.32693    0.012025
        1236     1.97423     2.32664   0.0120187
        1237     2.23572     2.32657   0.0120092
        1238     1.96037     2.32627   0.0120031
        1239     2.13995     2.32612   0.0119944
        1240     2.28442     2.32609   0.0119848
        1241     2.31627     2.32608   0.0119751
        1242       2.484     2.32621   0.0119661
        1243     2.53897     2.32638   0.0119577
        1244     3.08684     2.32699   0.0119637
        1245     2.84814     2.32741   0.0119614
        1246     2.91901     2.32789   0.0119613
        1247     2.78085     2.32825   0.0119572
        1248     2.25294     2.32819   0.0119478
        1249     2.67221     2.32846   0.0119414
        1250     2.03624     2.32823   0.0119341
        1251     2.20312     2.32813    0.011925
        1252     2.57072     2.32832    0.011917
        1253     2.10381     2.32814   0.0119089
        1254     1.93353     2.32783   0.0119035
        1255     1.88612     2.32748   0.0118992
        1256      1.9998     2.32722   0.0118926
        1257     1.97099     2.32693   0.0118865
        1258     2.23534     2.32686   0.0118773
        1259     2.56222     2.32705   0.0118694
        1260     2.97699     2.32756   0.0118711
        1261     2.29809     2.32754   0.0118617
        1262      2.2061     2.32744   0.0118527
        1263     2.26963      2.3274   0.0118434
        1264     2.15542     2.32726   0.0118349
        1265     2.22862     2.32718   0.0118258
        1266     2.32268     2.32718   0.0118164
        1267     2.32895     2.32718   0.0118071
        1268     2.07845     2.32699   0.0117994
        1269     2.26725     2.32694   0.0117902
        1270     2.33505     2.32694   0.0117809
        1271     2.52648      2.3271   0.0117727
        1272     1.80646     2.32669   0.0117706
        1273     1.70259      2.3262   0.0117715
        1274     1.61358     2.32564   0.0117756
        1275     2.24322     2.32558   0.0117665
        1276     2.63934     2.32582   0.0117598
        1277     2.14399     2.32568   0.0117515
        1278     1.72639     2.32521   0.0117517
        1279     1.97599     2.32494   0.0117456
        1280     2.23845     2.32487   0.0117367
        1281      1.7517     2.32442    0.011736
        1282     1.82181     2.32403   0.0117334
        1283     1.86582     2.32368   0.0117297
        1284     2.32347     2.32368   0.0117206
        1285     1.98245     2.32341   0.0117145
        1286     2.15625     2.32328   0.0117061
        1287     2.11965     2.32312    0.011698
        1288     2.17983     2.32301   0.0116895
        1289     2.13524     2.32286   0.0116813
        1290     2.22118     2.32279   0.0116725
        1291     2.27064     2.32275   0.0116636
        1292     2.02598     2.32252   0.0116568
        1293     1.79401     2.32211   0.0116549
        1294     1.97024     2.32184   0.0116491
        1295     2.47686     2.32195   0.0116407
        1296     3.04634     2.32251   0.0116452
        1297     2.78297     2.32287   0.0116416
        1298     2.25412     2.32282   0.0116327
        1299     2.28257     2.32278   0.0116238
        1300     2.55309     2.32296   0.0116162
        1301     2.31443     2.32296   0.0116073
        1302     2.68781     2.32324   0.0116018
        1303     2.47553     2.32335   0.0115935
        1304     2.68881     2.32363    0.011588
        1305      2.6139     2.32386   0.0115812
        1306     2.33147     2.32386   0.0115723
        1307      2.4525     2.32396   0.0115639
        1308     2.77647     2.32431   0.0115602
        1309      2.5216     2.32446   0.0115524
        1310     2.65755     2.32471   0.0115464
        1311     2.51556     2.32486   0.0115385
        1312     2.44352     2.32495     0.01153
        1313     2.45199     2.32504   0.0115217
        1314     2.63123     2.32528   0.0115153
        1315      2.5707     2.32546    0.011508
        1316     2.61784     2.32569   0.0115014
        1317     1.97532     2.32542   0.0114958
        1318     1.68956     2.32494   0.0114972
        1319     1.57828     2.32437   0.0115024
        1320     1.98052     2.32411   0.0114966
        1321     2.41041     2.32418   0.0114881
        1322     2.47612     2.32429     0.01148
        1323     2.02069     2.32406   0.0114736
        1324     2.37999      2.3241    0.011465
        1325     2.55907     2.32428   0.0114577
        1326     2.55123     2.32445   0.0114504
        1327     2.32065     2.32445   0.0114417
        1328     2.44412     2.32454   0.0114335
        1329      2.4927     2.32467   0.0114256
        1330     2.08841     2.32449   0.0114184
        1331     2.29135     2.32446   0.0114098
        1332     2.39021     2.32451   0.0114013
        1333     2.43809      2.3246   0.0113931
        1334     2.22786     2.32452   0.0113848
        1335     2.68898      2.3248   0.0113795
        1336     2.60264     2.32501   0.0113729
        1337     2.46707     2.32511   0.0113649
        1338     2.39848     2.32517   0.0113566
        1339     2.27377     2.32513   0.0113481
        1340     2.17348     2.32502   0.0113402
        1341     2.10037     2.32485    0.011333
        1342     2.36508     2.32488   0.0113246
        1343     1.76559     2.32446   0.0113238
        1344     1.82386     2.32409   0.0113215
        1345      2.0319     2.32387   0.0113152
        1346     2.32001     2.32387   0.0113068
        1347     2.16905     2.32375    0.011299
        1348     2.52724      2.3239   0.0112916
        1349     2.26404     2.32386   0.0112833
        1350      2.0594     2.32366   0.0112767
        1351     2.13217     2.32352   0.0112692
        1352     2.01845      2.3233   0.0112631
        1353     2.52877     2.32345   0.0112558
        1354     2.65509     2.32369   0.0112502
        1355     2.67372     2.32395   0.0112448
        1356     2.33192     2.32396   0.0112366
        1357     2.37048     2.32399   0.0112283
        1358     2.43288     2.32407   0.0112203
        1359     2.45907     2.32417   0.0112125
        1360     2.81927     2.32454   0.0112102
        1361     2.63044     2.32476   0.0112042
        1362     2.24697      2.3247   0.0111961
        1363     2.27966     2.32467    0.011188
        1364     2.07489     2.32449   0.0111813
        1365     2.59433     2.32469   0.0111748
        1366      2.5825     2.32487   0.0111682
        1367     2.39922     2.32493   0.0111602
        1368      2.3984     2.32498   0.0111522
        1369     2.42768     2.32506   0.0111443
        1370     1.95115     2.32478   0.0111395
        1371     1.89446     2.32447   0.0111358
        1372     2.05228     2.32427   0.0111294
        1373      1.8611     2.32393   0.0111264
        1374     1.61032     2.32342   0.0111304
        1375     1.86346     2.32308   0.0111274
        1376     2.21216       2.323   0.0111196
        1377     2.15228     2.32288   0.0111122
        1378     2.69723     2.32315   0.0111074
        1379      3.1185     2.32372   0.0111144
        1380     2.23854     2.32366   0.0111065
        1381     1.83707     2.32331    0.011104
        1382     2.41476     2.32338   0.0110962
        1383     2.23775     2.32331   0.0110883
        1384     2.31421     2.32331   0.0110803
        1385     2.24087     2.32325   0.0110725
        1386     2.00635     2.32302   0.0110669
        1387     1.72883     2.32259   0.0110672
        1388     1.84596     2.32225   0.0110645
        1389     1.99228     2.32201   0.0110591
        1390     1.72934     2.32158   0.0110594
        1391     1.88965     2.32127   0.0110558
        1392     2.13607     2.32114   0.0110486
        1393     2.20813     2.32106    0.011041
        1394     2.38575     2.32111   0.0110332
        1395     2.42521     2.32118   0.0110255
        1396     2.60523     2.32138   0.0110195
        1397     2.39689     2.32144   0.0110117
        1398     2.27039      2.3214   0.0110039
        1399     2.16019     2.32129   0.0109967
        1400     2.22565     2.32122    0.010989
        1401     1.94425     2.32095   0.0109845
        1402     1.61406     2.32044   0.0109882
        1403     1.99564     2.32021   0.0109828
        1404     2.07123     2.32004   0.0109764
        1405     2.11223     2.31989   0.0109696
        1406     2.27676     2.31986   0.0109618
        1407     2.05185     2.31967   0.0109557
        1408     2.07209     2.31949   0.0109493
        1409      1.9859     2.31925   0.0109441
        1410     1.89298     2.31895   0.0109405
        1411     2.38054       2.319   0.0109329
        1412     2.44345     2.31908   0.0109255
        1413      2.4217     2.31916    0.010918
        1414     2.73377     2.31945   0.0109142
        1415     2.36629     2.31948   0.0109065
        1416     2.07987     2.31931   0.0109002
        1417     2.12431     2.31918   0.0108933
        1418     1.90865     2.31889   0.0108895
        1419     1.43481     2.31826   0.0108996
        1420     1.23066      2.3175   0.0109188
        1421     1.62215     2.31701   0.0109221
        1422      1.3813     2.31635   0.0109342
        1423     1.50727     2.31578   0.0109413
        1424     1.13881     2.31495   0.0109648
        1425     1.14254     2.31413   0.0109879
        1426     1.65492     2.31367   0.0109899
        1427     1.81819     2.31332   0.0109877
        1428     1.60836     2.31283   0.0109911
        1429     1.35075     2.31216    0.011004
        1430     2.02621     2.31196   0.0109982
        1431     1.54654     2.31142   0.0110035
        1432     1.33605     2.31074   0.0110168
        1433     1.36628     2.31008   0.0110289
        1434     1.45214     2.30948   0.0110374
        1435     1.40266     2.30885   0.0110478
        1436     1.30165     2.30815   0.0110623
        1437     1.50083     2.30759   0.0110689
        1438     1.81893     2.30725   0.0110664
        1439     1.83144     2.30692   0.0110636
        1440     1.26808      2.3062   0.0110794
        1441     1.45648     2.30561   0.0110874
        1442      1.8788     2.30531   0.0110837
        1443     2.14206      2.3052   0.0110766
        1444      1.9802     2.30497   0.0110712
        1445      1.9149      2.3047   0.0110668
        1446     2.37239     2.30475   0.0110593
        1447     2.08998      2.3046   0.0110526
        1448     2.17794     2.30451   0.0110454
        1449     2.08514     2.30436   0.0110388
        1450     1.89352     2.30408   0.0110348
        1451     1.94495     2.30383     0.01103
        1452     2.85843     2.30421    0.011029
        1453     2.86987      2.3046   0.0110283
        1454     2.99313     2.30508   0.0110308
        1455     2.29543     2.30507   0.0110233
        1456     2.44843     2.30517   0.0110161
        1457     2.64117      2.3054    0.011011
        1458     2.26487     2.30537   0.0110035
        1459     2.29641     2.30536   0.0109959
        1460     2.82777     2.30572   0.0109942
        1461     2.89976     2.30613   0.0109942
        1462     2.21489     2.30607   0.0109869
        1463     2.11648     2.30594   0.0109801
        1464     2.26977     2.30591   0.0109726
        1465     2.11043     2.30578    0.010966
        1466     2.37473     2.30582   0.0109586
        1467     2.13642     2.30571   0.0109517
        1468     2.10941     2.30558   0.0109451
        1469     2.32123     2.30559   0.0109376
        1470     2.32426      2.3056   0.0109302
        1471     2.47119     2.30571   0.0109233
        1472     2.37716     2.30576    0.010916
        1473     2.81395     2.30611   0.0109141
        1474     2.73806      2.3064   0.0109106
        1475     2.36939     2.30644   0.0109033
        1476     2.41253     2.30651   0.0108961
        1477     2.58024      2.3067   0.0108903
        1478     2.14142     2.30659   0.0108835
        1479     2.24821     2.30655   0.0108763
        1480     2.19858     2.30647   0.0108691
        1481     2.53497     2.30663   0.0108629
        1482     2.50811     2.30676   0.0108564
        1483     2.12915     2.30664   0.0108498
        1484     1.59677     2.30617    0.010853
        1485     1.37965     2.30554   0.0108636
        1486     1.17599     2.30478   0.0108829
        1487     1.45223     2.30421   0.0108906
        1488     1.53578     2.30369   0.0108955
        1489     1.75004     2.30332   0.0108946
        1490     2.23504     2.30327   0.0108874
        1491     2.34195      2.3033   0.0108801
        1492     2.53334     2.30345   0.0108739
        1493     2.36566      2.3035   0.0108667
        1494     2.51726     2.30364   0.0108603
        1495      2.3569     2.30368   0.0108531
        1496     2.31137     2.30368   0.0108459
        1497     2.20106     2.30361   0.0108389
        1498     2.12192     2.30349   0.0108323
        1499     1.92672     2.30324    0.010828
        1500     1.89224     2.30296   0.0108242
        1501     2.07712     2.30281   0.0108181
        1502     2.38467     2.30287    0.010811
        1503     2.16396     2.30278   0.0108042
        1504      2.5781     2.30296   0.0107986
        1505     2.67083      2.3032   0.0107942
        1506     2.16373     2.30311   0.0107874
        1507     2.67813     2.30336   0.0107831
        1508     2.54667     2.30352   0.0107772
        1509     2.81259     2.30386   0.0107753
        1510     3.06792     2.30437     0.01078
        1511     2.50116      2.3045   0.0107737
        1512     2.71106     2.30476   0.0107699
        1513     2.43083     2.30485   0.0107631
        1514     2.06875     2.30469   0.0107571
        1515     1.85803      2.3044   0.0107541
        1516     2.01139      2.3042   0.0107487
        1517     2.20983     2.30414   0.0107418
        1518     1.97833     2.30393   0.0107369
        1519     1.98988     2.30372   0.0107318
        1520     2.05163     2.30355    0.010726
        1521     1.75904      2.3032    0.010725
        1522     1.93483     2.30295   0.0107206
        1523     1.71902     2.30257   0.0107205
        1524     2.31693     2.30258   0.0107134
        1525      1.7783     2.30224   0.0107119
        1526       1.244     2.30154   0.0107273
        1527     1.53315     2.30104   0.0107321
        1528     1.65583     2.30062   0.0107334
        1529     1.91315     2.30036   0.0107293
        1530     1.90087      2.3001   0.0107255
        1531     2.20867     2.30004   0.0107187
        1532     2.37854     2.30009   0.0107118
        1533     2.20284     2.30003    0.010705
        1534     2.22151     2.29998   0.0106981
        1535     2.06131     2.29982   0.0106923
        1536      2.0989     2.29969   0.0106861
        1537     1.69492      2.2993   0.0106864
        1538     1.71891     2.29892   0.0106861
        1539     1.51129     2.29841   0.0106914
        1540     1.59235     2.29795   0.0106943
        1541     2.06531      2.2978   0.0106885
        1542     1.79739     2.29748   0.0106864
        1543     2.21655     2.29742   0.0106796
        1544     2.32833     2.29744   0.0106727
        1545      2.2813     2.29743   0.0106658
        1546     1.98004     2.29723   0.0106609
        1547      1.9913     2.29703   0.0106559
        1548     2.16197     2.29694   0.0106493
        1549     2.52465     2.29709   0.0106435
        1550     2.39965     2.29716   0.0106368
        1551     2.04641       2.297   0.0106312
        1552       1.971     2.29679   0.0106264
        1553     2.21225     2.29673   0.0106197
        1554     2.23688     2.29669   0.0106129
        1555      1.9975      2.2965   0.0106079
        1556      1.9869      2.2963   0.0106029
        1557     1.97639      2.2961   0.0105981
        1558     2.33099     2.29612   0.0105913
        1559     2.05115     2.29596   0.0105857
        1560     1.65403     2.29555   0.0105869
        1561     1.61133     2.29511   0.0105892
        1562     1.83003     2.29481   0.0105866
        1563     1.98644     2.29462   0.0105817
        1564     2.53321     2.29477    0.010576
        1565     2.52816     2.29492   0.0105703
        1566     2.19136     2.29485   0.0105637
        1567     2.19253     2.29479   0.0105572
        1568     2.33691     2.29481   0.0105505
        1569     2.50092     2.29494   0.0105446
        1570     2.35273     2.29498   0.0105379
        1571     2.23167     2.29494   0.0105313
        1572     3.10105     2.29545   0.0105371
        1573     2.31809     2.29547   0.0105304
        1574     2.21919     2.29542   0.0105238
        1575      2.1832     2.29535   0.0105174
        1576     1.92131     2.29511   0.0105134
        1577     2.13095     2.29501   0.0105072
        1578     2.23736     2.29497   0.0105006
        1579     1.99683     2.29478   0.0104957
        1580     2.48888      2.2949   0.0104898
        1581     2.63179     2.29512   0.0104853
        1582     2.86501     2.29548   0.0104849
        1583     2.39264     2.29554   0.0104784
        1584      2.6039     2.29573   0.0104736
        1585     2.21106     2.29568   0.0104671
        1586     2.17045      2.2956   0.0104608
        1587     1.97704      2.2954   0.0104562
        1588     2.04558     2.29524   0.0104508
        1589     2.41141     2.29532   0.0104444
        1590     2.35851     2.29536   0.0104379
        1591     1.62331     2.29493   0.0104399
        1592     1.86166     2.29466   0.0104369
        1593     1.46477     2.29414   0.0104434
        1594     1.41045     2.29359   0.0104515
        1595      1.6641     2.29319   0.0104524
        1596     1.80802     2.29289   0.0104503
        1597     2.36108     2.29293   0.0104438
        1598     2.20086     2.29287   0.0104374
        1599     2.49868       2.293   0.0104317
        1600     2.34643     2.29303   0.0104252
        1601      2.2736     2.29302   0.0104187
        1602     1.77252      2.2927   0.0104173
        1603     1.88344     2.29244   0.0104139
        1604     1.44935     2.29192   0.0104207
        1605     1.54668     2.29145   0.0104245
        1606     1.24767      2.2908   0.0104383
        1607     1.21461     2.29013   0.0104533
        1608     1.36256     2.28956   0.0104627
        1609     1.72535     2.28921    0.010462
        1610     1.98726     2.28902   0.0104572
        1611     2.15954     2.28894    0.010451
        1612     2.71183      2.2892   0.0104478
        1613     2.42914     2.28929   0.0104417
        1614     2.53734     2.28944   0.0104364
        1615     2.47063     2.28955   0.0104305
        1616     2.77002     2.28985   0.0104283
        1617     2.96284     2.29027   0.0104302
        1618     2.57274     2.29044   0.0104252
        1619     2.08921     2.29032   0.0104195
        1620     2.36618     2.29036   0.0104132
        1621     2.58216     2.29054   0.0104083
        1622     2.55856     2.29071   0.0104032
        1623     2.72716     2.29098   0.0104002
        1624     2.97102      2.2914   0.0104023
        1625     2.95401      2.2918   0.0104039
        1626      2.6849     2.29205   0.0104003
        1627     2.79122     2.29235   0.0103984
        1628     2.64048     2.29257   0.0103942
        1629     2.50595      2.2927   0.0103887
        1630     1.90046     2.29246   0.0103851
        1631     1.88547     2.29221   0.0103817
        1632      2.2212     2.29216   0.0103754
        1633     2.20916     2.29211   0.0103692
        1634     2.19552     2.29205    0.010363
        1635     2.14278     2.29196   0.0103571
        1636     2.43358     2.29205   0.0103511
        1637     2.06292     2.29191   0.0103457
        1638     2.03127     2.29175   0.0103406
        1639     1.99145     2.29157    0.010336
        1640     1.70379     2.29121   0.0103359
        1641     2.03974     2.29105   0.0103307
        1642     2.59913     2.29124   0.0103261
        1643     2.94009     2.29164   0.0103274
        1644     2.39528      2.2917   0.0103213
        1645     2.13107      2.2916   0.0103155
        1646     1.98843     2.29142   0.0103109
        1647     1.98671     2.29123   0.0103063
        1648     1.90448       2.291   0.0103027
        1649     2.17471     2.29093   0.0102967
        1650     2.22589     2.29089   0.0102905
        1651     2.08871     2.29077    0.010285
        1652     1.89166     2.29052   0.0102816
        1653     1.61454     2.29012   0.0102835
        1654     1.46664     2.28962   0.0102893
        1655     1.76878      2.2893   0.0102879
        1656     1.91948     2.28908   0.0102842
        1657     1.75145     2.28876   0.0102831
        1658     1.63495     2.28836   0.0102844
        1659     1.62658     2.28796    0.010286
        1660     1.89053     2.28772   0.0102825
        1661     1.93651     2.28751   0.0102785
        1662     2.39194     2.28757   0.0102725
        1663     2.60088     2.28776   0.0102681
        1664     1.87532     2.28751   0.0102649
        1665     1.84248     2.28725   0.0102622
        1666     2.05031     2.28711    0.010257
        1667     1.85895     2.28685   0.0102541
        1668     1.77917     2.28654   0.0102525
        1669     1.98745     2.28636   0.0102479
        1670     1.87791     2.28612   0.0102447
        1671     2.06879     2.28599   0.0102394
        1672      2.2629     2.28598   0.0102333
        1673     2.38158     2.28603   0.0102273
        1674     2.22612       2.286   0.0102213
        1675     2.14611     2.28591   0.0102155
        1676     2.10711     2.28581     0.01021
        1677     2.28655     2.28581   0.0102039
        1678     2.22884     2.28577   0.0101978
        1679     2.10183     2.28566   0.0101924
        1680      1.5592     2.28523   0.0101955
        1681     1.91191     2.28501   0.0101918
        1682     1.63543     2.28462   0.0101931
        1683     1.63775     2.28424   0.0101943
        1684     1.88199       2.284    0.010191
        1685     2.25789     2.28398    0.010185
        1686     2.96264     2.28439   0.0101869
        1687     3.20895     2.28494   0.0101956
        1688       3.228     2.28549   0.0102048
        1689     3.10806     2.28598   0.0102104
        1690     3.02665     2.28642   0.0102138
        1691       2.802     2.28672   0.0102123
        1692     2.64298     2.28693   0.0102084
        1693     2.95529     2.28733     0.01021
        1694     2.64164     2.28754   0.0102061
        1695     2.11517     2.28744   0.0102006
        1696     1.94141     2.28723   0.0101966
        1697     1.78353     2.28694   0.0101949
        1698     1.79437     2.28665   0.0101931
        1699     2.01548     2.28649   0.0101883
        1700     2.42264     2.28657   0.0101826
        1701      2.2733     2.28656   0.0101766
        1702     2.12611     2.28646   0.0101711
        1703     1.69165     2.28612   0.0101711
        1704     1.76588     2.28581   0.0101697
        1705     1.41688      2.2853   0.0101765
        1706     1.53996     2.28486   0.0101799
        1707     1.45391     2.28438   0.0101856
        1708     1.62726     2.28399   0.0101869
        1709     1.63956     2.28361   0.0101879
        1710     1.39374     2.28309   0.0101953
        1711     1.22543     2.28248    0.010208
        1712     1.42315     2.28197   0.0102144
        1713     1.36944     2.28144   0.0102223
        1714     1.88487     2.28121    0.010219
        1715     1.70041     2.28087   0.0102186
        1716     2.20516     2.28083   0.0102128
        1717     1.98557     2.28066   0.0102083
        1718     1.98949     2.28049   0.0102037
        1719     2.00378     2.28033   0.0101991
        1720     2.30535     2.28034   0.0101931
        1721     2.13231     2.28025   0.0101876
        1722     2.14085     2.28017    0.010182
        1723     1.97299     2.27999   0.0101776
        1724     1.89116     2.27977   0.0101742
        1725     1.64842      2.2794   0.0101749
        1726     2.09235     2.27929   0.0101696
        1727     2.23309     2.27927   0.0101637
        1728     2.05236     2.27914   0.0101587
        1729     1.97875     2.27896   0.0101543
        1730     1.60404     2.27857   0.0101559
        1731     1.75111     2.27827   0.0101546
        1732     1.97719     2.27809   0.0101503
        1733     2.04557     2.27796   0.0101453
        1734     1.34121     2.27742   0.0101538
        1735     1.28143     2.27685   0.0101642
        1736     1.21719     2.27624   0.0101766
        1737     1.64378     2.27587   0.0101773
        1738     1.62833      2.2755   0.0101782
        1739     1.65462     2.27514   0.0101787
        1740     1.66545     2.27479   0.0101788
        1741     1.77078      2.2745   0.0101771
        1742     1.79104     2.27422    0.010175
        1743     1.85302     2.27398   0.0101721
        1744     2.55372     2.27414   0.0101675
        1745     2.33349     2.27418   0.0101617
        1746     2.16037     2.27411   0.0101561
        1747     2.19085     2.27406   0.0101504
        1748     2.20901     2.27403   0.0101447
        1749     1.66302     2.27368   0.0101449
        1750     1.75754     2.27338   0.0101434
        1751     2.17203     2.27332   0.0101378
        1752     2.39949      2.2734   0.0101322
        1753     2.16628     2.27334   0.0101266
        1754     2.06451     2.27322   0.0101216
        1755     2.00859     2.27307   0.0101169
        1756     2.19957     2.27302   0.0101112
        1757     2.22817       2.273   0.0101055
        1758     2.27594       2.273   0.0100998
        1759      1.9432     2.27281   0.0100958
        1760     2.03135     2.27268    0.010091
        1761     2.08388     2.27257   0.0100858
        1762     2.25553     2.27256   0.0100801
        1763     1.84382     2.27232   0.0100773
        1764     1.84105     2.27207   0.0100746
        1765     2.16105     2.27201    0.010069
        1766     2.05241     2.27188   0.0100641
        1767     2.38946     2.27195   0.0100586
        1768     2.17282     2.27189   0.0100531
        1769     2.35532     2.27194   0.0100475
        1770     2.08959     2.27184   0.0100424
        1771     2.43023     2.27193   0.0100371
        1772     2.30705     2.27195   0.0100315
        1773     2.21244     2.27191   0.0100259
        1774     1.87221     2.27169   0.0100227
        1775     1.77327     2.27141    0.010021
        1776     2.41008     2.27149   0.0100157
        1777     2.51189     2.27162    0.010011
        1778     2.42586     2.27171   0.0100057
        1779      2.5947     2.27189   0.0100017
        1780     2.35422     2.27194  0.00999622
        1781     2.47492     2.27205  0.00999126
        1782     2.34573     2.27209  0.00998574
        1783     2.08068     2.27198  0.00998071
        1784     2.29244       2.272  0.00997513
        1785     2.28858       2.272  0.00996954
        1786     2.13661     2.27193  0.00996425
        1787     2.06706     2.27181  0.00995933
        1788     2.37032     2.27187  0.00995391
        1789     2.18167     2.27182  0.00994848
        1790     2.24721      2.2718  0.00994293
        1791     2.17529     2.27175  0.00993752
        1792     1.95861     2.27158  0.00993352
        1793     2.08673     2.27147  0.00992851
        1794     2.46134     2.27158  0.00992354
        1795     1.97778     2.27142  0.00991936
        1796     2.26109     2.27141  0.00991384
        1797     2.33863     2.27145  0.00990839
        1798     2.46301     2.27155  0.00990346
        1799     2.56183     2.27171  0.00989926
        1800     2.28925     2.27172  0.00989377
        1801     2.59871     2.27191  0.00988994
        1802     2.77477     2.27219  0.00988839
        1803     2.52098     2.27232  0.00988387
        1804     2.84814     2.27264  0.00988354
        1805     2.47784     2.27276  0.00987872
        1806     2.95703     2.27313  0.00988051
        1807     2.80139     2.27343  0.00987937
        1808     2.62605     2.27362  0.00987583
        1809     2.41292      2.2737  0.00987067
        1810     2.28208      2.2737  0.00986522
        1811     2.59297     2.27388  0.00986135
        1812     2.27267     2.27388   0.0098559
        1813     2.38104     2.27394  0.00985065
        1814     2.14571     2.27387  0.00984547
        1815     2.50828       2.274  0.00984089
        1816     2.61597     2.27419  0.00983727
        1817     2.72097     2.27443  0.00983493
        1818     2.67385     2.27465  0.00983198
        1819     2.94815     2.27502  0.00983354
        1820       2.945     2.27539  0.00983503
        1821     2.90283     2.27573  0.00983566
        1822     2.51816     2.27587  0.00983116
        1823     2.40694     2.27594  0.00982603
        1824     2.59657     2.27611  0.00982222
        1825      3.0402     2.27653  0.00982575
        1826     2.56732     2.27669  0.00982166
        1827     2.34153     2.27673  0.00981635
        1828     2.04584      2.2766  0.00981179
        1829     2.12769     2.27652  0.00980677
        1830     2.11523     2.27643   0.0098018
        1831     2.08201     2.27633  0.00979702
        1832     2.29645     2.27634  0.00979168
        1833     2.00906     2.27619  0.00978743
        1834     2.01356     2.27605  0.00978314
