#     BLOCK:   VELOCITY:   ACT_POFV:    AVE_POFV:        ERROR:
          27     5.48008           0  0.00994411  0.00198328
          27     5.83363   0.0255082   0.0018798  0.00102236
          27     6.18718 0.000680918 9.50569e-05 7.19629e-05
          27     6.54074           0           0           0
          27     6.89429           0           0           0
          28    0.176777   0.0204275   0.0079933  0.00203637
          28     0.53033   0.0243035   0.0624218  0.00540695
          28    0.883883    0.198461     0.15469  0.00934635
          28     1.23744    0.355701    0.317601  0.00971673
          28     1.59099    0.331816    0.350813   0.0112466
          28     1.94454    0.267077    0.359246   0.0114096
          28      2.2981    0.409074    0.373023   0.0107246
          28     2.65165    0.322755    0.323067  0.00897704
          28      3.0052    0.321498    0.319904   0.0159843
          28     3.35876    0.213232    0.219089   0.0106979
          28     3.71231    0.131574    0.120421   0.0071997
          28     4.06586     0.17002   0.0991633  0.00763396
          28     4.41942   0.0322126   0.0467738   0.0038548
          28     4.77297  0.00136184   0.0341151  0.00362666
          28     5.12652  0.00460929   0.0277437  0.00340769
          28     5.48008  0.00932333  0.00992194  0.00191258
          28     5.83363 0.000523783  0.00183137  0.00098699
          28     6.18718   0.0144564 0.000607962 0.000508421
          28     6.54074           0           0           0
          28     6.89429           0           0           0
          29    0.176777   0.0261891  0.00862074  0.00206055
          29     0.53033   0.0150849   0.0607895  0.00546134
          29    0.883883    0.200504     0.15627  0.00915661
          29     1.23744    0.423007    0.321236   0.0100385
          29     1.59099    0.302851    0.349159   0.0109797
          29     1.94454    0.236907    0.355027   0.0117702
          29      2.2981    0.336059    0.371749   0.0104303
          29     2.65165    0.366857    0.324577  0.00879357
          29      3.0052    0.301594    0.319273   0.0154456
          29     3.35876    0.252935    0.220256   0.0103925
          29     3.71231    0.163315    0.121901  0.00710174
          29     4.06586    0.155249    0.101097  0.00761176
          29     4.41942   0.0216846   0.0459087  0.00381773
          29     4.77297           0   0.0329387  0.00368747
          29     5.12652   0.0224179     0.02756  0.00329513
          29     5.48008  0.00377124  0.00970985  0.00185835
          29     5.83363           0  0.00176822 0.000954974
          29     6.18718           0 0.000586998 0.000491321
          29     6.54074           0           0           0
          29     6.89429           0           0           0
          30    0.176777  0.00356172  0.00845211  0.00199875
          30     0.53033   0.0806626   0.0614519  0.00531932
          30    0.883883    0.191862    0.157456  0.00892791
          30     1.23744    0.326526    0.321412  0.00970541
          30     1.59099    0.316941    0.348085   0.0106661
