1 1 0
2 1.41682 0.00396665
3 1.73823 0.00535716
4 2.00362 0.00634588
5 2.23979 0.00822784
6 2.46022 0.00972652
7 2.6401 0.0109469
8 2.82905 0.0115332
9 3.00598 0.0117398
10 3.17464 0.0133479
11 3.32368 0.0144801
12 3.4688 0.0144979
13 3.60822 0.0151306
14 3.73728 0.0151829
15 3.86758 0.0163882
16 3.98588 0.0171986
17 4.10512 0.0165927
18 4.2328 0.0169946
19 4.3513 0.0176525
20 4.46817 0.0178688
21 4.58047 0.0170249
22 4.68905 0.0172527
23 4.79755 0.0175275
24 4.90446 0.0176314
25 5.00469 0.0177649
26 5.10457 0.0185353
27 5.20733 0.0198587
28 5.30734 0.0198767
29 5.3956 0.0210132
30 5.49466 0.0212301
31 5.58997 0.02164
32 5.67748 0.0218661
33 5.76081 0.0221608
34 5.85285 0.0225377
35 5.9389 0.0228547
36 6.02543 0.0230385
37 6.11497 0.0229256
38 6.19437 0.0233031
39 6.28009 0.0235964
40 6.35905 0.0231151
41 6.44262 0.0226623
42 6.52197 0.0239779
43 6.58811 0.0235715
44 6.66799 0.0236253
45 6.74848 0.0244657
46 6.81738 0.0251598
47 6.90206 0.024793
48 6.97371 0.025604
49 7.04029 0.0264035
50 7.10292 0.0270283
51 7.17556 0.0279706
52 7.25503 0.0272698
53 7.3246 0.027717
54 7.3964 0.0274783
55 7.46807 0.0268605
56 7.52771 0.0279194
57 7.58974 0.0286913
58 7.66101 0.0290032
59 7.72646 0.0292791
60 7.79511 0.0301275
61 7.86368 0.0311995
62 7.92485 0.0321336
63 8.00174 0.0318752
64 8.06583 0.0315601
65 8.13448 0.0323757
66 8.19758 0.032408
67 8.26295 0.0330913
68 8.31807 0.0339823
69 8.3846 0.0335527
70 8.43858 0.0343138
71 8.50112 0.034576
72 8.5628 0.0349308
73 8.61332 0.0347712
74 8.6729 0.035279
75 8.73764 0.0351251
76 8.79059 0.0352005
77 8.84566 0.0356348
78 8.89075 0.0358834
79 8.93997 0.0367558
80 8.99209 0.0377829
81 9.03841 0.0380455
82 9.09608 0.0375534
83 9.14575 0.0378004
84 9.2002 0.0368467
85 9.25403 0.0361041
86 9.3243 0.0356296
87 9.36621 0.0370193
88 9.42366 0.0377496
89 9.48603 0.0381797
90 9.53291 0.0389588
91 9.58542 0.0391514
92 9.62878 0.0392252
93 9.68974 0.0384091
94 9.74208 0.0386507
95 9.78344 0.0382909
96 9.84293 0.0387018
97 9.88478 0.038135
98 9.94076 0.0386696
99 9.99716 0.0384217
100 10.0485 0.0395739
