0 0.496372 0
1 0.502313 0.00594171
2 0.499193 0.00463739
3 0.500802 0.00365274
4 0.502191 0.00315194
5 0.503075 0.00272117
6 0.50282 0.00231397
7 0.50479 0.00281048
8 0.504441 0.00250304
9 0.504593 0.00224389
10 0.504195 0.0020682
11 0.503208 0.00213081
12 0.502155 0.00222469
13 0.502672 0.0021236
14 0.503414 0.00211143
15 0.50198 0.00244083
16 0.502267 0.00231063
17 0.501948 0.00220164
18 0.502426 0.00213658
19 0.5019 0.00209398
20 0.501739 0.00199826
21 0.501177 0.00198645
22 0.501309 0.00190269
23 0.501183 0.00182604
24 0.500537 0.00186664
25 0.500494 0.00179394
26 0.500591 0.00172896
27 0.500391 0.00167807
28 0.500401 0.0016192
29 0.500512 0.00156817
30 0.500787 0.00154155
31 0.500676 0.00149672
32 0.500399 0.00147691
33 0.500178 0.0014498
34 0.500393 0.00142416
35 0.500549 0.00139276
36 0.500862 0.00139033
37 0.500837 0.00135349
38 0.500972 0.00132522
39 0.500989 0.00129179
40 0.500929 0.00126133
41 0.500831 0.00123483
42 0.50086 0.00120612
43 0.500429 0.00125494
44 0.500521 0.00123024
45 0.500343 0.00121631
46 0.500422 0.00119273
47 0.500346 0.00117009
48 0.500029 0.00118906
49 0.500054 0.0011653
50 0.500096 0.00114301
51 0.500241 0.00113018
52 0.500431 0.0011248
53 0.500292 0.00111248
54 0.499943 0.0011466
55 0.49957 0.00118592
56 0.499479 0.00116847
57 0.499527 0.00114913
58 0.499492 0.00113002
59 0.499553 0.00111269
60 0.499502 0.00109546
61 0.499604 0.00108245
62 0.499764 0.00107706
63 0.499804 0.00106087
64 0.499687 0.00105103
65 0.499526 0.00104735
66 0.499627 0.00103655
67 0.499627 0.00102119
68 0.499619 0.00100632
69 0.499495 0.000999525
70 0.499462 0.0009859
71 0.499442 0.000972317
72 0.499457 0.000959019
73 0.499309 0.000957391
74 0.499463 0.00095694
75 0.499291 0.000959739
76 0.499019 0.000985546
77 0.499016 0.000972832
78 0.499248 0.000988048
79 0.499233 0.000975745
80 0.499095 0.000973396
81 0.499229 0.000970676
82 0.49922 0.000958949
83 0.499296 0.000950543
84 0.499312 0.000939428
85 0.499391 0.000931747
86 0.499378 0.000921065
87 0.499274 0.000916442
88 0.499286 0.000906163
89 0.499311 0.000896391
90 0.499427 0.000894011
91 0.499246 0.000902538
92 0.499297 0.000894244
93 0.499306 0.000884722
94 0.499342 0.000876133
95 0.499302 0.000867903
96 0.49927 0.000859517
97 0.499279 0.000850752
98 0.499407 0.000851836
99 0.499448 0.000844235
