0 0.0781666 0
1 0.0803106 0.002144
2 0.0794842 0.00148834
3 0.0799881 0.00116684
4 0.0807141 0.0011593
5 0.0808042 0.000950842
6 0.0813499 0.000971396
7 0.081792 0.000950338
8 0.0817664 0.000838511
9 0.0817305 0.000750845
10 0.0823865 0.000944244
11 0.0821795 0.000886496
12 0.0822244 0.000816695
13 0.0821564 0.00075916
14 0.0820179 0.000720198
15 0.0822497 0.00071246
16 0.0821637 0.000674737
17 0.082116 0.000637939
18 0.0821517 0.000604486
19 0.0821744 0.000573913
20 0.0822532 0.000551564
21 0.0824346 0.000556291
22 0.0824535 0.00053189
23 0.0825326 0.000515367
24 0.0827348 0.000534053
25 0.0827939 0.000516494
26 0.0826703 0.000512131
27 0.0827027 0.000494562
28 0.0826745 0.000478031
29 0.0827617 0.000469972
30 0.0829532 0.000493253
31 0.0829211 0.000478669
32 0.0828613 0.000467767
33 0.0830162 0.000479513
34 0.0831181 0.000476625
35 0.0831256 0.000463257
36 0.0831537 0.000451438
37 0.0831927 0.000441124
38 0.0831685 0.000430343
39 0.0831281 0.000421393
40 0.0830882 0.000412914
41 0.083006 0.000411273
42 0.0829932 0.000401796
43 0.0830958 0.000405743
44 0.0831181 0.00039725
45 0.0830927 0.000389352
46 0.0832132 0.000399583
47 0.0832205 0.000391239
48 0.0832294 0.000383273
49 0.0831994 0.000376721
50 0.0832147 0.000369576
51 0.0831674 0.000365477
52 0.0831774 0.000358654
53 0.0832589 0.000361267
54 0.083319 0.000359696
55 0.0832775 0.000355647
56 0.0832962 0.00034985
57 0.0832252 0.00035101
58 0.0831584 0.000351416
59 0.0831842 0.00034647
60 0.0831831 0.000340745
61 0.0831509 0.000336753
62 0.0831621 0.000331556
63 0.0831076 0.00033085
64 0.0830648 0.000328528
65 0.0830999 0.000325411
66 0.0831257 0.000321559
67 0.0831278 0.000316802
68 0.0831446 0.000312627
69 0.0831607 0.000308549
70 0.0832138 0.000308781
71 0.0832198 0.000304521
72 0.083249 0.000301739
73 0.0832901 0.000300453
74 0.0832853 0.000296458
75 0.0832694 0.000292966
76 0.0832416 0.000290468
77 0.0832307 0.000286928
78 0.0832397 0.000283418
79 0.083282 0.000283022
80 0.0832899 0.000279618
81 0.0832764 0.000276514
82 0.0832752 0.000273165
83 0.0832752 0.000269894
84 0.0832474 0.00026814
85 0.0832938 0.000269038
86 0.0832501 0.000269502
87 0.0832815 0.000268266
88 0.0832511 0.000266968
89 0.0832767 0.000265219
90 0.0832726 0.000262319
91 0.0832913 0.000260122
92 0.0832679 0.000258368
93 0.0832403 0.000257094
94 0.0832484 0.000254503
95 0.0832733 0.000253068
96 0.0832942 0.000251313
97 0.0833289 0.000251142
98 0.083366 0.00025135
99 0.0834002 0.000251157
