#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1095     1.54274     1.30803   0.0114971
        1096     1.53023     1.30823   0.0114884
        1097     1.51627     1.30842   0.0114795
        1098      1.5009      1.3086   0.0114704
        1099     1.48364     1.30876   0.0114611
        1100     1.46456      1.3089   0.0114515
        1101     1.44418     1.30902   0.0114418
        1102     1.42211     1.30913   0.0114319
        1103     1.39818     1.30921   0.0114218
        1104     1.37372     1.30927   0.0114116
        1105     1.34858      1.3093   0.0114013
        1106     1.32268     1.30931    0.011391
        1107     1.29614      1.3093   0.0113807
        1108     1.26767     1.30926   0.0113705
        1109     1.23889      1.3092   0.0113604
        1110     1.20994     1.30911   0.0113506
        1111       1.181       1.309   0.0113409
        1112     1.15202     1.30885   0.0113316
        1113     1.12339     1.30869   0.0113226
        1114     1.09337     1.30849   0.0113141
        1115     1.06527     1.30828   0.0113061
        1116     1.03661     1.30803   0.0112986
        1117     1.01044     1.30777   0.0112916
        1118     0.98381     1.30748   0.0112852
        1119    0.959263     1.30717   0.0112794
        1120    0.935022     1.30683   0.0112742
        1121    0.913635     1.30648   0.0112696
        1122    0.892816     1.30611   0.0112656
        1123    0.874126     1.30573   0.0112622
        1124    0.855982     1.30533   0.0112593
        1125    0.840156     1.30492   0.0112568
        1126    0.826482     1.30449   0.0112549
        1127    0.815498     1.30406   0.0112532
        1128    0.805079     1.30361   0.0112519
        1129    0.796948     1.30317   0.0112509
        1130     0.79136     1.30271   0.0112501
        1131    0.787844     1.30226   0.0112493
        1132    0.786149      1.3018   0.0112486
        1133    0.786494     1.30135   0.0112479
        1134    0.789082     1.30089    0.011247
        1135    0.794109     1.30045    0.011246
        1136    0.800799     1.30001   0.0112447
        1137    0.809082     1.29958   0.0112431
        1138    0.819125     1.29915   0.0112411
        1139    0.831086     1.29874   0.0112388
        1140    0.844151     1.29834    0.011236
        1141    0.859186     1.29796   0.0112327
        1142      0.8744     1.29759    0.011229
        1143    0.892095     1.29723   0.0112248
        1144    0.910715      1.2969   0.0112201
        1145    0.930624     1.29658   0.0112148
        1146    0.951469     1.29628   0.0112091
        1147    0.973858     1.29599   0.0112028
        1148     0.99695     1.29573   0.0111961
        1149     1.01991     1.29549   0.0111889
        1150     1.04336     1.29527   0.0111814
        1151     1.06718     1.29508   0.0111734
        1152     1.09102      1.2949   0.0111651
        1153     1.11503     1.29474   0.0111565
        1154     1.13886     1.29461   0.0111477
        1155     1.16242     1.29449   0.0111386
        1156     1.18611      1.2944   0.0111293
        1157     1.21057     1.29433     0.01112
        1158     1.23498     1.29428   0.0111105
        1159     1.25808     1.29424   0.0111009
        1160       1.281     1.29423   0.0110914
        1161     1.30441     1.29424   0.0110818
        1162     1.32608     1.29427   0.0110723
        1163     1.34668     1.29431   0.0110629
        1164     1.36641     1.29438   0.0110536
        1165     1.38597     1.29446   0.0110444
        1166     1.40508     1.29455   0.0110353
        1167     1.42347     1.29466   0.0110264
        1168     1.44185     1.29479   0.0110177
        1169     1.45853     1.29493   0.0110091
        1170     1.47565     1.29508   0.0110008
        1171     1.49178     1.29525   0.0109927
        1172     1.50691     1.29543   0.0109848
        1173     1.52179     1.29562   0.0109771
        1174     1.53425     1.29583   0.0109697
        1175     1.54744     1.29604   0.0109624
        1176     1.55898     1.29626   0.0109554
        1177     1.57058      1.2965   0.0109485
        1178     1.58129     1.29674   0.0109419
        1179     1.59138     1.29699   0.0109355
        1180     1.60041     1.29725   0.0109292
        1181     1.60888     1.29751   0.0109232
        1182     1.61731     1.29778   0.0109173
        1183     1.62502     1.29806   0.0109116
        1184      1.6325     1.29834    0.010906
        1185     1.63908     1.29863   0.0109006
        1186     1.64501     1.29892   0.0108953
        1187     1.65131     1.29922   0.0108902
        1188     1.65653     1.29952   0.0108852
        1189     1.66215     1.29982   0.0108803
        1190     1.66771     1.30013   0.0108755
        1191     1.67177     1.30044   0.0108709
        1192     1.67701     1.30076   0.0108663
        1193     1.68125     1.30108   0.0108619
        1194     1.68525      1.3014   0.0108576
        1195     1.68778     1.30172   0.0108533
        1196     1.69222     1.30205   0.0108491
        1197     1.69545     1.30238   0.0108451
        1198     1.69866     1.30271    0.010841
        1199     1.70161     1.30304   0.0108371
        1200     1.70428     1.30338   0.0108332
        1201     1.70667     1.30371   0.0108294
        1202     1.70878     1.30405   0.0108256
        1203     1.70964     1.30439   0.0108219
        1204     1.71045     1.30472   0.0108182
        1205     1.71168     1.30506   0.0108145
        1206     1.71214      1.3054   0.0108108
        1207     1.71303     1.30574   0.0108071
        1208     1.71364     1.30607   0.0108034
        1209     1.71325     1.30641   0.0107997
        1210     1.71307     1.30675    0.010796
        1211     1.71216     1.30708   0.0107923
        1212     1.71197     1.30741   0.0107886
        1213     1.71085     1.30775   0.0107848
        1214     1.70978     1.30808    0.010781
        1215     1.70877     1.30841   0.0107772
        1216     1.70689     1.30874   0.0107733
        1217     1.70609     1.30906   0.0107694
        1218     1.70374     1.30939   0.0107654
        1219     1.70154     1.30971   0.0107614
        1220     1.69904     1.31003   0.0107573
        1221     1.69722     1.31034   0.0107531
        1222      1.6956     1.31066    0.010749
        1223     1.69325     1.31097   0.0107447
        1224     1.69112     1.31128   0.0107404
        1225     1.68923     1.31159   0.0107361
        1226     1.68734      1.3119   0.0107317
        1227      1.6852      1.3122   0.0107273
        1228     1.68329      1.3125   0.0107228
        1229     1.68087      1.3128   0.0107183
        1230     1.67842      1.3131   0.0107137
        1231     1.67568      1.3134    0.010709
        1232     1.67286     1.31369   0.0107043
        1233     1.67066     1.31398   0.0106995
        1234     1.66809     1.31426   0.0106947
        1235     1.66488     1.31455   0.0106898
        1236     1.66269     1.31483   0.0106849
        1237      1.6586     1.31511   0.0106799
        1238     1.65522     1.31538   0.0106748
        1239     1.65084     1.31565   0.0106696
        1240     1.64737     1.31592   0.0106643
        1241     1.64381     1.31619    0.010659
        1242     1.63918     1.31645   0.0106536
        1243     1.63442      1.3167   0.0106481
        1244      1.6283     1.31695   0.0106425
        1245     1.62203      1.3172   0.0106368
        1246     1.61605     1.31744   0.0106309
        1247     1.60942     1.31767    0.010625
        1248     1.60261      1.3179   0.0106189
        1249     1.59514     1.31812   0.0106127
        1250     1.58652     1.31834   0.0106064
        1251     1.57942     1.31854      0.0106
        1252      1.5707     1.31875   0.0105934
        1253     1.56111     1.31894   0.0105867
        1254     1.55186     1.31912   0.0105799
        1255     1.54128      1.3193    0.010573
        1256     1.53083     1.31947   0.0105659
        1257     1.52053     1.31963   0.0105587
        1258     1.50968     1.31978   0.0105514
        1259      1.4983     1.31992    0.010544
        1260     1.48739     1.32006   0.0105364
        1261      1.4753     1.32018   0.0105288
        1262     1.46327     1.32029   0.0105211
        1263     1.45183      1.3204   0.0105133
        1264     1.44031     1.32049   0.0105054
        1265     1.42829     1.32058   0.0104974
        1266      1.4163     1.32065   0.0104894
        1267     1.40467     1.32072   0.0104813
        1268     1.39323     1.32078   0.0104732
        1269     1.38182     1.32082   0.0104651
        1270     1.37174     1.32086   0.0104569
        1271     1.36185      1.3209   0.0104487
        1272     1.35129     1.32092   0.0104405
        1273      1.3416     1.32094   0.0104324
        1274     1.33309     1.32095   0.0104242
        1275     1.32466     1.32095    0.010416
        1276     1.31783     1.32095   0.0104078
        1277     1.31099     1.32094   0.0103997
        1278     1.30542     1.32093   0.0103916
        1279     1.30094     1.32091   0.0103834
        1280     1.29785     1.32089   0.0103753
        1281     1.29645     1.32087   0.0103673
        1282     1.29557     1.32085   0.0103592
        1283     1.29669     1.32084   0.0103511
        1284     1.29888     1.32082   0.0103431
        1285     1.30287      1.3208    0.010335
        1286     1.30843     1.32079    0.010327
        1287     1.31506     1.32079    0.010319
        1288     1.32276     1.32079    0.010311
        1289     1.33126      1.3208    0.010303
        1290     1.34102     1.32082    0.010295
        1291     1.35101     1.32084   0.0102871
        1292      1.3631     1.32087   0.0102792
        1293      1.3765     1.32091   0.0102713
        1294     1.39137     1.32097   0.0102635
        1295     1.40664     1.32104   0.0102558
        1296     1.42268     1.32111   0.0102482
        1297     1.43935      1.3212   0.0102407
        1298     1.45578     1.32131   0.0102333
        1299     1.47471     1.32143   0.0102261
        1300     1.49211     1.32156   0.0102191
        1301     1.51018      1.3217   0.0102123
        1302     1.52777     1.32186   0.0102056
        1303     1.54468     1.32203   0.0101992
        1304     1.56094     1.32222   0.0101931
        1305      1.5761     1.32241   0.0101871
        1306     1.59068     1.32262   0.0101814
        1307     1.60377     1.32283   0.0101759
        1308     1.61593     1.32305   0.0101706
        1309     1.62606     1.32329   0.0101654
        1310     1.63498     1.32352   0.0101604
        1311     1.64166     1.32377   0.0101556
        1312     1.64627     1.32401   0.0101508
        1313     1.64905     1.32426   0.0101461
        1314     1.65049     1.32451   0.0101414
        1315     1.65065     1.32476   0.0101368
        1316     1.64888       1.325    0.010132
        1317     1.64505     1.32525   0.0101273
        1318     1.64074     1.32548   0.0101224
        1319     1.63442     1.32572   0.0101174
        1320     1.62649     1.32595   0.0101123
        1321     1.61786     1.32617   0.0101071
        1322     1.60845     1.32638   0.0101017
        1323     1.59916     1.32659   0.0100962
        1324     1.58826     1.32679   0.0100905
        1325     1.57783     1.32697   0.0100847
        1326     1.56685     1.32716   0.0100787
        1327     1.55596     1.32733   0.0100725
        1328     1.54533     1.32749   0.0100663
        1329     1.53557     1.32765   0.0100599
        1330     1.52589      1.3278   0.0100535
        1331     1.51642     1.32794   0.0100469
        1332     1.50946     1.32808   0.0100403
        1333     1.50226     1.32821   0.0100336
        1334     1.49615     1.32833   0.0100269
        1335     1.49172     1.32845   0.0100201
        1336      1.4879     1.32857   0.0100133
        1337     1.48573     1.32869   0.0100065
        1338     1.48579     1.32881  0.00999975
        1339     1.48673     1.32893  0.00999298
        1340     1.48982     1.32905  0.00998624
        1341     1.49463     1.32917  0.00997956
        1342     1.50049      1.3293  0.00997294
        1343      1.5084     1.32943  0.00996641
        1344      1.5191     1.32957  0.00995999
        1345      1.5314     1.32972  0.00995372
        1346      1.5448     1.32988   0.0099476
        1347     1.56025     1.33005  0.00994169
        1348     1.57674     1.33024    0.009936
        1349     1.59543     1.33043  0.00993058
        1350     1.61602     1.33064  0.00992547
        1351      1.6377     1.33087  0.00992073
        1352     1.66112     1.33112   0.0099164
        1353     1.68689     1.33138  0.00991255
        1354     1.71322     1.33166  0.00990924
        1355     1.74021     1.33196  0.00990652
        1356     1.76871     1.33228  0.00990445
        1357     1.79832     1.33263   0.0099031
        1358      1.8284     1.33299  0.00990253
        1359     1.85905     1.33338  0.00990281
        1360     1.89009     1.33379  0.00990399
        1361     1.92134     1.33422  0.00990611
        1362     1.95238     1.33468  0.00990923
        1363     1.98301     1.33515  0.00991337
        1364     2.01377     1.33565  0.00991858
        1365     2.04374     1.33617  0.00992487
        1366     2.07295     1.33671  0.00993225
        1367     2.10146     1.33727  0.00994073
        1368     2.12906     1.33784   0.0099503
        1369      2.1546     1.33844   0.0099609
        1370     2.17886     1.33905   0.0099725
        1371     2.20334     1.33969  0.00998513
        1372     2.22352     1.34033  0.00999861
        1373     2.24286     1.34099   0.0100129
        1374     2.25951     1.34166   0.0100279
        1375     2.27335     1.34233   0.0100435
        1376      2.2852     1.34302   0.0100595
        1377     2.29494     1.34371    0.010076
        1378     2.30201      1.3444   0.0100926
        1379     2.30658      1.3451   0.0101094
        1380     2.30761      1.3458   0.0101261
        1381     2.30603      1.3465   0.0101426
        1382     2.30135     1.34719   0.0101588
        1383     2.29429     1.34787   0.0101745
        1384     2.28415     1.34855   0.0101896
        1385     2.27024     1.34921   0.0102039
        1386     2.25336     1.34987   0.0102174
        1387      2.2348      1.3505     0.01023
        1388      2.2137     1.35113   0.0102415
        1389     2.19019     1.35173   0.0102519
        1390     2.16392     1.35231   0.0102612
        1391      2.1353     1.35288   0.0102692
        1392     2.10569     1.35342   0.0102761
        1393     2.07409     1.35393   0.0102817
        1394     2.04142     1.35443   0.0102861
        1395     2.00691      1.3549   0.0102894
        1396     1.97103     1.35534   0.0102915
        1397     1.93496     1.35575   0.0102925
        1398     1.89819     1.35614   0.0102924
        1399     1.86048      1.3565   0.0102914
        1400     1.82181     1.35683   0.0102894
        1401     1.78358     1.35714   0.0102866
        1402     1.74603     1.35741    0.010283
        1403     1.70817     1.35766   0.0102787
        1404     1.67138     1.35789   0.0102738
        1405     1.63467     1.35809   0.0102684
        1406     1.60038     1.35826   0.0102625
        1407     1.56651     1.35841   0.0102563
        1408     1.53345     1.35853   0.0102497
        1409     1.50255     1.35863    0.010243
        1410     1.47249     1.35871    0.010236
        1411     1.44602     1.35877    0.010229
        1412     1.41986     1.35882   0.0102218
        1413      1.3958     1.35884   0.0102146
        1414     1.37315     1.35885   0.0102074
        1415     1.35221     1.35885   0.0102002
        1416      1.3347     1.35883    0.010193
        1417     1.31821      1.3588   0.0101858
        1418     1.30324     1.35876   0.0101787
        1419     1.29024     1.35872   0.0101717
        1420     1.28015     1.35866   0.0101647
        1421     1.27173      1.3586   0.0101577
        1422     1.26493     1.35853   0.0101508
        1423     1.26038     1.35847   0.0101439
        1424       1.259      1.3584    0.010137
        1425     1.25707     1.35832   0.0101301
        1426     1.25669     1.35825   0.0101233
        1427     1.25752     1.35818   0.0101164
        1428     1.26068     1.35811   0.0101096
        1429     1.26438     1.35805   0.0101027
        1430     1.26924     1.35799   0.0100958
        1431     1.27542     1.35793   0.0100889
        1432     1.28235     1.35788    0.010082
        1433     1.29043     1.35783   0.0100751
        1434     1.29862     1.35779   0.0100682
        1435     1.30901     1.35775   0.0100612
        1436     1.31962     1.35773   0.0100542
        1437     1.33087     1.35771   0.0100472
        1438     1.34225      1.3577   0.0100403
        1439     1.35418      1.3577   0.0100333
        1440     1.36689      1.3577   0.0100263
        1441     1.37985     1.35772   0.0100194
        1442     1.39353     1.35774   0.0100125
        1443     1.40694     1.35778   0.0100056
        1444     1.42152     1.35782  0.00999875
        1445     1.43654     1.35787  0.00999198
        1446     1.45221     1.35794  0.00998528
        1447     1.46781     1.35802  0.00997867
        1448     1.48379      1.3581  0.00997216
        1449     1.49965      1.3582  0.00996575
        1450     1.51731     1.35831  0.00995948
        1451     1.53433     1.35843  0.00995336
        1452     1.55166     1.35856  0.00994739
        1453     1.56997     1.35871  0.00994161
        1454     1.58803     1.35887  0.00993603
        1455     1.60653     1.35904  0.00993065
        1456     1.62469     1.35922  0.00992551
        1457     1.64367     1.35942  0.00992062
        1458     1.66221     1.35962  0.00991599
        1459     1.68026     1.35984  0.00991163
        1460     1.69898     1.36008  0.00990756
        1461     1.71708     1.36032  0.00990379
        1462     1.73525     1.36058  0.00990033
        1463     1.75343     1.36084  0.00989721
        1464     1.77083     1.36112  0.00989441
        1465     1.78836     1.36142  0.00989195
        1466     1.80549     1.36172  0.00988984
        1467     1.82241     1.36203  0.00988808
        1468     1.83836     1.36236  0.00988667
        1469     1.85451     1.36269  0.00988562
        1470     1.86961     1.36304   0.0098849
        1471     1.88342     1.36339  0.00988451
        1472     1.89688     1.36375  0.00988444
        1473      1.9095     1.36412  0.00988467
        1474     1.92226      1.3645  0.00988521
        1475     1.93421     1.36489  0.00988605
        1476     1.94586     1.36528  0.00988719
        1477     1.95701     1.36568  0.00988861
        1478     1.96722     1.36609  0.00989029
        1479     1.97678      1.3665  0.00989222
        1480     1.98598     1.36692  0.00989439
        1481     1.99488     1.36735  0.00989679
        1482     2.00428     1.36778  0.00989944
        1483     2.01376     1.36821  0.00990234
        1484     2.02144     1.36865  0.00990545
        1485     2.02932      1.3691  0.00990876
        1486     2.03768     1.36955   0.0099123
        1487     2.04658        1.37  0.00991609
        1488     2.05628     1.37046  0.00992014
        1489     2.06537     1.37093  0.00992445
        1490     2.07483      1.3714  0.00992903
        1491      2.0837     1.37188  0.00993386
        1492     2.09341     1.37236  0.00993896
        1493      2.1032     1.37285  0.00994435
        1494     2.11303     1.37335  0.00995003
        1495     2.12309     1.37385    0.009956
        1496      2.1321     1.37436  0.00996224
        1497     2.14167     1.37487  0.00996877
        1498     2.15098     1.37539  0.00997557
        1499     2.15994     1.37591  0.00998263
        1500     2.16819     1.37644  0.00998994
        1501     2.17538     1.37697  0.00999745
        1502     2.18211     1.37751   0.0100052
        1503     2.18875     1.37805   0.0100131
        1504     2.19373     1.37859   0.0100211
        1505     2.19766     1.37913   0.0100292
        1506     2.20066     1.37968   0.0100373
        1507     2.20191     1.38022   0.0100455
        1508     2.20251     1.38077   0.0100536
        1509     2.20165     1.38131   0.0100617
        1510     2.19902     1.38186   0.0100696
        1511     2.19454     1.38239   0.0100773
        1512     2.18914     1.38293   0.0100847
        1513     2.18205     1.38345   0.0100919
        1514     2.17253     1.38398   0.0100987
        1515     2.16107     1.38449    0.010105
        1516     2.14814     1.38499   0.0101109
        1517     2.13428     1.38549   0.0101163
        1518     2.11734     1.38597   0.0101211
        1519     2.09933     1.38644   0.0101253
        1520     2.08031     1.38689   0.0101289
        1521     2.06086     1.38734    0.010132
        1522     2.03915     1.38777   0.0101344
        1523     2.01576     1.38818   0.0101361
        1524     1.99178     1.38857   0.0101372
        1525     1.96612     1.38895   0.0101376
        1526     1.94036     1.38931   0.0101374
        1527     1.91365     1.38966   0.0101366
        1528     1.88588     1.38998   0.0101351
        1529      1.8579     1.39029   0.0101331
        1530     1.82983     1.39058   0.0101306
        1531     1.80129     1.39084   0.0101275
        1532      1.7729     1.39109    0.010124
        1533     1.74498     1.39132     0.01012
        1534     1.71669     1.39154   0.0101156
        1535     1.68909     1.39173   0.0101109
        1536      1.6613     1.39191   0.0101058
        1537     1.63437     1.39206   0.0101005
        1538     1.60669      1.3922   0.0100949
        1539      1.5805     1.39233   0.0100891
        1540     1.55491     1.39243   0.0100831
        1541     1.52999     1.39252   0.0100769
        1542     1.50579     1.39259   0.0100707
        1543     1.48263     1.39265   0.0100643
        1544     1.46054      1.3927   0.0100579
        1545     1.43959     1.39273   0.0100514
        1546     1.41911     1.39274   0.0100449
        1547     1.39915     1.39275   0.0100384
        1548     1.37974     1.39274   0.0100319
        1549     1.36263     1.39272   0.0100255
        1550     1.34617     1.39269   0.0100191
        1551      1.3304     1.39265   0.0100127
        1552     1.31654      1.3926   0.0100064
        1553     1.30368     1.39254   0.0100001
        1554     1.29185     1.39248  0.00999385
        1555     1.28154     1.39241  0.00998768
        1556     1.27279     1.39233  0.00998156
        1557     1.26488     1.39225  0.00997548
        1558     1.25878     1.39216  0.00996945
        1559     1.25354     1.39207  0.00996345
        1560      1.2494     1.39198  0.00995748
        1561     1.24683     1.39189  0.00995154
        1562     1.24585      1.3918   0.0099456
        1563     1.24595      1.3917  0.00993968
        1564      1.2476     1.39161  0.00993375
        1565     1.25055     1.39152  0.00992781
        1566      1.2555     1.39143  0.00992185
        1567     1.26148     1.39135  0.00991587
        1568     1.26872     1.39127  0.00990985
        1569     1.27647      1.3912  0.00990381
        1570     1.28594     1.39113  0.00989773
        1571     1.29543     1.39107  0.00989161
        1572     1.30756     1.39102  0.00988546
        1573     1.32042     1.39097  0.00987928
        1574     1.33495     1.39094  0.00987307
        1575      1.3509     1.39091  0.00986683
        1576     1.36683      1.3909  0.00986058
        1577     1.38537     1.39089  0.00985433
        1578     1.40386      1.3909  0.00984809
        1579     1.42398     1.39092  0.00984187
        1580     1.44521     1.39096  0.00983571
        1581     1.46658       1.391   0.0098296
        1582     1.49116     1.39107  0.00982359
        1583     1.51652     1.39115  0.00981771
        1584      1.5414     1.39124  0.00981197
        1585     1.56741     1.39135   0.0098064
        1586     1.59473     1.39148  0.00980106
        1587     1.62278     1.39163  0.00979597
        1588     1.65148     1.39179  0.00979117
        1589     1.68021     1.39197  0.00978669
        1590     1.70935     1.39217  0.00978257
        1591      1.7385     1.39239  0.00977884
        1592     1.76775     1.39263  0.00977554
        1593     1.79672     1.39288  0.00977269
        1594     1.82592     1.39315  0.00977034
        1595      1.8547     1.39344   0.0097685
        1596     1.88311     1.39375  0.00976719
        1597     1.91071     1.39407  0.00976644
        1598     1.93705     1.39441  0.00976624
        1599     1.96215     1.39477  0.00976658
        1600     1.98535     1.39513  0.00976745
        1601     2.00787     1.39552  0.00976884
        1602     2.02808     1.39591  0.00977072
        1603     2.04581     1.39632  0.00977303
        1604     2.06183     1.39673  0.00977575
        1605     2.07528     1.39716  0.00977879
        1606     2.08676     1.39758  0.00978213
        1607     2.09542     1.39802  0.00978567
        1608     2.10143     1.39846  0.00978936
        1609     2.10522      1.3989  0.00979313
        1610     2.10555     1.39933  0.00979687
        1611     2.10363     1.39977  0.00980054
        1612       2.099     1.40021  0.00980406
        1613       2.091     1.40063  0.00980733
        1614     2.07994     1.40105  0.00981028
        1615     2.06689     1.40147  0.00981286
        1616     2.05172     1.40187  0.00981504
        1617     2.03481     1.40226  0.00981677
        1618     2.01654     1.40264  0.00981804
        1619     1.99538     1.40301   0.0098188
        1620     1.97221     1.40336  0.00981902
        1621      1.9467     1.40369  0.00981869
        1622     1.92046     1.40401   0.0098178
        1623     1.89317     1.40431  0.00981638
        1624     1.86424      1.4046  0.00981442
        1625     1.83479     1.40486  0.00981195
        1626       1.804     1.40511  0.00980898
        1627     1.77273     1.40533  0.00980556
        1628     1.74158     1.40554  0.00980171
        1629     1.70924     1.40573  0.00979746
        1630     1.67727     1.40589  0.00979287
        1631     1.64531     1.40604  0.00978796
        1632     1.61226     1.40617  0.00978278
        1633     1.57944     1.40627  0.00977737
        1634     1.54624     1.40636  0.00977176
        1635     1.51395     1.40642    0.009766
        1636     1.48195     1.40647  0.00976014
        1637     1.45011      1.4065  0.00975422
        1638     1.41899      1.4065  0.00974827
        1639      1.3882     1.40649  0.00974232
        1640     1.35854     1.40646  0.00973643
        1641     1.32863     1.40642  0.00973061
        1642     1.29977     1.40635   0.0097249
        1643     1.27224     1.40627  0.00971932
        1644      1.2454     1.40617  0.00971391
        1645     1.22048     1.40606  0.00970866
        1646     1.19537     1.40593   0.0097036
        1647     1.17131     1.40579  0.00969876
        1648      1.1481     1.40563  0.00969413
        1649     1.12623     1.40546  0.00968973
        1650     1.10549     1.40528  0.00968556
        1651     1.08758     1.40509  0.00968161
        1652     1.06913     1.40488  0.00967788
        1653     1.05159     1.40467  0.00967439
        1654     1.03522     1.40445  0.00967112
        1655     1.02074     1.40422  0.00966805
        1656     1.00743     1.40398  0.00966518
        1657    0.995516     1.40373  0.00966249
        1658    0.984043     1.40348  0.00965998
        1659    0.973483     1.40322  0.00965764
        1660    0.965514     1.40295  0.00965542
        1661    0.957968     1.40269  0.00965332
        1662    0.951559     1.40241  0.00965133
        1663    0.946282     1.40214  0.00964942
        1664    0.942122     1.40186  0.00964758
        1665    0.939304     1.40159  0.00964578
        1666    0.937094     1.40131  0.00964402
        1667    0.935954     1.40103  0.00964228
        1668    0.936582     1.40075  0.00964052
        1669    0.937749     1.40047  0.00963873
        1670    0.938941      1.4002  0.00963692
        1671    0.942289     1.39992  0.00963505
        1672    0.945346     1.39965  0.00963312
        1673    0.949751     1.39938  0.00963112
        1674     0.95473     1.39911  0.00962902
        1675    0.960952     1.39885  0.00962683
        1676    0.967155      1.3986  0.00962453
        1677    0.975197     1.39834   0.0096221
        1678    0.982855      1.3981  0.00961955
        1679    0.991751     1.39785  0.00961687
        1680     1.00061     1.39762  0.00961405
        1681      1.0101     1.39739  0.00961109
        1682     1.01942     1.39716  0.00960801
        1683     1.02948     1.39694  0.00960478
        1684     1.03997     1.39673  0.00960142
        1685     1.05011     1.39653  0.00959792
        1686     1.06106     1.39633  0.00959429
        1687     1.07106     1.39613  0.00959054
        1688     1.08153     1.39595  0.00958667
        1689     1.09195     1.39577  0.00958268
        1690     1.10251     1.39559  0.00957858
        1691     1.11246     1.39543  0.00957438
        1692     1.12273     1.39527  0.00957008
        1693     1.13281     1.39511  0.00956568
        1694     1.14244     1.39496   0.0095612
        1695     1.15206     1.39482  0.00955663
        1696     1.16167     1.39468  0.00955199
        1697     1.17027     1.39455  0.00954727
        1698     1.17905     1.39442  0.00954249
        1699      1.1875      1.3943  0.00953765
        1700     1.19489     1.39418  0.00953277
        1701     1.20264     1.39407  0.00952783
        1702     1.20927     1.39396  0.00952285
        1703     1.21549     1.39386  0.00951783
        1704     1.22296     1.39376  0.00951277
        1705     1.22852     1.39366  0.00950769
        1706     1.23409     1.39357  0.00950258
        1707      1.2389     1.39347  0.00949744
        1708      1.2432     1.39339  0.00949229
        1709     1.24647      1.3933  0.00948712
        1710     1.24943     1.39322  0.00948195
        1711     1.25159     1.39313  0.00947677
        1712     1.25368     1.39305  0.00947158
        1713     1.25472     1.39297   0.0094664
        1714     1.25545     1.39289  0.00946121
        1715     1.25563     1.39281  0.00945604
        1716     1.25578     1.39273  0.00945086
        1717     1.25519     1.39265   0.0094457
        1718     1.25437     1.39257  0.00944054
        1719     1.25288     1.39249   0.0094354
        1720     1.25077     1.39241  0.00943027
        1721     1.24806     1.39232  0.00942517
        1722      1.2453     1.39224  0.00942008
        1723     1.24156     1.39215  0.00941502
        1724     1.24001     1.39206  0.00940997
        1725     1.23711     1.39197  0.00940495
        1726     1.23409     1.39188  0.00939994
        1727       1.231     1.39179  0.00939496
        1728     1.22692     1.39169  0.00939001
        1729     1.22284     1.39159  0.00938508
        1730     1.21951      1.3915  0.00938019
        1731       1.216     1.39139  0.00937532
        1732      1.2128     1.39129  0.00937047
        1733     1.20969     1.39119  0.00936565
        1734      1.2069     1.39108  0.00936085
        1735     1.20394     1.39097  0.00935608
        1736      1.2008     1.39086  0.00935133
        1737     1.19771     1.39075  0.00934661
        1738     1.19488     1.39064  0.00934191
        1739     1.19204     1.39052  0.00933723
        1740     1.18892     1.39041  0.00933259
        1741     1.18522     1.39029  0.00932797
        1742     1.18259     1.39017  0.00932338
        1743     1.17929     1.39005  0.00931881
        1744     1.17527     1.38993  0.00931428
        1745     1.17143      1.3898  0.00930979
        1746     1.16748     1.38967  0.00930533
        1747     1.16335     1.38955   0.0093009
        1748     1.15874     1.38941  0.00929652
        1749     1.15286     1.38928  0.00929219
        1750     1.14684     1.38914  0.00928791
        1751     1.14089       1.389  0.00928369
        1752     1.13275     1.38885  0.00927954
        1753     1.12456      1.3887  0.00927547
        1754     1.11506     1.38854  0.00927149
        1755     1.10518     1.38838  0.00926762
        1756     1.09417     1.38822  0.00926385
        1757     1.08225     1.38804  0.00926022
        1758     1.06943     1.38786  0.00925672
        1759     1.05499     1.38767   0.0092534
        1760     1.04065     1.38747  0.00925024
        1761     1.02429     1.38727  0.00924728
        1762     1.00887     1.38705  0.00924453
        1763    0.992043     1.38683    0.009242
        1764     0.97465      1.3866  0.00923971
        1765    0.957281     1.38635  0.00923768
        1766     0.93886      1.3861  0.00923592
        1767    0.919769     1.38583  0.00923447
        1768    0.901359     1.38556  0.00923331
        1769      0.8833     1.38528  0.00923245
        1770    0.865271     1.38498  0.00923191
        1771    0.847435     1.38468  0.00923169
        1772    0.830189     1.38437  0.00923178
        1773    0.813683     1.38404  0.00923218
        1774    0.799025     1.38371  0.00923287
        1775    0.784662     1.38338  0.00923383
        1776    0.770715     1.38303  0.00923507
        1777    0.758981     1.38268  0.00923655
        1778     0.74859     1.38232  0.00923824
        1779    0.739617     1.38196  0.00924011
        1780    0.731641      1.3816  0.00924214
        1781    0.724948     1.38123   0.0092443
        1782    0.720291     1.38086  0.00924655
        1783    0.716961     1.38049  0.00924886
        1784    0.715676     1.38011  0.00925118
        1785    0.715697     1.37974  0.00925348
        1786    0.717473     1.37937  0.00925572
        1787    0.719754       1.379   0.0092579
        1788    0.723926     1.37863  0.00925997
        1789    0.729924     1.37827  0.00926189
        1790    0.735746     1.37791  0.00926367
        1791    0.744191     1.37756  0.00926525
        1792    0.753242     1.37721  0.00926663
        1793    0.764001     1.37687  0.00926777
        1794    0.775154     1.37653  0.00926867
        1795    0.787555     1.37621  0.00926931
