#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1126    -5.59991    -5.45764  0.00239467
        1127    -5.60249    -5.45777  0.00239599
        1128    -5.60545     -5.4579  0.00239744
        1129    -5.60775    -5.45803  0.00239899
        1130    -5.60923    -5.45816  0.00240059
        1131    -5.61018     -5.4583  0.00240223
        1132    -5.61076    -5.45843  0.00240388
        1133    -5.61082    -5.45857  0.00240552
        1134    -5.61023     -5.4587  0.00240711
        1135    -5.60885    -5.45883  0.00240862
        1136    -5.60715    -5.45896  0.00241004
        1137    -5.60514    -5.45909  0.00241135
        1138    -5.60269    -5.45922  0.00241253
        1139    -5.59968    -5.45934  0.00241356
        1140    -5.59659    -5.45946  0.00241444
        1141    -5.59282    -5.45958  0.00241515
        1142    -5.58948    -5.45969  0.00241572
        1143    -5.58507     -5.4598  0.00241609
        1144    -5.58054    -5.45991  0.00241628
        1145    -5.57562    -5.46001  0.00241629
        1146    -5.57047    -5.46011   0.0024161
        1147    -5.56469     -5.4602  0.00241571
        1148    -5.55875    -5.46028  0.00241513
        1149    -5.55314    -5.46036  0.00241438
        1150    -5.54743    -5.46044  0.00241347
        1151    -5.54165    -5.46051  0.00241241
        1152    -5.53598    -5.46058   0.0024112
        1153    -5.53028    -5.46064  0.00240987
        1154    -5.52475    -5.46069  0.00240842
        1155     -5.5194    -5.46074  0.00240687
        1156    -5.51394    -5.46079  0.00240523
        1157    -5.50796    -5.46083  0.00240349
        1158    -5.50191    -5.46086  0.00240168
        1159    -5.49658    -5.46089  0.00239981
        1160    -5.49123    -5.46092  0.00239788
        1161    -5.48541    -5.46094  0.00239591
        1162     -5.4805    -5.46096   0.0023939
        1163    -5.47605    -5.46097  0.00239188
        1164    -5.47193    -5.46098  0.00238985
        1165    -5.46769    -5.46099   0.0023878
        1166    -5.46348    -5.46099  0.00238575
        1167    -5.45946    -5.46099  0.00238371
        1168    -5.45518    -5.46098  0.00238167
        1169    -5.45171    -5.46098  0.00237965
        1170    -5.44767    -5.46096  0.00237764
        1171    -5.44398    -5.46095  0.00237566
        1172    -5.44064    -5.46093  0.00237369
        1173    -5.43717    -5.46091  0.00237176
        1174    -5.43495    -5.46089  0.00236984
        1175      -5.432    -5.46086  0.00236795
        1176    -5.42982    -5.46084  0.00236608
        1177    -5.42734    -5.46081  0.00236424
        1178    -5.42517    -5.46078  0.00236243
        1179    -5.42315    -5.46075  0.00236064
        1180    -5.42156    -5.46071  0.00235888
        1181     -5.4201    -5.46068  0.00235713
        1182    -5.41845    -5.46064  0.00235541
        1183    -5.41706    -5.46061   0.0023537
        1184    -5.41561    -5.46057  0.00235202
        1185    -5.41456    -5.46053  0.00235036
        1186    -5.41373    -5.46049  0.00234871
        1187    -5.41252    -5.46045  0.00234708
        1188    -5.41182    -5.46041  0.00234546
        1189    -5.41073    -5.46037  0.00234386
        1190    -5.40954    -5.46033  0.00234228
        1191    -5.40915    -5.46028   0.0023407
        1192     -5.4079    -5.46024  0.00233915
        1193    -5.40714    -5.46019  0.00233762
        1194    -5.40641    -5.46015  0.00233609
        1195    -5.40648     -5.4601  0.00233457
        1196    -5.40523    -5.46006  0.00233307
        1197    -5.40462    -5.46001  0.00233158
        1198     -5.4039    -5.45997   0.0023301
        1199    -5.40322    -5.45992  0.00232864
        1200    -5.40258    -5.45987  0.00232719
        1201      -5.402    -5.45982  0.00232575
        1202    -5.40146    -5.45977  0.00232432
        1203    -5.40157    -5.45972  0.00232289
        1204    -5.40159    -5.45968  0.00232147
        1205    -5.40121    -5.45963  0.00232005
        1206    -5.40118    -5.45958  0.00231863
        1207    -5.40075    -5.45953  0.00231722
        1208    -5.40038    -5.45948  0.00231582
        1209    -5.40051    -5.45943  0.00231442
        1210    -5.40039    -5.45938  0.00231302
        1211    -5.40061    -5.45934  0.00231162
        1212    -5.40028    -5.45929  0.00231022
        1213    -5.40043    -5.45924  0.00230883
        1214    -5.40047    -5.45919  0.00230743
        1215    -5.40038    -5.45914  0.00230604
        1216    -5.40076    -5.45909  0.00230465
        1217     -5.4004    -5.45905  0.00230326
        1218    -5.40096      -5.459  0.00230186
        1219    -5.40137    -5.45895  0.00230046
        1220    -5.40193     -5.4589  0.00229905
        1221    -5.40203    -5.45886  0.00229763
        1222    -5.40198    -5.45881  0.00229623
        1223    -5.40236    -5.45876  0.00229481
        1224    -5.40258    -5.45872   0.0022934
        1225    -5.40263    -5.45867  0.00229198
        1226    -5.40266    -5.45863  0.00229057
        1227    -5.40283    -5.45858  0.00228915
        1228    -5.40284    -5.45854  0.00228774
        1229    -5.40315    -5.45849  0.00228632
        1230    -5.40345    -5.45845   0.0022849
        1231    -5.40391     -5.4584  0.00228347
        1232    -5.40438    -5.45836  0.00228204
        1233    -5.40441    -5.45831  0.00228061
        1234    -5.40463    -5.45827  0.00227917
        1235    -5.40518    -5.45823  0.00227773
        1236    -5.40503    -5.45819   0.0022763
        1237    -5.40598    -5.45814  0.00227485
        1238    -5.40641     -5.4581   0.0022734
        1239    -5.40735    -5.45806  0.00227193
        1240    -5.40763    -5.45802  0.00227046
        1241    -5.40784    -5.45798  0.00226899
        1242    -5.40861    -5.45794  0.00226751
        1243    -5.40933     -5.4579  0.00226603
        1244    -5.41077    -5.45786  0.00226452
        1245    -5.41217    -5.45783    0.002263
        1246    -5.41324    -5.45779  0.00226147
        1247    -5.41459    -5.45776  0.00225992
        1248    -5.41591    -5.45772  0.00225836
        1249    -5.41751    -5.45769  0.00225678
        1250     -5.4197    -5.45766  0.00225518
        1251     -5.4208    -5.45763  0.00225357
        1252    -5.42279     -5.4576  0.00225194
        1253     -5.4252    -5.45758  0.00225029
        1254    -5.42729    -5.45755  0.00224862
        1255     -5.4301    -5.45753  0.00224694
        1256    -5.43273    -5.45751  0.00224524
        1257    -5.43517    -5.45749  0.00224352
        1258    -5.43787    -5.45748  0.00224179
        1259    -5.44084    -5.45746  0.00224005
        1260    -5.44345    -5.45745   0.0022383
        1261    -5.44675    -5.45744  0.00223654
        1262    -5.44998    -5.45744  0.00223478
        1263    -5.45283    -5.45743  0.00223301
        1264    -5.45574    -5.45743  0.00223124
        1265    -5.45899    -5.45743  0.00222948
        1266    -5.46226    -5.45744  0.00222772
        1267    -5.46539    -5.45744  0.00222597
        1268    -5.46851    -5.45745  0.00222424
        1269    -5.47173    -5.45746  0.00222251
        1270     -5.4743    -5.45748   0.0022208
        1271    -5.47692    -5.45749  0.00221911
        1272     -5.4802    -5.45751  0.00221743
        1273    -5.48319    -5.45753  0.00221578
        1274    -5.48572    -5.45755  0.00221415
        1275    -5.48852    -5.45758  0.00221255
        1276    -5.49067     -5.4576  0.00221097
        1277    -5.49319    -5.45763  0.00220941
        1278    -5.49531    -5.45766  0.00220788
        1279    -5.49717    -5.45769  0.00220637
        1280     -5.4986    -5.45772  0.00220488
        1281    -5.49942    -5.45776   0.0022034
        1282    -5.50039    -5.45779  0.00220193
        1283    -5.50058    -5.45782  0.00220047
        1284     -5.5006    -5.45786    0.002199
        1285    -5.49997    -5.45789  0.00219754
        1286    -5.49886    -5.45792  0.00219606
        1287    -5.49757    -5.45795  0.00219457
        1288    -5.49609    -5.45798  0.00219307
        1289    -5.49458    -5.45801  0.00219155
        1290    -5.49275    -5.45804  0.00219001
        1291    -5.49122    -5.45806  0.00218847
        1292    -5.48878    -5.45809   0.0021869
        1293    -5.48592    -5.45811  0.00218532
        1294     -5.4825    -5.45813  0.00218371
        1295    -5.47916    -5.45814  0.00218209
        1296    -5.47562    -5.45816  0.00218044
        1297    -5.47191    -5.45817  0.00217879
        1298    -5.46854    -5.45817  0.00217712
        1299    -5.46372    -5.45818  0.00217545
        1300    -5.45993    -5.45818  0.00217378
        1301    -5.45572    -5.45818  0.00217211
        1302    -5.45173    -5.45817  0.00217045
        1303    -5.44802    -5.45817  0.00216879
        1304     -5.4445    -5.45816  0.00216716
        1305    -5.44138    -5.45814  0.00216553
        1306    -5.43826    -5.45813  0.00216393
        1307    -5.43564    -5.45811  0.00216234
        1308    -5.43313    -5.45809  0.00216077
        1309    -5.43136    -5.45807  0.00215922
        1310    -5.42976    -5.45805  0.00215768
        1311    -5.42897    -5.45803  0.00215615
        1312    -5.42884      -5.458  0.00215462
        1313    -5.42923    -5.45798  0.00215309
        1314    -5.42983    -5.45796  0.00215156
        1315    -5.43062    -5.45794  0.00215002
        1316    -5.43205    -5.45792  0.00214848
        1317    -5.43421     -5.4579  0.00214692
        1318    -5.43618    -5.45789  0.00214536
        1319    -5.43896    -5.45787  0.00214378
        1320    -5.44236    -5.45786  0.00214219
        1321    -5.44587    -5.45785  0.00214058
        1322    -5.44959    -5.45784  0.00213897
        1323    -5.45303    -5.45784  0.00213736
        1324    -5.45734    -5.45784  0.00213575
        1325    -5.46126    -5.45784  0.00213414
        1326     -5.4655    -5.45785  0.00213253
        1327    -5.46973    -5.45786  0.00213095
        1328    -5.47388    -5.45787  0.00212937
        1329    -5.47762    -5.45788  0.00212782
        1330    -5.48152     -5.4579   0.0021263
        1331    -5.48553    -5.45792   0.0021248
        1332    -5.48826    -5.45795  0.00212333
        1333    -5.49149    -5.45797  0.00212189
        1334    -5.49442      -5.458  0.00212047
        1335    -5.49673    -5.45803  0.00211908
        1336    -5.49913    -5.45806  0.00211772
        1337    -5.50099    -5.45809  0.00211638
        1338      -5.502    -5.45812  0.00211505
        1339    -5.50302    -5.45816  0.00211374
        1340     -5.5033    -5.45819  0.00211243
        1341     -5.5031    -5.45822  0.00211112
        1342    -5.50288    -5.45826  0.00210981
        1343    -5.50201    -5.45829  0.00210849
        1344    -5.50004    -5.45832  0.00210715
        1345    -5.49772    -5.45835  0.00210578
        1346    -5.49536    -5.45838   0.0021044
        1347    -5.49234     -5.4584  0.00210299
        1348     -5.4893    -5.45843  0.00210155
        1349    -5.48547    -5.45845  0.00210009
        1350    -5.48104    -5.45846   0.0020986
        1351    -5.47647    -5.45848  0.00209709
        1352    -5.47133    -5.45849  0.00209556
        1353    -5.46519    -5.45849  0.00209402
        1354    -5.45914    -5.45849  0.00209247
        1355    -5.45306    -5.45849  0.00209093
        1356    -5.44638    -5.45848  0.00208941
        1357    -5.43929    -5.45846  0.00208792
        1358    -5.43213    -5.45844  0.00208647
        1359    -5.42478    -5.45842  0.00208508
        1360    -5.41729    -5.45839  0.00208377
        1361    -5.40971    -5.45835  0.00208254
        1362    -5.40224    -5.45831  0.00208142
        1363    -5.39492    -5.45827  0.00208041
        1364    -5.38735    -5.45821  0.00207954
        1365    -5.38004    -5.45816   0.0020788
        1366    -5.37288    -5.45809  0.00207822
        1367    -5.36579    -5.45803   0.0020778
        1368     -5.3588    -5.45795  0.00207754
        1369    -5.35258    -5.45788  0.00207745
        1370    -5.34656     -5.4578  0.00207752
        1371    -5.33975    -5.45771  0.00207779
        1372     -5.3349    -5.45762   0.0020782
        1373     -5.3298    -5.45753  0.00207877
        1374    -5.32554    -5.45743  0.00207948
        1375    -5.32216    -5.45733  0.00208029
        1376    -5.31909    -5.45723   0.0020812
        1377    -5.31635    -5.45713  0.00208221
        1378    -5.31429    -5.45703  0.00208327
        1379    -5.31276    -5.45692  0.00208439
        1380    -5.31239    -5.45682  0.00208551
        1381    -5.31258    -5.45671  0.00208661
        1382    -5.31365    -5.45661  0.00208767
        1383    -5.31513    -5.45651  0.00208866
        1384    -5.31748    -5.45641  0.00208957
        1385    -5.32115    -5.45631  0.00209034
        1386    -5.32566    -5.45621  0.00209096
        1387    -5.33023    -5.45612  0.00209142
        1388    -5.33544    -5.45604  0.00209172
        1389    -5.34126    -5.45595  0.00209185
        1390    -5.34795    -5.45588  0.00209178
        1391    -5.35533     -5.4558  0.00209153
        1392     -5.3626    -5.45574   0.0020911
        1393    -5.37045    -5.45568  0.00209049
        1394    -5.37839    -5.45562  0.00208973
        1395    -5.38697    -5.45557  0.00208881
        1396    -5.39597    -5.45553  0.00208775
        1397    -5.40474    -5.45549  0.00208657
        1398    -5.41368    -5.45546  0.00208529
        1399    -5.42302    -5.45544  0.00208393
        1400    -5.43286    -5.45542  0.00208251
        1401     -5.4424    -5.45541  0.00208104
        1402    -5.45157    -5.45541  0.00207956
        1403    -5.46107    -5.45541  0.00207808
        1404     -5.4701    -5.45543  0.00207662
        1405    -5.47937    -5.45544  0.00207522
        1406    -5.48746    -5.45547  0.00207387
        1407     -5.4957    -5.45549  0.00207259
        1408     -5.5039    -5.45553   0.0020714
        1409    -5.51126    -5.45557  0.00207031
        1410    -5.51866    -5.45561  0.00206932
        1411    -5.52442    -5.45566  0.00206843
        1412    -5.53062    -5.45571  0.00206765
        1413     -5.5362    -5.45577  0.00206697
        1414    -5.54158    -5.45583   0.0020664
        1415     -5.5466     -5.4559  0.00206593
        1416    -5.55021    -5.45596  0.00206555
        1417    -5.55392    -5.45603  0.00206525
        1418    -5.55742     -5.4561  0.00206503
        1419    -5.56042    -5.45618  0.00206488
        1420    -5.56232    -5.45625  0.00206478
        1421    -5.56389    -5.45633  0.00206472
        1422    -5.56515     -5.4564  0.00206468
        1423    -5.56567    -5.45648  0.00206466
        1424    -5.56486    -5.45656  0.00206461
        1425    -5.56501    -5.45663  0.00206456
        1426    -5.56479    -5.45671  0.00206451
        1427    -5.56437    -5.45678  0.00206444
        1428    -5.56302    -5.45686  0.00206433
        1429    -5.56183    -5.45693   0.0020642
        1430    -5.56038      -5.457  0.00206402
        1431    -5.55852    -5.45708   0.0020638
        1432     -5.5566    -5.45714  0.00206352
        1433    -5.55433    -5.45721   0.0020632
        1434    -5.55233    -5.45728  0.00206283
        1435    -5.54927    -5.45734  0.00206238
        1436    -5.54636     -5.4574  0.00206188
        1437    -5.54332    -5.45746  0.00206131
        1438    -5.54046    -5.45752  0.00206069
        1439    -5.53749    -5.45758     0.00206
        1440    -5.53426    -5.45763  0.00205926
        1441    -5.53108    -5.45768  0.00205846
        1442    -5.52766    -5.45773  0.00205761
        1443     -5.5246    -5.45778   0.0020567
        1444    -5.52099    -5.45782  0.00205574
        1445    -5.51729    -5.45786  0.00205473
        1446    -5.51335     -5.4579  0.00205367
        1447    -5.50963    -5.45794  0.00205256
        1448    -5.50582    -5.45797  0.00205141
        1449    -5.50223      -5.458  0.00205022
        1450    -5.49766    -5.45803  0.00204899
        1451    -5.49361    -5.45805  0.00204773
        1452    -5.48949    -5.45807  0.00204643
        1453    -5.48485    -5.45809   0.0020451
        1454    -5.48045    -5.45811  0.00204376
        1455    -5.47586    -5.45812  0.00204239
        1456    -5.47153    -5.45813  0.00204101
        1457    -5.46672    -5.45813  0.00203961
        1458     -5.4622    -5.45814  0.00203822
        1459    -5.45799    -5.45814  0.00203682
        1460    -5.45333    -5.45813  0.00203543
        1461      -5.449    -5.45813  0.00203404
        1462    -5.44457    -5.45812  0.00203267
        1463    -5.44004    -5.45811  0.00203132
        1464    -5.43588    -5.45809  0.00202999
        1465    -5.43151    -5.45807  0.00202869
        1466    -5.42723    -5.45805  0.00202741
        1467    -5.42292    -5.45803  0.00202617
        1468    -5.41903      -5.458  0.00202496
        1469    -5.41481    -5.45797   0.0020238
        1470    -5.41104    -5.45794  0.00202267
        1471    -5.40787    -5.45791  0.00202159
        1472    -5.40469    -5.45787  0.00202054
        1473    -5.40181    -5.45783  0.00201952
        1474    -5.39862    -5.45779  0.00201855
        1475    -5.39572    -5.45775  0.00201762
        1476     -5.3928    -5.45771  0.00201674
        1477       -5.39    -5.45766  0.00201589
        1478     -5.3876    -5.45761  0.00201508
        1479    -5.38545    -5.45756  0.00201431
        1480    -5.38337    -5.45751  0.00201357
        1481    -5.38136    -5.45746  0.00201287
        1482    -5.37893    -5.45741  0.00201221
        1483    -5.37637    -5.45735   0.0020116
        1484    -5.37487     -5.4573  0.00201101
        1485    -5.37321    -5.45724  0.00201045
        1486    -5.37122    -5.45718  0.00200993
        1487    -5.36889    -5.45712  0.00200946
        1488    -5.36606    -5.45706  0.00200904
        1489    -5.36362      -5.457  0.00200867
        1490    -5.36097    -5.45694  0.00200835
        1491     -5.3587    -5.45687  0.00200809
        1492    -5.35592     -5.4568  0.00200788
        1493    -5.35309    -5.45673  0.00200774
        1494    -5.35023    -5.45666  0.00200766
        1495    -5.34718    -5.45659  0.00200765
        1496    -5.34473    -5.45651   0.0020077
        1497    -5.34185    -5.45644  0.00200782
        1498    -5.33901    -5.45636  0.00200801
        1499    -5.33624    -5.45628  0.00200827
        1500    -5.33373     -5.4562  0.00200859
        1501    -5.33165    -5.45611  0.00200897
        1502    -5.32958    -5.45603  0.00200939
        1503    -5.32726    -5.45594  0.00200988
        1504    -5.32563    -5.45586  0.00201041
        1505    -5.32426    -5.45577  0.00201098
        1506    -5.32304    -5.45568  0.00201157
        1507    -5.32245    -5.45559  0.00201218
        1508    -5.32175     -5.4555   0.0020128
        1509    -5.32144    -5.45542  0.00201343
        1510    -5.32169    -5.45533  0.00201404
        1511     -5.3225    -5.45524  0.00201463
        1512    -5.32329    -5.45515  0.00201518
        1513    -5.32453    -5.45507   0.0020157
        1514    -5.32667    -5.45498  0.00201615
        1515    -5.32941     -5.4549  0.00201652
        1516    -5.33245    -5.45482  0.00201681
        1517    -5.33547    -5.45474  0.00201701
        1518    -5.33984    -5.45466  0.00201711
        1519    -5.34431    -5.45459  0.00201709
        1520    -5.34887    -5.45452  0.00201696
        1521     -5.3532    -5.45445  0.00201673
        1522    -5.35847    -5.45439  0.00201639
        1523    -5.36435    -5.45433  0.00201593
        1524    -5.37022    -5.45428  0.00201537
        1525    -5.37679    -5.45423  0.00201469
        1526    -5.38311    -5.45418   0.0020139
        1527    -5.38978    -5.45414  0.00201303
        1528    -5.39689     -5.4541  0.00201206
        1529    -5.40396    -5.45407  0.00201101
        1530    -5.41098    -5.45404  0.00200989
        1531    -5.41819    -5.45402  0.00200872
        1532    -5.42528      -5.454  0.00200749
        1533    -5.43207    -5.45398  0.00200623
        1534    -5.43914    -5.45397  0.00200495
        1535    -5.44584    -5.45397  0.00200365
        1536    -5.45278    -5.45397  0.00200235
        1537    -5.45931    -5.45397  0.00200105
        1538    -5.46649    -5.45398  0.00199976
        1539    -5.47293    -5.45399   0.0019985
        1540    -5.47922    -5.45401  0.00199727
        1541    -5.48535    -5.45403  0.00199608
        1542     -5.4913    -5.45405  0.00199493
        1543     -5.4969    -5.45408  0.00199383
        1544    -5.50215    -5.45411  0.00199278
        1545    -5.50703    -5.45414  0.00199179
        1546    -5.51197    -5.45418  0.00199085
        1547    -5.51698    -5.45422  0.00198997
        1548    -5.52204    -5.45427  0.00198917
        1549    -5.52607    -5.45431  0.00198843
        1550    -5.53014    -5.45436  0.00198775
        1551    -5.53422    -5.45441  0.00198713
        1552    -5.53756    -5.45447  0.00198657
        1553    -5.54074    -5.45452  0.00198607
        1554    -5.54378    -5.45458  0.00198562
        1555    -5.54635    -5.45464  0.00198522
        1556    -5.54844     -5.4547  0.00198486
        1557    -5.55052    -5.45476  0.00198454
        1558    -5.55197    -5.45482  0.00198425
        1559     -5.5534    -5.45489  0.00198398
        1560    -5.55465    -5.45495  0.00198374
        1561    -5.55542    -5.45501  0.00198351
        1562    -5.55572    -5.45508  0.00198329
        1563    -5.55584    -5.45514  0.00198307
        1564    -5.55549    -5.45521  0.00198284
        1565    -5.55483    -5.45527  0.00198259
        1566    -5.55339    -5.45533  0.00198232
        1567     -5.5518     -5.4554  0.00198201
        1568     -5.5499    -5.45546  0.00198166
        1569    -5.54815    -5.45551  0.00198128
        1570    -5.54578    -5.45557  0.00198085
        1571    -5.54387    -5.45563  0.00198039
        1572    -5.54074    -5.45568  0.00197987
        1573    -5.53761    -5.45573  0.00197929
        1574    -5.53388    -5.45578  0.00197866
        1575    -5.52969    -5.45583  0.00197796
        1576    -5.52594    -5.45588   0.0019772
        1577    -5.52098    -5.45592  0.00197638
        1578    -5.51647    -5.45596   0.0019755
        1579    -5.51134    -5.45599  0.00197456
        1580    -5.50591    -5.45602  0.00197356
        1581    -5.50078    -5.45605  0.00197252
        1582      -5.494    -5.45607  0.00197142
        1583    -5.48708    -5.45609  0.00197027
        1584    -5.48079    -5.45611  0.00196909
        1585    -5.47409    -5.45612  0.00196788
        1586    -5.46683    -5.45613  0.00196665
        1587    -5.45935    -5.45613  0.00196541
        1588    -5.45167    -5.45613  0.00196417
        1589    -5.44412    -5.45612  0.00196295
        1590    -5.43642    -5.45611  0.00196176
        1591    -5.42876    -5.45609   0.0019606
        1592    -5.42103    -5.45607  0.00195949
        1593    -5.41342    -5.45604  0.00195845
        1594    -5.40554    -5.45601  0.00195747
        1595    -5.39772    -5.45597  0.00195659
        1596    -5.38988    -5.45593   0.0019558
        1597     -5.3822    -5.45589  0.00195512
        1598    -5.37491    -5.45583  0.00195455
        1599     -5.3679    -5.45578   0.0019541
        1600    -5.36154    -5.45572  0.00195377
        1601    -5.35496    -5.45566  0.00195356
        1602    -5.34914    -5.45559  0.00195347
        1603    -5.34413    -5.45552  0.00195349
        1604    -5.33935    -5.45545  0.00195362
        1605    -5.33532    -5.45537  0.00195383
        1606    -5.33161     -5.4553  0.00195414
        1607     -5.3287    -5.45522  0.00195451
        1608    -5.32648    -5.45514  0.00195493
        1609    -5.32464    -5.45506   0.0019554
        1610    -5.32396    -5.45498  0.00195588
        1611    -5.32368    -5.45489  0.00195636
        1612     -5.3241    -5.45481  0.00195683
        1613    -5.32566    -5.45473  0.00195725
        1614    -5.32817    -5.45465  0.00195761
        1615    -5.33103    -5.45458  0.00195789
        1616    -5.33433     -5.4545   0.0019581
        1617    -5.33791    -5.45443  0.00195821
        1618    -5.34156    -5.45436  0.00195824
        1619    -5.34631     -5.4543  0.00195817
        1620    -5.35165    -5.45423  0.00195799
        1621    -5.35786    -5.45417  0.00195768
        1622    -5.36397    -5.45412  0.00195727
        1623    -5.37026    -5.45407  0.00195674
        1624    -5.37714    -5.45402  0.00195611
        1625    -5.38397    -5.45397  0.00195538
        1626    -5.39131    -5.45394  0.00195456
        1627    -5.39867     -5.4539  0.00195365
        1628    -5.40573    -5.45387  0.00195268
        1629    -5.41336    -5.45385  0.00195164
        1630    -5.42062    -5.45383  0.00195054
        1631    -5.42778    -5.45381  0.00194941
        1632    -5.43558     -5.4538  0.00194825
        1633    -5.44323    -5.45379  0.00194707
        1634    -5.45116    -5.45379  0.00194588
        1635    -5.45858    -5.45379  0.00194469
        1636    -5.46593     -5.4538  0.00194352
        1637    -5.47334    -5.45381  0.00194237
        1638    -5.48047    -5.45383  0.00194125
        1639    -5.48761    -5.45385  0.00194017
        1640    -5.49428    -5.45388  0.00193915
        1641    -5.50138     -5.4539  0.00193818
        1642    -5.50813    -5.45394  0.00193728
        1643    -5.51436    -5.45397  0.00193645
        1644    -5.52051    -5.45402   0.0019357
        1645    -5.52582    -5.45406  0.00193501
        1646    -5.53164    -5.45411  0.00193441
        1647    -5.53719    -5.45416  0.00193389
        1648    -5.54262    -5.45421  0.00193346
        1649    -5.54763    -5.45427  0.00193312
        1650    -5.55236    -5.45433  0.00193286
        1651    -5.55575    -5.45439  0.00193267
        1652    -5.55992    -5.45445  0.00193256
        1653    -5.56396    -5.45452  0.00193252
        1654    -5.56771    -5.45459  0.00193256
        1655    -5.57072    -5.45466  0.00193267
        1656    -5.57344    -5.45473  0.00193283
        1657    -5.57572     -5.4548  0.00193305
        1658    -5.57818    -5.45488  0.00193331
        1659     -5.5805    -5.45495  0.00193363
        1660    -5.58163    -5.45503  0.00193397
        1661    -5.58293     -5.4551  0.00193434
        1662    -5.58396    -5.45518  0.00193473
        1663     -5.5847    -5.45526  0.00193513
        1664    -5.58516    -5.45534  0.00193554
        1665     -5.5852    -5.45542  0.00193595
        1666    -5.58527    -5.45549  0.00193636
        1667    -5.58506    -5.45557  0.00193675
        1668    -5.58415    -5.45565  0.00193713
        1669    -5.58327    -5.45573  0.00193747
        1670    -5.58275     -5.4558  0.00193781
        1671    -5.58123    -5.45588   0.0019381
        1672    -5.58024    -5.45595  0.00193837
        1673    -5.57872    -5.45602   0.0019386
        1674    -5.57714     -5.4561  0.00193879
        1675    -5.57506    -5.45617  0.00193893
        1676    -5.57326    -5.45624  0.00193903
        1677    -5.57054    -5.45631  0.00193907
        1678    -5.56827    -5.45637  0.00193907
        1679    -5.56542    -5.45644    0.001939
        1680    -5.56274     -5.4565  0.00193888
        1681    -5.55982    -5.45656   0.0019387
        1682    -5.55712    -5.45662  0.00193847
        1683    -5.55405    -5.45668  0.00193818
        1684    -5.55077    -5.45674  0.00193783
        1685    -5.54777    -5.45679  0.00193744
        1686    -5.54429    -5.45684  0.00193698
        1687     -5.5414    -5.45689  0.00193648
        1688    -5.53821    -5.45694  0.00193593
        1689    -5.53504    -5.45699  0.00193534
        1690    -5.53173    -5.45703   0.0019347
        1691    -5.52875    -5.45707  0.00193402
        1692     -5.5255    -5.45711   0.0019333
        1693     -5.5223    -5.45715  0.00193254
        1694     -5.5193    -5.45719  0.00193175
        1695     -5.5162    -5.45722  0.00193092
        1696    -5.51301    -5.45726  0.00193007
        1697    -5.51033    -5.45729  0.00192918
        1698    -5.50743    -5.45732  0.00192827
        1699    -5.50459    -5.45734  0.00192734
        1700    -5.50229    -5.45737  0.00192638
        1701    -5.49962     -5.4574  0.00192541
        1702     -5.4975    -5.45742  0.00192443
        1703    -5.49547    -5.45744  0.00192342
        1704    -5.49249    -5.45746  0.00192241
        1705    -5.49053    -5.45748  0.00192138
        1706    -5.48838     -5.4575  0.00192034
        1707    -5.48651    -5.45752  0.00191929
        1708    -5.48477    -5.45753  0.00191823
        1709    -5.48347    -5.45755  0.00191717
        1710    -5.48216    -5.45756   0.0019161
        1711    -5.48113    -5.45758  0.00191503
        1712    -5.47995    -5.45759  0.00191395
        1713    -5.47921     -5.4576  0.00191288
        1714    -5.47846    -5.45761   0.0019118
        1715    -5.47784    -5.45763  0.00191072
        1716    -5.47706    -5.45764  0.00190964
        1717    -5.47655    -5.45765  0.00190856
        1718    -5.47601    -5.45766  0.00190748
        1719    -5.47573    -5.45767   0.0019064
        1720     -5.4757    -5.45768  0.00190532
        1721     -5.4759    -5.45769  0.00190424
        1722    -5.47603     -5.4577  0.00190317
        1723    -5.47667    -5.45771  0.00190209
        1724    -5.47585    -5.45772  0.00190102
        1725    -5.47582    -5.45773  0.00189995
        1726    -5.47581    -5.45774  0.00189888
        1727    -5.47581    -5.45775   0.0018978
        1728    -5.47641    -5.45776  0.00189674
        1729    -5.47701    -5.45778  0.00189567
        1730    -5.47714    -5.45779  0.00189461
        1731    -5.47739     -5.4578  0.00189355
        1732    -5.47747    -5.45781  0.00189249
        1733    -5.47751    -5.45782  0.00189143
        1734    -5.47737    -5.45783  0.00189038
        1735    -5.47736    -5.45784  0.00188932
        1736    -5.47748    -5.45785  0.00188826
        1737    -5.47758    -5.45787  0.00188721
        1738    -5.47751    -5.45788  0.00188616
        1739    -5.47745    -5.45789  0.00188511
        1740    -5.47755     -5.4579  0.00188406
        1741    -5.47797    -5.45791  0.00188301
        1742    -5.47767    -5.45792  0.00188197
        1743    -5.47772    -5.45793  0.00188092
        1744    -5.47814    -5.45795  0.00187988
        1745    -5.47834    -5.45796  0.00187884
        1746    -5.47849    -5.45797   0.0018778
        1747    -5.47861    -5.45798  0.00187676
        1748    -5.47886    -5.45799  0.00187572
        1749    -5.47971    -5.45801  0.00187469
        1750    -5.48044    -5.45802  0.00187367
        1751     -5.4809    -5.45803  0.00187264
        1752    -5.48248    -5.45805  0.00187162
        1753    -5.48383    -5.45806  0.00187061
        1754    -5.48571    -5.45808  0.00186961
        1755    -5.48754    -5.45809  0.00186862
        1756    -5.48978    -5.45811  0.00186765
        1757    -5.49228    -5.45813  0.00186669
        1758    -5.49504    -5.45815  0.00186574
        1759    -5.49852    -5.45817  0.00186482
        1760    -5.50165     -5.4582  0.00186393
