#     BLOCK:   VELOCITY:   ACT_POFV:    AVE_POFV:        ERROR:
          54    0.883883    0.145088    0.194961  0.00909374
          54     1.23744    0.274462     0.29672   0.0117927
          54     1.59099    0.402841    0.346817   0.0110961
          54     1.94454    0.358267    0.363568   0.0129981
          54      2.2981    0.548767    0.371626  0.00950557
          54     2.65165    0.288552    0.326812   0.0111416
          54      3.0052    0.290804     0.22967  0.00915181
          54     3.35876    0.196942    0.197079  0.00671218
          54     3.71231   0.0652633    0.125815  0.00717717
          54     4.06586    0.105071   0.0808022  0.00524131
          54     4.41942   0.0793007   0.0565491  0.00373621
          54     4.77297   0.0298556   0.0512628  0.00392638
          54     5.12652 0.000419026   0.0237225  0.00301361
          54     5.48008    0.016342  0.00855512  0.00164696
          54     5.83363  0.00785674   0.0090401  0.00153633
          54     6.18718           0    0.006718  0.00170138
          54     6.54074           0 0.000477224 0.000280291
          54     6.89429           0  0.00436292  0.00130289
          55    0.176777           0   0.0320536  0.00849899
          55     0.53033   0.0134088   0.0996254   0.0138023
          55    0.883883    0.170648    0.194519  0.00893914
          55     1.23744    0.227426     0.29546   0.0116454
          55     1.59099    0.475071    0.349149   0.0111367
          55     1.94454    0.346587     0.36326   0.0127654
          55      2.2981    0.513779     0.37421  0.00967774
          55     2.65165    0.308613    0.326481    0.010944
          55      3.0052     0.20857    0.229286  0.00899345
          55     3.35876     0.26032    0.198229  0.00668791
          55     3.71231   0.0892002    0.125149  0.00707749
          55     4.06586   0.0666776   0.0805454   0.0051523
          55     4.41942   0.0811863   0.0569971  0.00369504
          55     4.77297   0.0365077   0.0509945  0.00386414
          55     5.12652  0.00424264   0.0233683  0.00297956
          55     5.48008   0.0139326  0.00865289  0.00161991
          55     5.83363   0.0122565  0.00909858  0.00150951
          55     6.18718           0  0.00659585  0.00167482
          55     6.54074           0 0.000468548 0.000275329
          55     6.89429           0  0.00428359  0.00128162
          56    0.176777   0.0114708   0.0316861  0.00835517
          56     0.53033   0.0652633   0.0990118   0.0135695
          56    0.883883    0.182957    0.194312   0.0087819
          56     1.23744    0.211399    0.293959   0.0115338
          56     1.59099     0.26781    0.347696   0.0110321
          56     1.94454    0.439611    0.364623   0.0126101
          56      2.2981    0.520745    0.376827  0.00985233
          56     2.65165    0.320503    0.326375    0.010749
          56      3.0052    0.211399    0.228967  0.00883853
          56     3.35876    0.299761    0.200042  0.00680981
          56     3.71231    0.136498    0.125352    0.006954
          56     4.06586   0.0224703   0.0795084  0.00516361
          56     4.41942   0.0816577   0.0574375   0.0036552
          56     4.77297   0.0306937    0.050632  0.00381211
          56     5.12652           0    0.022951  0.00295543
          56     5.48008   0.0247749  0.00894079  0.00161636
          56     5.83363  0.00141421  0.00896136  0.00148878
          56     6.18718           0  0.00647807  0.00164905
          56     6.54074           0 0.000460181  0.00027054
          56     6.89429           0   0.0042071  0.00126101
          57    0.176777   0.0254035   0.0315758  0.00820931
          57     0.53033   0.0376076   0.0979345   0.0133741
          57    0.883883    0.144302    0.193435  0.00867154
          57     1.23744    0.207261    0.292438   0.0114313
          57     1.59099    0.337683    0.347521   0.0108399
          57     1.94454     0.44752    0.366077   0.0124724
          57      2.2981    0.481514    0.378664  0.00984917
          57     2.65165    0.345697    0.326714   0.0105658
          57      3.0052    0.209094    0.228618  0.00869034
          57     3.35876    0.258592    0.201069  0.00676736
          57     3.71231    0.172639    0.126181  0.00688131
          57     4.06586    0.054002   0.0790609  0.00509237
          57     4.41942   0.0518021   0.0573386  0.00359241
          57     4.77297   0.0291223   0.0502547  0.00376386
          57     5.12652           0   0.0225484  0.00293088
          57     5.48008  0.00162373  0.00881242   0.0015931
          57     5.83363   0.0245654  0.00923512  0.00148762
          57     6.18718           0  0.00636442  0.00162403
          57     6.54074           0 0.000452107 0.000265914
          57     6.89429           0  0.00413329  0.00124105
          58    0.176777   0.0266082   0.0314902  0.00806822
          58     0.53033   0.0648443    0.097364   0.0131557
          58    0.883883    0.140898    0.192529  0.00856921
          58     1.23744    0.255973    0.291809   0.0112514
          58     1.59099    0.344125    0.347462   0.0106532
          58     1.94454    0.380581    0.366327   0.0122599
          58      2.2981     0.43694    0.379668  0.00973048
          58     2.65165    0.301699    0.326282   0.0103924
          58      3.0052    0.289861    0.229674  0.00860442
          58     3.35876    0.301856    0.202807  0.00687016
          58     3.71231     0.13105    0.126265  0.00676318
          58     4.06586   0.0455691   0.0784834  0.00503721
          58     4.41942   0.0142993   0.0565965   0.0036063
          58     4.77297   0.0381838   0.0500465  0.00370472
          58     5.12652    0.016342   0.0224414   0.0028823
          58     5.48008   0.0358267  0.00927818   0.0016323
          58     5.83363  0.00377124  0.00914091  0.00146495
          58     6.18718           0  0.00625469  0.00159973
          58     6.54074           0 0.000444312 0.000261443
          58     6.89429           0  0.00406203  0.00122169
          59    0.176777  0.00565685   0.0310523  0.00794334
          59     0.53033   0.0495499   0.0965536   0.0129576
          59    0.883883    0.167296    0.192101  0.00843464
          59     1.23744    0.304737    0.292028   0.0110629
          59     1.59099    0.407294    0.348476   0.0105208
          59     1.94454    0.292795    0.365081   0.0121153
          59      2.2981    0.450401    0.380867  0.00963912
          59     2.65165    0.261839     0.32519   0.0102735
          59      3.0052    0.278967     0.23051  0.00849904
          59     3.35876     0.29049    0.204293  0.00691259
          59     3.71231    0.138541    0.126473  0.00665175
          59     4.06586   0.0685108   0.0783144  0.00495466
          59     4.41942   0.0196419   0.0559702  0.00359916
          59     4.77297   0.0403313   0.0498819  0.00364558
          59     5.12652   0.0314793   0.0225946  0.00283752
          59     5.48008   0.0208989  0.00947514  0.00161647
          59     5.83363           0  0.00898598  0.00144829
          59     6.18718           0  0.00614868  0.00157613
          59     6.54074           0 0.000436782 0.000257121
          59     6.89429           0  0.00399318  0.00120293
          60    0.176777  0.00151897   0.0305601  0.00782619
          60     0.53033   0.0293318   0.0954332     0.01279
          60    0.883883     0.17091    0.191748  0.00830145
          60     1.23744    0.265034    0.291579   0.0108876
          60     1.59099    0.399018    0.349319   0.0103791
          60     1.94454    0.353291    0.364885    0.011915
          60      2.2981    0.412217     0.38139  0.00949262
          60     2.65165    0.306518    0.324879    0.010107
          60      3.0052    0.317831    0.231965  0.00848108
          60     3.35876    0.162058    0.203589  0.00683313
          60     3.71231    0.253825    0.128596  0.00687119
          60     4.06586   0.0501784   0.0778455  0.00489423
          60     4.41942   0.0553115   0.0559592  0.00353919
          60     4.77297  0.00869479   0.0491954  0.00364888
          60     5.12652    0.034622    0.022795   0.0027973
          60     5.48008  0.00806626  0.00945166   0.0015897
          60     5.83363           0  0.00883622  0.00143187
          60     6.18718           0   0.0060462  0.00155319
          60     6.54074           0 0.000429502 0.000252938
          60     6.89429           0  0.00392663  0.00118472
          61    0.176777           0   0.0300591  0.00771391
          61     0.53033   0.0195371    0.094189   0.0126407
          61    0.883883    0.206213    0.191985  0.00816875
          61     1.23744    0.277081    0.291341   0.0107117
          61     1.59099    0.392837    0.350032   0.0102335
          61     1.94454    0.347635    0.364602    0.011723
          61      2.2981    0.377752     0.38133  0.00933719
          61     2.65165    0.262834    0.323862  0.00999238
          61      3.0052    0.331712      0.2336  0.00849822
          61     3.35876    0.173477    0.203095  0.00673892
          61     3.71231    0.267129    0.130867  0.00712398
          61     4.06586   0.0885717   0.0780213  0.00481715
          61     4.41942   0.0335221   0.0555914  0.00350023
          61     4.77297   0.0207942   0.0487298  0.00361864
          61     5.12652   0.0293318   0.0229022  0.00275349
          61     5.48008           0  0.00929672  0.00157117
          61     5.83363           0  0.00869136  0.00141571
          61     6.18718           0  0.00594708  0.00153089
          61     6.54074           0 0.000422461  0.00024889
          61     6.89429           0  0.00386225  0.00116704
          62    0.176777  0.00183324   0.0296039  0.00760291
          62     0.53033    0.044312   0.0933846   0.0124624
          62    0.883883     0.17311    0.191681  0.00804267
          62     1.23744    0.228055     0.29032   0.0105875
          62     1.59099    0.412165    0.351034   0.0101174
          62     1.94454    0.338573    0.364182   0.0115414
          62      2.2981     0.42725    0.382071  0.00921592
          62     2.65165    0.350306    0.324288  0.00984031
          62      3.0052    0.256915    0.233976  0.00836947
          62     3.35876     0.22685    0.203479  0.00664111
          62     3.71231    0.130893    0.130867  0.00700907
          62     4.06586    0.112142   0.0785716  0.00477079
          62     4.41942    0.091662   0.0561732  0.00349179
          62     4.77297   0.0152421   0.0481897  0.00360036
          62     5.12652   0.0191181   0.0228412  0.00270976
          62     5.48008           0  0.00914677  0.00155297
          62     5.83363           0  0.00855118   0.0013998
          62     6.18718           0  0.00585116   0.0015092
          62     6.54074           0 0.000415647 0.000244969
          62     6.89429           0  0.00379996  0.00114988
          63    0.176777   0.0127279    0.029336  0.00748695
          63     0.53033   0.0662585    0.092954    0.012272
          63    0.883883    0.143412    0.190915  0.00795142
          63     1.23744    0.215589    0.289134   0.0104857
          63     1.59099    0.400275    0.351816  0.00998691
          63     1.94454    0.466795    0.365811   0.0114726
          63      2.2981    0.373614    0.381937  0.00907061
          63     2.65165    0.316365    0.324163  0.00968492
          63      3.0052    0.221822    0.233783  0.00823885
          63     3.35876    0.220774    0.203753  0.00654137
          63     3.71231    0.153311    0.131223  0.00690687
          63     4.06586    0.109994   0.0790704  0.00472106
          63     4.41942      0.1013   0.0568895  0.00350907
          63     4.77297   0.0261891   0.0478405  0.00356011
          63     5.12652           0   0.0224786  0.00269089
          63     5.48008           0  0.00900158  0.00153509
          63     5.83363           0  0.00841544  0.00138414
          63     6.18718           0  0.00575829   0.0014881
          63     6.54074           0 0.000409049 0.000241169
          63     6.89429           0  0.00373964  0.00113321
          64    0.176777   0.0261891   0.0292868  0.00737013
          64     0.53033   0.0389171   0.0921097   0.0121093
          64    0.883883    0.128222    0.189935  0.00788728
          64     1.23744    0.303899    0.289365   0.0103244
          64     1.59099      0.2885    0.350826  0.00987974
          64     1.94454    0.492251    0.367786   0.0114622
          64      2.2981    0.424526    0.382602  0.00895326
          64     2.65165    0.231617    0.322716  0.00964094
          64      3.0052    0.241359    0.233902  0.00811096
          64     3.35876    0.286352    0.205044  0.00656524
          64     3.71231    0.144512    0.131431  0.00680207
          64     4.06586     0.10549   0.0794832  0.00466531
          64     4.41942   0.0904049   0.0574131   0.0034931
          64     4.77297  0.00450453   0.0471634   0.0035683
          64     5.12652   0.0216846   0.0224662  0.00264887
          64     5.48008           0  0.00886093  0.00151753
          64     5.83363           0  0.00828395  0.00136875
          64     6.18718           0  0.00566831  0.00146756
          64     6.54074           0 0.000402658 0.000237485
          64     6.89429           0  0.00368121  0.00111701
          65    0.176777   0.0203228   0.0291489  0.00725803
          65     0.53033   0.0648967    0.091691   0.0119302
          65    0.883883   0.0937571    0.188455  0.00790352
          65     1.23744    0.263044     0.28896   0.0101735
          65     1.59099    0.245707    0.349209  0.00985922
          65     1.94454    0.515193    0.370054    0.011508
          65      2.2981    0.448987    0.383623  0.00887358
          65     2.65165    0.247802    0.321564  0.00956126
          65      3.0052    0.267234    0.234415  0.00800237
          65     3.35876    0.326055    0.206905  0.00672302
          65     3.71231    0.191966    0.132362  0.00676088
          65     4.06586   0.0547877   0.0791033  0.00460898
          65     4.41942   0.0624873   0.0574912  0.00344023
          65     4.77297   0.0255606    0.046831  0.00352884
          65     5.12652 0.000628539   0.0221302  0.00262934
          65     5.48008           0  0.00872461   0.0015003
          65     5.83363           0  0.00815651  0.00135361
          65     6.18718           0  0.00558111  0.00144757
          65     6.54074           0 0.000396463 0.000233913
          65     6.89429           0  0.00362458  0.00110126
          66    0.176777   0.0261891   0.0291041   0.0071482
          66     0.53033   0.0360363   0.0908477   0.0117792
          66    0.883883    0.136917    0.187675  0.00782225
          66     1.23744    0.218575    0.287893   0.0100751
          66     1.59099    0.339306    0.349059  0.00971098
          66     1.94454    0.558771    0.372914   0.0116834
          66      2.2981    0.351668    0.383139  0.00875233
          66     2.65165    0.236436    0.320274    0.009503
          66      3.0052    0.259272    0.234791  0.00788998
          66     3.35876    0.323017    0.208665  0.00684747
          66     3.71231    0.211189    0.133557  0.00676311
          66     4.06586   0.0389694   0.0784952  0.00457908
          66     4.41942   0.0536877   0.0574336  0.00338859
          66     4.77297    0.026451   0.0465222  0.00348886
          66     5.12652   0.0119422   0.0219759  0.00259403
          66     5.48008           0  0.00859242  0.00148338
          66     5.83363           0  0.00803292  0.00133873
          66     6.18718           0  0.00549654  0.00142811
          66     6.54074           0 0.000390456 0.000230446
          66     6.89429           0  0.00356966  0.00108594
          67    0.176777   0.0281795   0.0290903  0.00704152
          67     0.53033   0.0394932   0.0900813   0.0116283
          67    0.883883    0.111828    0.186543  0.00778698
          67     1.23744    0.238897    0.287162  0.00995121
          67     1.59099    0.374714    0.349442  0.00957359
          67     1.94454    0.436154    0.373857   0.0115471
          67      2.2981    0.434373    0.383904  0.00865504
          67     2.65165    0.314113    0.320182  0.00936161
          67      3.0052    0.221508    0.234593  0.00777471
          67     3.35876    0.331555    0.210499   0.0069866
          67     3.71231    0.136445      0.1336  0.00666231
          67     4.06586   0.0745343   0.0784361  0.00451112
          67     4.41942   0.0342554   0.0570876  0.00335562
          67     4.77297   0.0261891   0.0462188  0.00344996
          67     5.12652   0.0261891   0.0220387  0.00255607
          67     5.48008           0  0.00846417  0.00146677
          67     5.83363           0  0.00791303  0.00132411
          67     6.18718           0  0.00541451  0.00140915
          67     6.54074           0 0.000384629  0.00022708
          67     6.89429           0  0.00351638  0.00107104
          68    0.176777   0.0258225   0.0290422  0.00693814
          68     0.53033   0.0810292   0.0899481   0.0114581
          68    0.883883    0.156821    0.186105  0.00768472
          68     1.23744    0.265401    0.286842  0.00981001
          68     1.59099    0.326055    0.349098  0.00943898
          68     1.94454    0.365548    0.373735    0.011378
          68      2.2981    0.339045    0.383244  0.00855286
          68     2.65165    0.393675    0.321263  0.00928611
          68      3.0052    0.262206    0.234999  0.00767098
          68     3.35876    0.252987    0.211124  0.00691174
          68     3.71231    0.170753    0.134146   0.0065867
          68     4.06586    0.101509   0.0787754  0.00445752
          68     4.41942   0.0235178    0.056594  0.00334239
          68     4.77297   0.0378695    0.046096  0.00340141
          68     5.12652   0.0261891   0.0220998  0.00251921
          68     5.48008           0   0.0083397  0.00145047
          68     5.83363           0  0.00779666  0.00130974
          68     6.18718           0  0.00533488  0.00139067
          68     6.54074           0 0.000378972 0.000223811
          68     6.89429           0  0.00346467  0.00105654
          69    0.176777 0.000680918   0.0286312  0.00684975
          69     0.53033   0.0855861   0.0898849   0.0112922
          69    0.883883    0.139483     0.18543    0.007603
          69     1.23744    0.395718     0.28842  0.00979392
          69     1.59099    0.307618    0.348497   0.0093213
          69     1.94454    0.264458    0.372151   0.0113228
          69      2.2981    0.333754    0.382527  0.00845893
          69     2.65165    0.470147    0.323421  0.00939888
          69      3.0052    0.215275    0.234713  0.00756513
          69     3.35876     0.24644    0.211636   0.0068305
          69     3.71231    0.207994    0.135216  0.00657761
          69     4.06586   0.0626968   0.0785424  0.00439901
          69     4.41942   0.0461976   0.0564433  0.00329735
          69     4.77297   0.0261891   0.0458075  0.00336433
          69     5.12652   0.0261891    0.022159   0.0024834
          69     5.48008           0  0.00821884  0.00143448
          69     5.83363           0  0.00768367  0.00129562
          69     6.18718           0  0.00525756  0.00137266
          69     6.54074           0  0.00037348 0.000220635
          69     6.89429           0  0.00341446  0.00104242
          70    0.176777 0.000471405   0.0282289   0.0067637
          70     0.53033   0.0591351   0.0894456   0.0111394
          70    0.883883    0.219308    0.185914  0.00750977
          70     1.23744    0.309137    0.288716  0.00965847
          70     1.59099    0.332759    0.348272  0.00919085
          70     1.94454    0.277972    0.370806   0.0112407
          70      2.2981    0.321655    0.381657  0.00838267
          70     2.65165    0.473866     0.32557  0.00950716
          70      3.0052    0.246859    0.234887  0.00745904
          70     3.35876    0.196733    0.211423  0.00673623
          70     3.71231    0.189452    0.135991  0.00652912
          70     4.06586    0.102033   0.0788779  0.00434895
          70     4.41942   0.0410122   0.0562228   0.0032576
          70     4.77297   0.0503355   0.0458721  0.00331689
          70     5.12652  0.00769961   0.0219525   0.0024565
          70     5.48008           0  0.00810142  0.00141878
          70     5.83363           0   0.0075739  0.00128175
          70     6.18718           0  0.00518246  0.00135511
          70     6.54074           0 0.000368144 0.000217547
          70     6.89429           0  0.00336568  0.00102867
          71    0.176777           0   0.0278313  0.00668011
          71     0.53033   0.0626444   0.0890682   0.0109889
          71    0.883883     0.22575    0.186475  0.00742493
          71     1.23744    0.269643    0.288447  0.00952617
          71     1.59099    0.363977    0.348493  0.00906407
          71     1.94454    0.352139    0.370543   0.0110854
          71      2.2981    0.343706    0.381123  0.00828162
          71     2.65165    0.320555    0.325499  0.00937352
          71      3.0052    0.324326    0.236146   0.0074596
          71     3.35876    0.185943    0.211064  0.00665091
          71     3.71231    0.196209    0.136839  0.00649202
          71     4.06586   0.0508593   0.0784833  0.00430556
          71     4.41942   0.0355125   0.0559312  0.00322475
          71     4.77297   0.0592922   0.0460612  0.00327555
          71     5.12652   0.0338364   0.0221199   0.0024276
          71     5.48008  0.00403313  0.00804412  0.00139996
          71     5.83363           0  0.00746722  0.00126813
          71     6.18718           0  0.00510946  0.00133799
          71     6.54074           0 0.000362959 0.000214545
          71     6.89429           0  0.00331827  0.00101527
          72    0.176777   0.0146135   0.0276477  0.00658985
          72     0.53033   0.0595017   0.0886575    0.010844
          72    0.883883    0.176253    0.186333  0.00732316
          72     1.23744    0.265872    0.288134  0.00939902
          72     1.59099    0.394199    0.349128  0.00896038
          72     1.94454     0.39048     0.37082   0.0109349
          72      2.2981    0.333231    0.380458  0.00819327
          72     2.65165    0.358425    0.325957  0.00925448
          72      3.0052    0.318669    0.237293  0.00744353
          72     3.35876    0.134088    0.209995  0.00664391
          72     3.71231    0.204223    0.137775  0.00646895
          72     4.06586   0.0503355   0.0780924  0.00426347
          72     4.41942   0.0277081   0.0555392   0.0032037
          72     4.77297   0.0236226   0.0457495  0.00324485
          72     5.12652   0.0653681   0.0227205  0.00246707
          72     5.48008   0.0118375  0.00809681   0.0013815
          72     5.83363           0  0.00736351  0.00125475
          72     6.18718           0   0.0050385  0.00132128
          72     6.54074           0 0.000357918 0.000211624
          72     6.89429           0  0.00327219  0.00100221
          73    0.176777  0.00151897   0.0272898  0.00650929
          73     0.53033   0.0956427   0.0887532   0.0106959
          73    0.883883    0.132517    0.185596  0.00725986
          73     1.23744    0.275405    0.287959  0.00927189
          73     1.59099    0.393047     0.34973  0.00885781
          73     1.94454    0.426988    0.371589   0.0108121
          73      2.2981    0.368272    0.380291  0.00808273
          73     2.65165    0.354077    0.326342  0.00913572
          73      3.0052    0.210927    0.236931  0.00735032
          73     3.35876    0.223708    0.210183  0.00655555
          73     3.71231    0.151268     0.13796  0.00638298
          73     4.06586   0.0609159   0.0778571  0.00421156
          73     4.41942   0.0474547   0.0554284  0.00316173
          73     4.77297   0.0358267   0.0456136  0.00320325
          73     5.12652   0.0253511   0.0227566  0.00243354
          73     5.48008   0.0167087  0.00821478  0.00136761
          73     5.83363  0.00204275  0.00729063  0.00123968
          73     6.18718  0.00439978  0.00502975  0.00130321
          73     6.54074  0.00235702 0.000385303  0.00021049
          73     6.89429           0  0.00322736 0.000989486
          74    0.176777   0.0405408   0.0274689  0.00642379
          74     0.53033   0.0817101    0.088658   0.0105517
          74    0.883883    0.111304    0.184592  0.00723083
          74     1.23744    0.275981    0.287797    0.009148
          74     1.59099    0.470776    0.351366  0.00888786
          74     1.94454    0.328778    0.371011   0.0106815
          74      2.2981    0.423374    0.380873  0.00799445
          74     2.65165    0.302485    0.326019  0.00901795
          74      3.0052    0.171853    0.236052  0.00730341
          74     3.35876    0.303742    0.211447  0.00658775
          74     3.71231    0.110728    0.137592  0.00630732
          74     4.06586    0.104128   0.0782121  0.00416958
          74     4.41942    0.033365   0.0551303  0.00313303
          74     4.77297   0.0195895   0.0452619   0.0031792
          74     5.12652   0.0238845   0.0227718   0.0024007
          74     5.48008           0  0.00810377  0.00135362
          74     5.83363    0.001938  0.00721829  0.00122503
          74     6.18718   0.0242511   0.0052895  0.00131123
          74     6.54074           0 0.000380096  0.00020771
          74     6.89429           0  0.00318375 0.000977076
          75    0.176777   0.0133565   0.0272807   0.0063409
          75     0.53033    0.118113   0.0890508   0.0104184
          75    0.883883    0.120627    0.183739  0.00718454
          75     1.23744    0.270429    0.287566  0.00902896
          75     1.59099    0.388699    0.351863  0.00878328
          75     1.94454    0.432959    0.371837    0.010571
          75      2.2981    0.334592    0.380256  0.00791164
          75     2.65165    0.397918    0.326978  0.00894852
          75      3.0052    0.141002    0.234785  0.00731516
          75     3.35876    0.251206    0.211977  0.00652121
          75     3.71231    0.140374    0.137629  0.00622333
          75     4.06586    0.119999   0.0787693  0.00415104
          75     4.41942   0.0348316   0.0548596  0.00310292
          75     4.77297   0.0117327   0.0448149  0.00316809
          75     5.12652   0.0263987   0.0228202  0.00236918
          75     5.48008           0  0.00799572  0.00133988
          75     5.83363           0  0.00712205  0.00121248
          75     6.18718   0.0261891  0.00556816  0.00132303
          75     6.54074           0 0.000375028 0.000205002
          75     6.89429           0   0.0031413  0.00096497
          76    0.176777   0.0199561   0.0271843   0.0062582
          76     0.53033    0.123194      0.0895    0.010291
          76    0.883883    0.166406    0.183511  0.00709363
          76     1.23744    0.154149     0.28581  0.00907921
          76     1.59099        0.37    0.352102  0.00867096
          76     1.94454    0.503146    0.373565   0.0105721
          76      2.2981     0.31516    0.379399  0.00785376
          76     2.65165    0.473552    0.328907  0.00903622
          76      3.0052    0.163682    0.233849  0.00727849
          76     3.35876    0.184529    0.211616   0.0064454
          76     3.71231   0.0822339      0.1369  0.00618398
          76     4.06586    0.118899   0.0792973  0.00412987
          76     4.41942   0.0615445   0.0549476  0.00306334
          76     4.77297   0.0599208   0.0450136  0.00313263
          76     5.12652  0.00586637   0.0225971  0.00234849
          76     5.48008  0.00534258  0.00796081  0.00132271
          76     5.83363 0.000942809  0.00704074  0.00119925
          76     6.18718   0.0195895  0.00575265  0.00131842
          76     6.54074  0.00031427 0.000374229 0.000202306
          76     6.89429           0  0.00309997 0.000953157
          77    0.176777   0.0351458   0.0272877  0.00617778
          77     0.53033    0.159492    0.090409   0.0101974
          77    0.883883    0.103814    0.182476  0.00707661
          77     1.23744    0.105699    0.283471  0.00925771
          77     1.59099     0.45281     0.35341  0.00865642
          77     1.94454    0.390218    0.373781    0.010437
          77      2.2981    0.451187    0.380332  0.00780691
          77     2.65165    0.375028    0.329506  0.00893869
          77      3.0052    0.193066    0.233319  0.00720321
          77     3.35876    0.205166    0.211532  0.00636224
          77     3.71231    0.122356    0.136711  0.00610656
          77     4.06586   0.0821291    0.079334   0.0040764
          77     4.41942   0.0568828   0.0549727  0.00302366
          77     4.77297   0.0800864   0.0454691  0.00312489
          77     5.12652   0.0140898   0.0224866  0.00232058
          77     5.48008  0.00125708  0.00787375  0.00130839
          77     5.83363           0  0.00694931  0.00118715
          77     6.18718           0  0.00567794  0.00130341
          77     6.54074           0 0.000369369 0.000199737
          77     6.89429           0  0.00305971 0.000941629
          78    0.176777   0.0146135   0.0271252  0.00610071
          78     0.53033    0.186467   0.0916405   0.0101407
          78    0.883883    0.167506    0.182284  0.00698849
          78     1.23744    0.155354    0.281829  0.00928359
          78     1.59099    0.356958    0.353455  0.00854556
          78     1.94454    0.430078    0.374503   0.0103282
          78      2.2981    0.371205    0.380215  0.00770769
          78     2.65165     0.32595     0.32946  0.00882421
          78      3.0052    0.229784    0.233274    0.007111
          78     3.35876     0.22355    0.211686  0.00628253
          78     3.71231    0.109418    0.136361  0.00603828
          78     4.06586   0.0995187   0.0795928  0.00403234
          78     4.41942   0.0423217   0.0548105  0.00298924
          78     4.77297    0.115704   0.0463696  0.00321194
          78     5.12652           0   0.0221983  0.00230867
          78     5.48008           0   0.0077728   0.0012955
          78     5.83363           0  0.00686021  0.00117527
          78     6.18718           0  0.00560515  0.00128873
          78     6.54074           0 0.000364633 0.000197233
          78     6.89429           0  0.00302048 0.000930373
          79    0.176777   0.0067568   0.0268674  0.00602893
          79     0.53033   0.0806102   0.0915009   0.0100133
          79    0.883883    0.129008    0.181609  0.00693249
          79     1.23744    0.326945      0.2824  0.00918363
          79     1.59099    0.408132    0.354147  0.00846537
          79     1.94454    0.353868    0.374241   0.0102007
          79      2.2981    0.449406     0.38109  0.00765973
          79     2.65165    0.283052    0.328873  0.00873204
          79      3.0052    0.177929    0.232573  0.00705542
          79     3.35876    0.212865    0.211701  0.00620303
          79     3.71231    0.147183    0.136498   0.0059634
          79     4.06586   0.0628016   0.0793803   0.0039869
          79     4.41942   0.0456215   0.0546942  0.00295367
          79     4.77297    0.130265   0.0474315  0.00334223
          79     5.12652    0.013985   0.0220944  0.00228179
          79     5.48008           0  0.00767441  0.00128284
          79     5.83363           0  0.00677337   0.0011636
          79     6.18718           0   0.0055342  0.00127437
          79     6.54074           0 0.000360018  0.00019479
          79     6.89429           0  0.00298225 0.000919382
          80    0.176777   0.0024094   0.0265617  0.00596132
          80     0.53033   0.0859528   0.0914315   0.0098884
          80    0.883883    0.160068     0.18134  0.00685106
          80     1.23744    0.196157    0.281322  0.00913189
          80     1.59099    0.462448    0.355501  0.00846711
          80     1.94454    0.462919     0.37535   0.0101333
          80      2.2981    0.344911    0.380638  0.00757732
          80     2.65165    0.339568    0.329006  0.00862392
          80      3.0052    0.207628    0.232262  0.00697411
          80     3.35876    0.171277    0.211196  0.00614604
          80     3.71231    0.113504    0.136211  0.00589578
          80     4.06586   0.0788293   0.0793734  0.00393707
          80     4.41942   0.0211084   0.0542744  0.00294643
          80     4.77297    0.140164   0.0485907  0.00349569
          80     5.12652   0.0414836   0.0223367   0.0022661
          80     5.48008           0  0.00757848  0.00127038
          80     5.83363           0  0.00668871  0.00115213
          80     6.18718           0  0.00546502  0.00126032
          80     6.54074           0 0.000355518 0.000192407
          80     6.89429           0  0.00294497 0.000908645
          81    0.176777   0.0128327   0.0263922  0.00589013
          81     0.53033   0.0494975   0.0909138  0.00977986
          81    0.883883    0.135084    0.180769  0.00679024
          81     1.23744    0.212446    0.280471  0.00905865
          81     1.59099    0.502936    0.357321  0.00855598
          81     1.94454     0.35172    0.375058   0.0100124
          81      2.2981    0.369319    0.380498  0.00748506
          81     2.65165    0.356696    0.329348  0.00852422
          81      3.0052    0.238164    0.232335  0.00688839
          81     3.35876    0.207104    0.211145  0.00607037
          81     3.71231    0.138907    0.136244  0.00582309
          81     4.06586     0.10308   0.0796661  0.00389933
          81     4.41942   0.0587161   0.0543292  0.00291056
          81     4.77297   0.0829148   0.0490144  0.00347813
          81     5.12652  0.00900906   0.0221722  0.00224409
          81     5.48008           0  0.00748492  0.00125814
          81     5.83363           0  0.00660613  0.00114086
          81     6.18718           0  0.00539755  0.00124656
          81     6.54074           0 0.000351128 0.000190082
          81     6.89429           0  0.00290861 0.000898154
          82    0.176777  0.00324745   0.0261099  0.00582506
          82     0.53033   0.0647919   0.0905953  0.00966578
          82    0.883883    0.128693    0.180134  0.00673706
          82     1.23744     0.39357    0.281851  0.00905257
          82     1.59099    0.292637    0.356533  0.00848793
          82     1.94454    0.383461    0.375161  0.00989078
          82      2.2981     0.35392    0.380174  0.00740079
          82     2.65165    0.341297    0.329494  0.00842151
          82      3.0052    0.259901    0.232671  0.00681258
          82     3.35876    0.204275    0.211061  0.00599692
          82     3.71231    0.156559    0.136492  0.00575735
          82     4.06586    0.119789   0.0801554  0.00388235
          82     4.41942   0.0166039   0.0538691   0.0029112
          82     4.77297   0.0749009   0.0493301  0.00345001
          82     5.12652   0.0201656   0.0221477  0.00221686
          82     5.48008  0.00628539  0.00747029  0.00124288
          82     5.83363  0.00832815  0.00662713  0.00112714
          82     6.18718           0  0.00533173   0.0012331
          82     6.54074           0 0.000346846 0.000187812
          82     6.89429           0  0.00287314 0.000887901
