#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.83199    -3.83199           0
           2    -3.83177    -3.83188 7.52334e-05
           3    -3.83156    -3.83177  0.00010023
           4    -3.83135    -3.83167 0.000118893
           5    -3.83113    -3.83156 0.000134702
           6    -3.83092    -3.83145 0.000148868
           7     -3.8307    -3.83135 0.000161987
           8    -3.83048    -3.83124 0.000174407
           9    -3.83025    -3.83113 0.000186363
          10    -3.83002    -3.83102 0.000198018
          11    -3.82978     -3.8309 0.000209499
          12    -3.82954    -3.83079 0.000220905
          13    -3.82898    -3.83065 0.000243715
          14    -3.82873    -3.83051 0.000262239
          15    -3.82831    -3.83037 0.000283061
          16    -3.82758    -3.83019 0.000314465
          17    -3.82684    -3.82999 0.000352429
          18    -3.82624    -3.82979 0.000389701
          19    -3.82563    -3.82957 0.000426256
          20    -3.82485    -3.82933 0.000465645
          21    -3.82436    -3.82909 0.000500013
          22    -3.82341    -3.82884 0.000540018
          23    -3.82259    -3.82856 0.000580889
          24    -3.82145    -3.82827 0.000627768
          25    -3.82045    -3.82796 0.000676102
          26    -3.81928    -3.82762 0.000727844
          27    -3.81824    -3.82727 0.000779451
          28    -3.81688     -3.8269 0.000835381
          29     -3.8158    -3.82652 0.000889948
          30    -3.81456    -3.82612 0.000945406
          31    -3.81314     -3.8257  0.00100339
          32    -3.81155    -3.82526  0.00106507
          33    -3.81039    -3.82481  0.00112412
          34    -3.80935    -3.82436  0.00117939
          35     -3.8083     -3.8239  0.00123166
          36    -3.80753    -3.82344  0.00127861
          37    -3.80614    -3.82297  0.00132685
          38    -3.80487     -3.8225  0.00137478
          39    -3.80359    -3.82201  0.00142244
          40    -3.80169     -3.8215  0.00147486
          41    -3.80021    -3.82099  0.00152757
          42    -3.79888    -3.82046  0.00157928
          43    -3.79768    -3.81993  0.00162895
          44    -3.79648     -3.8194  0.00167686
          45    -3.79541    -3.81886  0.00172221
          46     -3.7945    -3.81833  0.00176437
          47    -3.79403    -3.81782  0.00180102
          48    -3.79342    -3.81731  0.00183382
          49    -3.79267    -3.81681  0.00186408
          50    -3.79177     -3.8163  0.00189283
          51    -3.79105    -3.81581   0.0019194
          52    -3.79005    -3.81531  0.00194539
          53    -3.78907    -3.81482   0.0019707
          54    -3.78858    -3.81433   0.0019932
          55    -3.78753    -3.81385  0.00201567
          56    -3.78758    -3.81338  0.00203353
          57    -3.78752    -3.81292  0.00204782
          58    -3.78677    -3.81247  0.00206157
          59    -3.78607    -3.81202  0.00207464
          60    -3.78633     -3.8116  0.00208378
          61    -3.78606    -3.81118  0.00209126
          62    -3.78569    -3.81077  0.00209753
          63     -3.7854    -3.81036  0.00210254
          64    -3.78607    -3.80998  0.00210366
          65    -3.78606    -3.80962  0.00210325
          66    -3.78657    -3.80927  0.00210018
          67    -3.78638    -3.80893  0.00209643
          68    -3.78656     -3.8086  0.00209124
          69     -3.7871    -3.80828  0.00208401
          70     -3.7877    -3.80799  0.00207488
          71    -3.78776    -3.80771  0.00206514
          72    -3.78862    -3.80744   0.0020534
          73    -3.78939    -3.80719   0.0020401
          74    -3.78946    -3.80695  0.00202657
          75    -3.78972    -3.80672  0.00201253
          76    -3.79095    -3.80652  0.00199672
          77    -3.79192    -3.80633  0.00197977
          78    -3.79309    -3.80616  0.00196165
          79    -3.79371      -3.806  0.00194314
          80    -3.79482    -3.80586  0.00192387
          81    -3.79598    -3.80574  0.00190398
          82    -3.79703    -3.80563  0.00188371
          83    -3.79828    -3.80554   0.0018631
          84    -3.79912    -3.80547  0.00184249
          85    -3.79969     -3.8054  0.00182207
          86    -3.80106    -3.80535  0.00180158
          87    -3.80261    -3.80532  0.00178115
          88    -3.80373     -3.8053    0.001761
          89    -3.80518     -3.8053  0.00174121
          90     -3.8065    -3.80531  0.00172192
          91    -3.80814    -3.80534  0.00170327
          92    -3.80948    -3.80539  0.00168536
          93    -3.81143    -3.80545  0.00166848
          94     -3.8123    -3.80552  0.00165233
          95    -3.81361    -3.80561  0.00163712
          96    -3.81474    -3.80571  0.00162283
          97    -3.81584    -3.80581  0.00160946
          98    -3.81659    -3.80592  0.00159679
          99    -3.81743    -3.80604  0.00158489
         100    -3.81836    -3.80616  0.00157383
         101    -3.81953    -3.80629   0.0015638
         102    -3.82062    -3.80643  0.00155477
         103    -3.82163    -3.80658  0.00154666
         104    -3.82196    -3.80673  0.00153885
         105    -3.82281    -3.80688   0.0015318
         106    -3.82283    -3.80703  0.00152472
         107    -3.82336    -3.80718  0.00151809
         108    -3.82382    -3.80734  0.00151183
         109    -3.82465     -3.8075  0.00150628
         110    -3.82451    -3.80765  0.00150051
         111     -3.8252    -3.80781   0.0014953
         112    -3.82569    -3.80797  0.00149044
         113    -3.82552    -3.80812  0.00148532
         114    -3.82545    -3.80828  0.00148005
         115    -3.82534    -3.80842   0.0014746
         116    -3.82506    -3.80857  0.00146884
         117    -3.82519    -3.80871  0.00146314
         118    -3.82486    -3.80885  0.00145713
         119    -3.82496    -3.80898  0.00145116
         120     -3.8249    -3.80912  0.00144512
         121    -3.82484    -3.80925  0.00143901
         122    -3.82448    -3.80937  0.00143263
         123    -3.82427    -3.80949   0.0014261
         124    -3.82392    -3.80961  0.00141933
         125    -3.82434    -3.80973  0.00141286
         126    -3.82446    -3.80984  0.00140648
         127    -3.82445    -3.80996   0.0014001
         128    -3.82415    -3.81007  0.00139354
         129    -3.82416    -3.81018  0.00138701
         130    -3.82344    -3.81028  0.00138009
         131    -3.82349    -3.81038  0.00137323
         132     -3.8237    -3.81048  0.00136653
         133    -3.82378    -3.81058  0.00135991
         134    -3.82342    -3.81068  0.00135313
         135    -3.82322    -3.81077   0.0013463
         136    -3.82303    -3.81086  0.00133941
         137    -3.82284    -3.81095  0.00133248
         138    -3.82251    -3.81103  0.00132546
         139    -3.82264    -3.81111  0.00131855
         140    -3.82247     -3.8112  0.00131163
         141     -3.8229    -3.81128  0.00130495
         142    -3.82272    -3.81136  0.00129824
         143     -3.8227    -3.81144  0.00129158
         144    -3.82312    -3.81152  0.00128516
         145    -3.82294     -3.8116  0.00127871
         146    -3.82275    -3.81167  0.00127223
         147    -3.82256    -3.81175  0.00126573
         148    -3.82267    -3.81182  0.00125932
         149    -3.82217    -3.81189  0.00125278
         150    -3.82228    -3.81196  0.00124634
         151    -3.82223    -3.81203  0.00123994
         152    -3.82218     -3.8121  0.00123358
         153    -3.82243    -3.81216  0.00122737
         154     -3.8227    -3.81223   0.0012213
         155    -3.82266     -3.8123  0.00121528
         156    -3.82218    -3.81236  0.00120914
         157    -3.82217    -3.81243  0.00120305
         158    -3.82202    -3.81249  0.00119696
         159    -3.82218    -3.81255  0.00119099
         160     -3.8222    -3.81261  0.00118507
         161    -3.82209    -3.81267  0.00117917
         162    -3.82319    -3.81273  0.00117368
         163    -3.82355     -3.8128  0.00116836
         164    -3.82362    -3.81286  0.00116309
         165    -3.82369    -3.81293   0.0011579
         166    -3.82407      -3.813  0.00115286
         167     -3.8246    -3.81307  0.00114805
         168    -3.82482    -3.81314  0.00114335
         169    -3.82503    -3.81321  0.00113874
         170    -3.82538    -3.81328   0.0011343
         171    -3.82482    -3.81335  0.00112967
         172    -3.82468    -3.81341  0.00112502
         173    -3.82483    -3.81348  0.00112045
         174    -3.82449    -3.81354   0.0011158
         175    -3.82459     -3.8136  0.00111121
         176    -3.82421    -3.81366  0.00110653
         177    -3.82426    -3.81372  0.00110189
         178    -3.82458    -3.81378  0.00109739
         179    -3.82413    -3.81384  0.00109278
         180    -3.82365     -3.8139  0.00108807
         181    -3.82331    -3.81395   0.0010833
         182     -3.8228      -3.814  0.00107844
         183    -3.82289    -3.81405  0.00107364
         184    -3.82252    -3.81409  0.00106879
         185      -3.822    -3.81413  0.00106387
         186    -3.82133    -3.81417  0.00105885
         187    -3.82096    -3.81421  0.00105381
         188    -3.82045    -3.81424  0.00104873
         189    -3.82041    -3.81428  0.00104369
         190    -3.82008    -3.81431  0.00103864
         191    -3.81961    -3.81433  0.00103357
         192    -3.81962    -3.81436  0.00102856
         193    -3.81935    -3.81439  0.00102355
         194    -3.81835    -3.81441  0.00101848
         195    -3.81797    -3.81443  0.00101342
         196    -3.81762    -3.81444  0.00100838
         197    -3.81759    -3.81446  0.00100339
         198    -3.81789    -3.81448 0.000998473
         199    -3.81805    -3.81449 0.000993618
         200    -3.81794    -3.81451 0.000988799
         201    -3.81815    -3.81453 0.000984045
         202    -3.81852    -3.81455 0.000979372
         203    -3.81861    -3.81457 0.000974752
         204    -3.81841    -3.81459 0.000970156
         205    -3.81824    -3.81461 0.000965587
         206    -3.81837    -3.81462 0.000961072
         207    -3.81821    -3.81464 0.000956585
         208    -3.81852    -3.81466 0.000952168
         209    -3.81823    -3.81468 0.000947765
         210    -3.81856     -3.8147 0.000943432
         211    -3.81814    -3.81471 0.000939103
         212    -3.81819    -3.81473 0.000934816
         213     -3.8187    -3.81475 0.000930613
         214    -3.81906    -3.81477 0.000926483
         215     -3.8199    -3.81479 0.000922481
         216    -3.81953    -3.81481 0.000918471
         217    -3.82009    -3.81484  0.00091456
         218    -3.82005    -3.81486 0.000910677
         219    -3.82002    -3.81488 0.000906823
         220       -3.82    -3.81491    0.000903
         221       -3.82    -3.81493 0.000899208
         222    -3.82061    -3.81496 0.000895521
         223    -3.82061    -3.81498 0.000891865
         224    -3.82108    -3.81501 0.000888298
         225     -3.8217    -3.81504 0.000884847
         226    -3.82171    -3.81507 0.000881424
         227    -3.82247     -3.8151 0.000878145
         228    -3.82216    -3.81513 0.000874839
         229    -3.82229    -3.81516 0.000871576
         230     -3.8227     -3.8152 0.000868402
         231    -3.82248    -3.81523 0.000865215
         232    -3.82299    -3.81526 0.000862132
         233    -3.82347     -3.8153  0.00085915
         234    -3.82376    -3.81533  0.00085624
         235    -3.82432    -3.81537 0.000853449
         236    -3.82453    -3.81541 0.000850715
         237     -3.8244    -3.81545 0.000847972
         238    -3.82439    -3.81548 0.000845241
         239    -3.82434    -3.81552 0.000842517
         240     -3.8241    -3.81556 0.000839765
         241    -3.82414    -3.81559 0.000837035
         242    -3.82429    -3.81563 0.000834347
         243    -3.82471    -3.81567  0.00083175
         244    -3.82466     -3.8157 0.000829158
         245    -3.82443    -3.81574 0.000826539
         246    -3.82479    -3.81578 0.000823999
         247    -3.82424    -3.81581 0.000821374
         248    -3.82412    -3.81584 0.000818746
         249    -3.82355    -3.81587 0.000816042
         250    -3.82297     -3.8159 0.000813271
         251    -3.82269    -3.81593 0.000810481
         252    -3.82257    -3.81596 0.000807693
         253    -3.82231    -3.81598 0.000804891
         254    -3.82175      -3.816 0.000802042
         255    -3.82165    -3.81603 0.000799203
         256    -3.82157    -3.81605 0.000796374
         257    -3.82149    -3.81607 0.000793557
         258    -3.82143    -3.81609 0.000790753
         259    -3.82153    -3.81611 0.000787979
         260    -3.82104    -3.81613 0.000785176
         261    -3.82087    -3.81615 0.000782378
         262    -3.82056    -3.81616 0.000779573
         263    -3.82026    -3.81618 0.000776765
         264    -3.81983    -3.81619 0.000773945
         265    -3.81955    -3.81621 0.000771129
         266    -3.81929    -3.81622 0.000768317
         267    -3.81919    -3.81623  0.00076552
         268    -3.81925    -3.81624 0.000762747
         269    -3.81932    -3.81625 0.000759997
         270     -3.8194    -3.81626 0.000757272
         271    -3.81949    -3.81628 0.000754571
         272    -3.81898    -3.81629 0.000751863
         273    -3.81907     -3.8163 0.000749178
         274    -3.81902    -3.81631  0.00074651
         275    -3.81883    -3.81632 0.000743852
         276    -3.81849    -3.81632 0.000741198
         277      -3.818    -3.81633 0.000738547
         278    -3.81735    -3.81633 0.000735899
         279    -3.81762    -3.81634 0.000733276
         280    -3.81803    -3.81634 0.000730682
         281    -3.81829    -3.81635 0.000728115
         282     -3.8184    -3.81636 0.000725569
         283     -3.8185    -3.81637 0.000723045
         284    -3.81784    -3.81637 0.000720517
         285    -3.81764    -3.81637 0.000718003
         286    -3.81743    -3.81638 0.000715502
         287    -3.81736    -3.81638 0.000713017
         288    -3.81729    -3.81638 0.000710548
         289    -3.81691    -3.81639 0.000708092
         290    -3.81668    -3.81639 0.000705651
         291    -3.81674    -3.81639 0.000703227
         292     -3.8168    -3.81639  0.00070082
         293     -3.8167    -3.81639 0.000698429
         294    -3.81675    -3.81639 0.000696055
         295    -3.81603    -3.81639 0.000693696
         296    -3.81622    -3.81639 0.000691353
         297     -3.8158    -3.81639 0.000689028
         298    -3.81599    -3.81639 0.000686717
         299    -3.81572    -3.81639 0.000684424
         300     -3.8153    -3.81638 0.000682152
         301    -3.81489    -3.81638 0.000679904
         302    -3.81432    -3.81637 0.000677687
         303    -3.81421    -3.81636 0.000675487
         304    -3.81396    -3.81635 0.000673312
         305    -3.81372    -3.81635  0.00067116
         306    -3.81393    -3.81634 0.000669013
         307    -3.81416    -3.81633 0.000666871
         308    -3.81394    -3.81632 0.000664751
         309    -3.81388    -3.81632 0.000662647
         310    -3.81322    -3.81631 0.000660584
         311    -3.81288    -3.81629 0.000658552
         312    -3.81315    -3.81628 0.000656518
         313    -3.81298    -3.81627 0.000654506
         314    -3.81281    -3.81626 0.000652514
         315    -3.81281    -3.81625 0.000650535
         316     -3.8128    -3.81624 0.000648568
         317    -3.81264    -3.81623 0.000646621
         318    -3.81279    -3.81622 0.000644678
         319    -3.81279    -3.81621 0.000642746
         320    -3.81279     -3.8162 0.000640826
         321    -3.81279    -3.81619 0.000638918
         322    -3.81264    -3.81618 0.000637029
         323    -3.81263    -3.81616 0.000635151
         324    -3.81201    -3.81615  0.00063332
         325     -3.8123    -3.81614 0.000631482
         326    -3.81183    -3.81613 0.000629684
         327    -3.81242    -3.81612  0.00062786
         328    -3.81225     -3.8161 0.000626057
         329    -3.81253    -3.81609 0.000624248
         330    -3.81236    -3.81608 0.000622459
         331     -3.8131    -3.81607 0.000620644
         332    -3.81293    -3.81606 0.000618847
         333    -3.81278    -3.81605 0.000617067
         334    -3.81278    -3.81604 0.000615297
         335    -3.81265    -3.81603 0.000613544
         336    -3.81253    -3.81602 0.000611807
         337    -3.81227    -3.81601 0.000610093
         338    -3.81204      -3.816 0.000608401
         339    -3.81167    -3.81599 0.000606741
         340    -3.81132    -3.81597 0.000605111
         341    -3.81115    -3.81596 0.000603502
         342     -3.8113    -3.81595 0.000601891
         343    -3.81162    -3.81593 0.000600269
         344    -3.81211    -3.81592 0.000598626
         345    -3.81247    -3.81591 0.000596975
         346     -3.8127     -3.8159 0.000595322
         347    -3.81265    -3.81589  0.00059368
         348    -3.81292    -3.81588 0.000592035
         349    -3.81274    -3.81588 0.000590407
         350    -3.81303    -3.81587 0.000588776
         351    -3.81318    -3.81586 0.000587149
         352    -3.81349    -3.81585 0.000585519
         353     -3.8138    -3.81585  0.00058389
         354    -3.81426    -3.81584 0.000582257
         355    -3.81473    -3.81584 0.000580626
         356    -3.81519    -3.81584 0.000578998
         357    -3.81549    -3.81584 0.000577377
         358    -3.81579    -3.81584 0.000575764
         359    -3.81623    -3.81584 0.000574161
         360    -3.81651    -3.81584 0.000572569
         361    -3.81677    -3.81584 0.000570989
         362    -3.81657    -3.81584 0.000569415
         363     -3.8171    -3.81585 0.000567857
         364    -3.81671    -3.81585 0.000566302
         365    -3.81631    -3.81585 0.000564752
         366    -3.81663    -3.81585 0.000563213
         367    -3.81694    -3.81586 0.000561686
         368    -3.81738    -3.81586 0.000560175
         369    -3.81749    -3.81587 0.000558674
         370    -3.81728    -3.81587 0.000557177
         371     -3.8169    -3.81587 0.000555683
         372     -3.8171    -3.81588 0.000554199
         373    -3.81683    -3.81588 0.000552719
         374    -3.81715    -3.81588 0.000551251
         375    -3.81654    -3.81588 0.000549784
         376    -3.81667    -3.81589 0.000548326
         377    -3.81633    -3.81589 0.000546873
         378    -3.81597    -3.81589 0.000545426
         379    -3.81546    -3.81589 0.000543988
         380    -3.81568    -3.81588 0.000542557
         381    -3.81574    -3.81588 0.000541133
         382     -3.8161    -3.81588 0.000539717
         383    -3.81569    -3.81588 0.000538308
         384    -3.81557    -3.81588 0.000536906
         385    -3.81514    -3.81588 0.000535515
         386    -3.81501    -3.81588 0.000534133
         387    -3.81457    -3.81588 0.000532763
         388    -3.81458    -3.81587 0.000531401
         389    -3.81413    -3.81587 0.000530054
         390    -3.81367    -3.81586 0.000528724
         391    -3.81335    -3.81586 0.000527411
         392    -3.81363    -3.81585 0.000526097
         393     -3.8136    -3.81584 0.000524789
         394     -3.8134    -3.81584 0.000523494
         395    -3.81365    -3.81583 0.000522198
         396    -3.81359    -3.81583  0.00052091
         397    -3.81367    -3.81582 0.000519626
         398    -3.81329    -3.81582 0.000518359
         399    -3.81275    -3.81581 0.000517117
         400    -3.81189     -3.8158 0.000515917
         401    -3.81164    -3.81579 0.000514735
         402    -3.81183    -3.81578 0.000513548
         403    -3.81156    -3.81577 0.000512381
         404    -3.81099    -3.81576 0.000511249
         405    -3.81073    -3.81574 0.000510137
         406    -3.81077    -3.81573 0.000509028
         407    -3.81127    -3.81572 0.000507895
         408    -3.81058    -3.81571 0.000506806
         409    -3.81036    -3.81569 0.000505736
         410    -3.81017    -3.81568 0.000504682
         411    -3.81015    -3.81567 0.000503634
         412    -3.80986    -3.81565 0.000502609
         413    -3.80975    -3.81564 0.000501595
         414    -3.80983    -3.81562 0.000500579
         415    -3.80951    -3.81561  0.00049959
         416    -3.80967     -3.8156 0.000498593
         417    -3.80988    -3.81558 0.000497586
         418    -3.81013    -3.81557 0.000496566
         419    -3.81086    -3.81556 0.000495508
         420    -3.81118    -3.81555 0.000494438
         421    -3.81168    -3.81554 0.000493349
         422    -3.81189    -3.81553 0.000492256
         423    -3.81258    -3.81552 0.000491141
         424    -3.81282    -3.81552 0.000490024
         425    -3.81291    -3.81551  0.00048891
         426    -3.81314     -3.8155 0.000487794
         427    -3.81335     -3.8155 0.000486677
         428     -3.8137     -3.8155 0.000485559
         429    -3.81372    -3.81549 0.000484444
         430    -3.81386    -3.81549 0.000483333
         431    -3.81411    -3.81548 0.000482222
         432    -3.81448    -3.81548 0.000481111
         433    -3.81436    -3.81548 0.000480007
         434    -3.81466    -3.81548 0.000478905
         435    -3.81432    -3.81547 0.000477811
         436    -3.81455    -3.81547  0.00047672
         437    -3.81446    -3.81547 0.000475635
         438    -3.81419    -3.81547 0.000474558
         439     -3.8145    -3.81547 0.000473482
         440    -3.81405    -3.81546 0.000472417
         441     -3.8142    -3.81546 0.000471354
         442    -3.81343    -3.81545  0.00047031
         443    -3.81358    -3.81545 0.000469267
         444    -3.81327    -3.81545 0.000468236
         445    -3.81327    -3.81544  0.00046721
         446    -3.81313    -3.81544 0.000466191
         447    -3.81285    -3.81543 0.000465183
         448    -3.81229    -3.81542 0.000464198
         449     -3.8119    -3.81541  0.00046323
         450    -3.81182    -3.81541  0.00046227
         451    -3.81131     -3.8154 0.000461334
         452    -3.81082    -3.81539 0.000460425
         453    -3.81064    -3.81538 0.000459527
         454    -3.81094    -3.81537 0.000458619
         455    -3.81019    -3.81536 0.000457752
         456    -3.81021    -3.81534 0.000456887
         457    -3.81025    -3.81533 0.000456024
         458    -3.81014    -3.81532 0.000455169
         459    -3.80989    -3.81531 0.000454331
         460    -3.80965     -3.8153  0.00045351
         461    -3.80987    -3.81529  0.00045268
         462    -3.80994    -3.81527 0.000451848
         463    -3.80958    -3.81526 0.000451039
         464    -3.80982    -3.81525  0.00045022
         465    -3.80992    -3.81524 0.000449398
         466    -3.81002    -3.81523 0.000448573
         467    -3.81014    -3.81522 0.000447745
         468    -3.80996    -3.81521 0.000446929
         469    -3.81024     -3.8152 0.000446101
         470    -3.81054    -3.81519 0.000445262
         471      -3.811    -3.81518 0.000444406
         472    -3.81071    -3.81517 0.000443565
         473    -3.81058    -3.81516 0.000442733
         474    -3.81061    -3.81515 0.000441903
         475    -3.81065    -3.81514 0.000441073
         476    -3.81054    -3.81513 0.000440252
         477    -3.81089    -3.81512 0.000439419
         478    -3.81092    -3.81511 0.000438588
         479    -3.81125     -3.8151 0.000437746
         480    -3.81127    -3.81509 0.000436907
         481    -3.81173    -3.81509 0.000436054
         482    -3.81186    -3.81508 0.000435201
         483    -3.81182    -3.81507 0.000434352
         484    -3.81175    -3.81507 0.000433509
         485    -3.81226    -3.81506 0.000432654
         486    -3.81229    -3.81506 0.000431801
         487    -3.81213    -3.81505 0.000430956
         488     -3.8121    -3.81504 0.000430116
         489    -3.81203    -3.81504  0.00042928
         490    -3.81118    -3.81503 0.000428476
         491    -3.81106    -3.81502  0.00042768
         492    -3.81091    -3.81501 0.000426892
         493    -3.81089    -3.81501 0.000426108
         494      -3.811      -3.815 0.000425322
         495    -3.81094    -3.81499 0.000424542
         496    -3.81011    -3.81498   0.0004238
         497    -3.81018    -3.81497 0.000423057
         498    -3.81053    -3.81496 0.000422301
         499    -3.81058    -3.81495 0.000421546
         500    -3.81016    -3.81494 0.000420812
         501     -3.8102    -3.81493 0.000420079
         502    -3.80993    -3.81492  0.00041936
         503    -3.80967    -3.81491 0.000418656
         504    -3.80925     -3.8149 0.000417976
         505    -3.80899    -3.81489 0.000417313
         506    -3.80904    -3.81488 0.000416648
         507     -3.8091    -3.81487 0.000415982
         508    -3.80886    -3.81485 0.000415331
         509    -3.80864    -3.81484 0.000414695
         510    -3.80829    -3.81483  0.00041408
         511    -3.80826    -3.81482  0.00041347
         512    -3.80809     -3.8148 0.000412871
         513    -3.80855    -3.81479 0.000412246
         514    -3.80813    -3.81478 0.000411647
         515    -3.80834    -3.81477 0.000411037
         516    -3.80828    -3.81475 0.000410433
         517    -3.80809    -3.81474 0.000409842
         518    -3.80822    -3.81473 0.000409244
         519    -3.80899    -3.81472 0.000408604
         520    -3.80902    -3.81471 0.000407965
         521    -3.80907    -3.81469 0.000407326
         522     -3.8093    -3.81468 0.000406677
         523    -3.80923    -3.81467 0.000406033
         524    -3.80949    -3.81466 0.000405378
         525    -3.80959    -3.81465 0.000404721
         526    -3.80941    -3.81464 0.000404075
         527    -3.80907    -3.81463 0.000403446
         528    -3.80888    -3.81462 0.000402829
         529    -3.80915    -3.81461 0.000402201
         530    -3.80896     -3.8146 0.000401583
         531    -3.80877    -3.81459 0.000400977
         532    -3.80887    -3.81458 0.000400367
         533    -3.80928    -3.81457  0.00039974
         534    -3.80953    -3.81456 0.000399103
         535    -3.80932    -3.81455 0.000398477
         536    -3.80928    -3.81454 0.000397855
         537    -3.80893    -3.81453 0.000397252
         538    -3.80919    -3.81452 0.000396637
         539    -3.80946    -3.81451 0.000396013
         540    -3.81004     -3.8145 0.000395366
         541    -3.81019     -3.8145 0.000394715
         542    -3.81004    -3.81449 0.000394073
         543    -3.81022    -3.81448 0.000393425
         544    -3.81026    -3.81447 0.000392779
         545    -3.81046    -3.81446 0.000392127
         546    -3.81129    -3.81446 0.000391452
         547    -3.81153    -3.81445 0.000390773
         548    -3.81133    -3.81445 0.000390101
         549    -3.81205    -3.81444 0.000389415
         550    -3.81248    -3.81444 0.000388723
         551    -3.81201    -3.81443 0.000388043
         552    -3.81291    -3.81443  0.00038735
         553    -3.81305    -3.81443 0.000386657
         554    -3.81335    -3.81443 0.000385964
         555    -3.81349    -3.81443 0.000385273
         556    -3.81424    -3.81443  0.00038458
         557    -3.81437    -3.81443 0.000383889
         558    -3.81526    -3.81443 0.000383204
         559    -3.81538    -3.81443 0.000382523
         560    -3.81579    -3.81443 0.000381847
         561    -3.81558    -3.81443 0.000381172
         562    -3.81521    -3.81443 0.000380496
         563    -3.81543    -3.81444 0.000379825
         564    -3.81579    -3.81444 0.000379159
         565    -3.81597    -3.81444 0.000378497
         566      -3.816    -3.81444 0.000377838
         567    -3.81615    -3.81445 0.000377184
         568    -3.81629    -3.81445 0.000376534
         569    -3.81642    -3.81445 0.000375888
         570    -3.81699    -3.81446 0.000375255
         571    -3.81724    -3.81446 0.000374629
         572    -3.81747    -3.81447 0.000374011
         573     -3.8177    -3.81447 0.000373401
         574    -3.81791    -3.81448 0.000372799
         575    -3.81796    -3.81449   0.0003722
         576    -3.81801    -3.81449 0.000371604
         577    -3.81804     -3.8145  0.00037101
         578    -3.81807     -3.8145  0.00037042
         579     -3.8187    -3.81451 0.000369851
         580    -3.81948    -3.81452 0.000369313
         581    -3.81951    -3.81453 0.000368777
         582    -3.81968    -3.81454  0.00036825
         583    -3.82001    -3.81455 0.000367738
         584    -3.82034    -3.81456 0.000367242
         585    -3.82022    -3.81457 0.000366742
         586     -3.8201    -3.81458 0.000366237
         587    -3.82014    -3.81459 0.000365736
         588    -3.82048     -3.8146 0.000365251
         589    -3.82097    -3.81461 0.000364791
         590    -3.82131    -3.81462  0.00036435
         591    -3.82134    -3.81463 0.000363911
         592    -3.82168    -3.81464 0.000363491
         593    -3.82155    -3.81465 0.000363065
         594    -3.82217    -3.81467 0.000362674
         595    -3.82278    -3.81468 0.000362321
         596    -3.82263    -3.81469 0.000361959
         597      -3.822     -3.8147 0.000361559
         598    -3.82166    -3.81472 0.000361142
         599    -3.82175    -3.81473  0.00036073
         600    -3.82182    -3.81474 0.000360322
         601    -3.82186    -3.81475 0.000359918
         602    -3.82173    -3.81476 0.000359506
         603    -3.82219    -3.81478 0.000359121
         604    -3.82187    -3.81479 0.000358718
         605    -3.82152     -3.8148 0.000358298
         606    -3.82101    -3.81481 0.000357853
         607    -3.82108    -3.81482 0.000357413
         608    -3.82083    -3.81483 0.000356962
         609    -3.82103    -3.81484  0.00035652
         610     -3.8206    -3.81485 0.000356061
         611    -3.82017    -3.81486 0.000355585
         612    -3.81913    -3.81486 0.000355073
         613      -3.819    -3.81487 0.000354558
         614    -3.81856    -3.81488 0.000354031
         615    -3.81798    -3.81488 0.000353491
         616    -3.81785    -3.81489  0.00035295
         617    -3.81728    -3.81489   0.0003524
         618    -3.81733    -3.81489 0.000351852
         619    -3.81678     -3.8149 0.000351296
         620    -3.81671     -3.8149 0.000350742
         621    -3.81665     -3.8149 0.000350188
         622      -3.816    -3.81491  0.00034963
         623    -3.81597    -3.81491 0.000349073
         624    -3.81612    -3.81491 0.000348519
         625    -3.81628    -3.81491 0.000347968
         626    -3.81632    -3.81491  0.00034742
         627    -3.81637    -3.81492 0.000346873
         628    -3.81583    -3.81492 0.000346324
         629    -3.81577    -3.81492 0.000345776
         630    -3.81602    -3.81492 0.000345232
         631    -3.81643    -3.81492 0.000344693
         632    -3.81626    -3.81492 0.000344154
         633    -3.81624    -3.81493 0.000343616
         634    -3.81623    -3.81493 0.000343081
         635    -3.81652    -3.81493 0.000342549
         636    -3.81622    -3.81493 0.000342017
         637    -3.81621    -3.81494 0.000341486
         638    -3.81606    -3.81494 0.000340955
         639    -3.81636    -3.81494 0.000340429
         640    -3.81681    -3.81494 0.000339909
         641    -3.81711    -3.81495 0.000339396
         642     -3.8168    -3.81495  0.00033888
         643    -3.81695    -3.81495 0.000338367
         644    -3.81709    -3.81496 0.000337858
         645    -3.81708    -3.81496  0.00033735
         646    -3.81662    -3.81496 0.000336838
         647    -3.81676    -3.81496 0.000336328
         648    -3.81646    -3.81497 0.000335817
         649    -3.81631    -3.81497 0.000335306
         650    -3.81647    -3.81497 0.000334798
         651    -3.81619    -3.81497 0.000334289
         652    -3.81637    -3.81497 0.000333784
         653    -3.81656    -3.81498 0.000333281
         654    -3.81645    -3.81498 0.000332779
         655    -3.81665    -3.81498 0.000332281
         656    -3.81672    -3.81498 0.000331785
         657    -3.81663    -3.81499 0.000331289
         658    -3.81626    -3.81499 0.000330792
         659    -3.81618    -3.81499 0.000330295
         660    -3.81596    -3.81499 0.000329797
         661    -3.81619    -3.81499 0.000329303
         662    -3.81612      -3.815  0.00032881
         663    -3.81649      -3.815 0.000328322
         664     -3.8167      -3.815 0.000327838
         665     -3.8166      -3.815 0.000327354
         666    -3.81664    -3.81501 0.000326871
