#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         568    -5.31616    -5.57104   0.0155105
         569    -5.32085     -5.5706   0.0154895
         570    -5.32611    -5.57017   0.0154683
         571    -5.33116    -5.56976   0.0154468
         572     -5.3363    -5.56935   0.0154252
         573    -5.34151    -5.56895   0.0154034
         574    -5.34678    -5.56856   0.0153814
         575    -5.35195    -5.56819   0.0153593
         576    -5.35716    -5.56782    0.015337
         577    -5.36241    -5.56746   0.0153146
         578    -5.36769    -5.56712    0.015292
         579     -5.3736    -5.56678   0.0152692
         580    -5.37969    -5.56646   0.0152463
         581    -5.38505    -5.56615   0.0152232
         582    -5.39058    -5.56585   0.0152001
         583    -5.39629    -5.56556   0.0151768
         584    -5.40203    -5.56528   0.0151534
         585    -5.40734    -5.56501   0.0151299
         586    -5.41269    -5.56475   0.0151063
         587    -5.41822     -5.5645   0.0150826
         588    -5.42409    -5.56426   0.0150589
         589    -5.43015    -5.56403    0.015035
         590     -5.4361    -5.56381   0.0150111
         591    -5.44179    -5.56361   0.0149871
         592    -5.44781    -5.56341   0.0149631
         593     -5.4534    -5.56323    0.014939
         594    -5.45976    -5.56305   0.0149149
         595    -5.46614    -5.56289   0.0148907
         596    -5.47175    -5.56274   0.0148665
         597    -5.47688    -5.56259   0.0148423
         598    -5.48228    -5.56246   0.0148181
         599    -5.48806    -5.56233   0.0147938
         600    -5.49376    -5.56222   0.0147696
         601    -5.49936    -5.56212   0.0147454
         602    -5.50467    -5.56202   0.0147212
         603    -5.51043    -5.56193   0.0146971
         604    -5.51527    -5.56186   0.0146729
         605    -5.51991    -5.56179   0.0146489
         606    -5.52419    -5.56173   0.0146248
         607    -5.52884    -5.56167   0.0146008
         608    -5.53294    -5.56162   0.0145769
         609    -5.53723    -5.56158    0.014553
         610    -5.54065    -5.56155   0.0145292
         611    -5.54379    -5.56152   0.0145054
         612    -5.54604     -5.5615   0.0144818
         613    -5.54891    -5.56147   0.0144581
         614    -5.55119    -5.56146   0.0144346
         615    -5.55304    -5.56144   0.0144111
         616    -5.55507    -5.56143   0.0143878
         617    -5.55637    -5.56143   0.0143644
         618    -5.55803    -5.56142   0.0143412
         619    -5.55884    -5.56142    0.014318
