#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       2.961       2.961           0
           2     2.96089     2.96095 3.76776e-05
           3     2.96057     2.96082 0.000104479
           4     2.96004     2.96063 0.000186217
           5      2.9593     2.96036 0.000280712
           6     2.95834     2.96002 0.000386611
           7     2.95716     2.95962 0.000503031
           8     2.95577     2.95913  0.00062937
           9     2.95415     2.95858 0.000765223
          10     2.95231     2.95795 0.000910321
          11     2.95023     2.95725  0.00106451
          12     2.94791     2.95647   0.0012277
          13     2.94535     2.95562   0.0013999
          14     2.94254     2.95468  0.00158107
          15     2.93947     2.95367  0.00177127
          16     2.93613     2.95257  0.00197067
          17     2.93252     2.95139  0.00217941
          18     2.92862     2.95013  0.00239762
          19     2.92442     2.94878  0.00262556
          20     2.91991     2.94733  0.00286355
          21     2.91508      2.9458  0.00311191
          22     2.90991     2.94417  0.00337101
          23     2.90438     2.94244  0.00364122
          24     2.89849      2.9406  0.00392291
          25     2.89222     2.93867  0.00421649
          26     2.88555     2.93663  0.00452236
          27     2.87845     2.93447  0.00484096
          28     2.87093      2.9322  0.00517276
          29     2.86294     2.92981  0.00551823
          30     2.85449      2.9273  0.00587781
          31     2.84554     2.92467  0.00625196
          32     2.83608      2.9219  0.00664121
          33     2.82609     2.91899  0.00704603
          34     2.81554     2.91595  0.00746697
          35      2.8044     2.91276  0.00790457
          36     2.79267     2.90943  0.00835938
          37     2.78031     2.90594  0.00883188
          38     2.76731     2.90229  0.00932255
          39     2.75364     2.89848  0.00983181
          40      2.7393      2.8945   0.0103601
          41     2.72426     2.89035   0.0109078
          42      2.7085     2.88602   0.0114752
          43     2.69201     2.88151   0.0120627
          44     2.67478     2.87681   0.0126705
          45     2.65679     2.87192   0.0132989
          46     2.63804     2.86683   0.0139478
          47     2.61852     2.86155   0.0146175
          48     2.59823     2.85607   0.0153078
          49     2.57718     2.85037   0.0160185
          50     2.55538     2.84447   0.0167495
          51     2.53283     2.83836   0.0175002
          52     2.50956     2.83204   0.0182703
          53     2.48559      2.8255   0.0190591
          54     2.46095     2.81875   0.0198659
          55     2.43567     2.81179   0.0206897
          56     2.40979     2.80461   0.0215296
          57     2.38336     2.79722   0.0223844
          58     2.35642     2.78962   0.0232528
          59     2.32903     2.78181   0.0241336
          60     2.30125      2.7738   0.0250252
          61     2.27313     2.76559    0.025926
          62     2.24474     2.75719   0.0268344
          63     2.21614     2.74861   0.0277488
          64      2.1874     2.73984   0.0286673
          65     2.15858     2.73089   0.0295881
          66     2.12975     2.72179   0.0305095
          67     2.10098     2.71252   0.0314297
          68     2.07232     2.70311   0.0323469
          69     2.04385     2.69355   0.0332592
          70     2.01562     2.68387    0.034165
          71      1.9877     2.67406   0.0350626
          72     1.96013     2.66415   0.0359504
          73     1.93298     2.65413   0.0368267
          74     1.90629     2.64402   0.0376902
          75     1.88013     2.63384   0.0385393
          76     1.85454     2.62358   0.0393727
          77     1.82958     2.61327    0.040189
          78     1.80528     2.60291    0.040987
          79     1.78171     2.59252   0.0417656
          80      1.7589      2.5821   0.0425235
          81     1.73691     2.57166   0.0432598
          82     1.71578     2.56123   0.0439734
          83     1.69556      2.5508   0.0446634
          84     1.67628     2.54039   0.0453288
          85     1.65799     2.53001   0.0459689
          86     1.64072     2.51966   0.0465829
          87     1.62453     2.50938     0.04717
          88     1.60943     2.49915   0.0477297
          89     1.59545       2.489   0.0482614
          90     1.58263     2.47892   0.0487646
          91     1.57098     2.46895   0.0492388
          92     1.56051     2.45907   0.0496839
          93     1.55124     2.44931   0.0500994
          94     1.54315     2.43967   0.0504854
          95     1.53624     2.43016   0.0508417
          96     1.53049     2.42079   0.0511686
          97     1.52586     2.41156   0.0514661
          98     1.52233     2.40249   0.0517346
          99     1.51985     2.39357   0.0519746
         100     1.51835     2.38482   0.0521866
         101     1.51779     2.37624   0.0523712
         102     1.51808     2.36782   0.0525292
         103     1.51916     2.35958   0.0526614
         104     1.52094     2.35152   0.0527688
         105     1.52335     2.34363   0.0528524
         106     1.52631     2.33592   0.0529133
         107     1.52972     2.32839   0.0529525
         108     1.53352     2.32103   0.0529712
         109     1.53761     2.31384   0.0529706
         110     1.54193     2.30682   0.0529518
         111      1.5464     2.29997   0.0529161
         112     1.55096     2.29329   0.0528645
         113     1.55555     2.28676   0.0527983
         114     1.56012     2.28038   0.0527185
         115     1.56462     2.27416   0.0526262
         116     1.56901     2.26808   0.0525224
         117     1.57326     2.26214   0.0524082
         118     1.57734     2.25634   0.0522844
         119     1.58124     2.25066   0.0521519
         120     1.58494     2.24512   0.0520115
         121     1.58844     2.23969    0.051864
         122     1.59172     2.23438   0.0517102
         123     1.59479     2.22918   0.0515505
         124     1.59765     2.22409   0.0513858
         125     1.60032      2.2191   0.0512164
         126     1.60279      2.2142    0.051043
         127     1.60509     2.20941   0.0508659
         128     1.60722      2.2047   0.0506856
         129     1.60921     2.20009   0.0505025
         130     1.61106     2.19556   0.0503168
         131      1.6128     2.19111    0.050129
         132     1.61443     2.18674   0.0499392
         133     1.61598     2.18245   0.0497478
         134     1.61745     2.17823   0.0495549
         135     1.61887     2.17409   0.0493607
         136     1.62024     2.17002   0.0491655
         137     1.62156     2.16601   0.0489693
         138     1.62286     2.16208   0.0487724
         139     1.62412     2.15821   0.0485748
         140     1.62537      2.1544   0.0483768
         141     1.62659     2.15066   0.0481783
         142     1.62779     2.14697   0.0479795
         143     1.62896     2.14335   0.0477805
         144     1.63011     2.13979   0.0475815
         145     1.63122     2.13628   0.0473824
         146     1.63231     2.13283   0.0471834
         147     1.63336     2.12943   0.0469846
         148     1.63438     2.12609   0.0467861
         149     1.63535     2.12279   0.0465879
         150     1.63627     2.11955   0.0463901
         151     1.63715     2.11635   0.0461927
         152     1.63797     2.11321   0.0459959
         153     1.63875     2.11011   0.0457997
         154     1.63949     2.10705   0.0456041
         155     1.64018     2.10404   0.0454093
         156     1.64084     2.10107   0.0452152
         157     1.64148     2.09814   0.0450218
         158      1.6421     2.09526   0.0448293
         159     1.64273     2.09241   0.0446376
         160     1.64336      2.0896   0.0444468
         161     1.64402     2.08684   0.0442568
         162     1.64471     2.08411   0.0440677
         163     1.64545     2.08141   0.0438794
         164     1.64625     2.07876    0.043692
         165     1.64712     2.07615   0.0435054
         166     1.64806     2.07357   0.0433197
         167     1.64908     2.07102   0.0431348
         168     1.65017     2.06852   0.0429508
         169     1.65133     2.06605   0.0427675
         170     1.65255     2.06362    0.042585
         171     1.65382     2.06122   0.0424034
         172     1.65513     2.05886   0.0422225
         173     1.65645     2.05654   0.0420425
         174     1.65776     2.05424   0.0418633
         175     1.65904     2.05198   0.0416849
         176     1.66026     2.04976   0.0415075
         177     1.66141     2.04757   0.0413309
         178     1.66244      2.0454   0.0411553
         179     1.66335     2.04327   0.0409807
         180      1.6641     2.04116   0.0408071
         181     1.66468     2.03908   0.0406346
         182     1.66507     2.03703   0.0404633
         183     1.66525     2.03499   0.0402932
         184     1.66522     2.03298   0.0401243
         185     1.66498       2.031   0.0399567
         186     1.66451     2.02902   0.0397904
         187     1.66382     2.02707   0.0396255
         188     1.66291     2.02513    0.039462
         189      1.6618     2.02321      0.0393
         190     1.66049      2.0213   0.0391395
         191     1.65901     2.01941   0.0389806
         192     1.65737     2.01752   0.0388231
         193     1.65559     2.01565   0.0386672
         194     1.65369     2.01378   0.0385129
         195      1.6517     2.01192   0.0383601
         196     1.64963     2.01007   0.0382089
         197     1.64752     2.00823   0.0380593
         198     1.64537      2.0064   0.0379111
         199     1.64323     2.00458   0.0377645
         200      1.6411     2.00276   0.0376194
         201       1.639     2.00095   0.0374758
         202     1.63697     1.99915   0.0373335
         203     1.63501     1.99735   0.0371927
         204     1.63313     1.99557   0.0370532
         205     1.63137     1.99379    0.036915
         206     1.62973     1.99202   0.0367781
         207     1.62822     1.99027   0.0366424
         208     1.62686     1.98852   0.0365079
         209     1.62566     1.98678   0.0363744
         210     1.62462     1.98506   0.0362421
         211     1.62376     1.98335   0.0361108
         212     1.62309     1.98165   0.0359804
         213     1.62261     1.97996   0.0358509
         214     1.62234     1.97829   0.0357223
         215     1.62229     1.97663   0.0355945
         216     1.62247       1.975   0.0354675
         217     1.62289     1.97337   0.0353411
         218     1.62356     1.97177   0.0352154
         219     1.62449     1.97018   0.0350903
         220      1.6257     1.96862   0.0349657
         221      1.6272     1.96707   0.0348416
         222       1.629     1.96555    0.034718
         223      1.6311     1.96405   0.0345946
         224     1.63352     1.96257   0.0344717
         225     1.63624     1.96112   0.0343489
         226     1.63928      1.9597   0.0342265
         227     1.64264      1.9583   0.0341042
         228      1.6463     1.95693    0.033982
         229     1.65025     1.95559     0.03386
         230     1.65449     1.95429   0.0337381
         231     1.65897     1.95301   0.0336163
         232      1.6637     1.95176   0.0334945
         233     1.66862     1.95054   0.0333728
         234     1.67373     1.94936   0.0332511
         235     1.67897     1.94821   0.0331295
         236     1.68431     1.94709    0.033008
         237     1.68972     1.94601   0.0328866
         238     1.69515     1.94495   0.0327653
         239     1.70056     1.94393   0.0326442
         240     1.70592     1.94294   0.0325232
         241     1.71119     1.94198   0.0324025
         242     1.71634     1.94104    0.032282
         243     1.72134     1.94014   0.0321618
         244     1.72616     1.93926   0.0320419
         245     1.73077     1.93841   0.0319225
         246     1.73516     1.93759   0.0318034
         247      1.7393     1.93678   0.0316848
         248     1.74318       1.936   0.0315666
         249      1.7468     1.93524    0.031449
         250     1.75015      1.9345   0.0313319
         251     1.75322     1.93378   0.0312154
         252     1.75602     1.93308   0.0310995
         253     1.75855     1.93239   0.0309842
         254     1.76082     1.93171   0.0308696
         255     1.76282     1.93105   0.0307556
         256     1.76458      1.9304   0.0306424
         257     1.76611     1.92976   0.0305298
         258      1.7674     1.92913    0.030418
         259     1.76849     1.92851   0.0303068
         260     1.76937      1.9279   0.0301965
         261     1.77008     1.92729   0.0300868
         262     1.77061     1.92669   0.0299779
         263     1.77098      1.9261   0.0298698
         264      1.7712     1.92551   0.0297624
         265      1.7713     1.92493   0.0296558
         266     1.77127     1.92436   0.0295499
         267     1.77113     1.92378   0.0294448
         268     1.77089     1.92321   0.0293405
         269     1.77057     1.92264   0.0292369
         270     1.77016     1.92208   0.0291341
         271     1.76968     1.92152    0.029032
         272     1.76914     1.92096   0.0289307
         273     1.76854      1.9204   0.0288301
         274     1.76788     1.91984   0.0287302
         275     1.76718     1.91929   0.0286311
         276     1.76643     1.91873   0.0285327
         277     1.76565     1.91818   0.0284351
         278     1.76482     1.91763   0.0283381
         279     1.76395     1.91708   0.0282419
         280     1.76305     1.91653   0.0281464
         281     1.76211     1.91598   0.0280516
         282     1.76112     1.91543   0.0279575
         283     1.76009     1.91488   0.0278641
         284     1.75901     1.91433   0.0277714
         285     1.75788     1.91378   0.0276794
         286     1.75669     1.91323   0.0275881
         287     1.75544     1.91268   0.0274974
         288     1.75413     1.91213   0.0274074
         289     1.75275     1.91158   0.0273182
         290     1.75129     1.91103   0.0272295
         291     1.74974     1.91047   0.0271416
         292     1.74811     1.90992   0.0270544
         293     1.74638     1.90936   0.0269678
         294     1.74455      1.9088   0.0268819
         295     1.74262     1.90824   0.0267967
         296     1.74058     1.90767   0.0267121
         297     1.73842      1.9071   0.0266282
         298     1.73615     1.90653   0.0265451
         299     1.73376     1.90595   0.0264626
         300     1.73126     1.90537   0.0263808
         301     1.72863     1.90478   0.0262997
         302      1.7259     1.90419   0.0262192
         303     1.72305     1.90359   0.0261395
         304     1.72009     1.90298   0.0260605
         305     1.71704     1.90237   0.0259822
         306     1.71389     1.90176   0.0259046
         307     1.71065     1.90114   0.0258277
         308     1.70734     1.90051   0.0257515
         309     1.70396     1.89987    0.025676
         310     1.70052     1.89923   0.0256012
         311     1.69703     1.89858   0.0255272
         312     1.69351     1.89792   0.0254538
         313     1.68995     1.89726   0.0253812
         314     1.68637     1.89658   0.0253092
         315     1.68277     1.89591    0.025238
         316     1.67917     1.89522   0.0251674
         317     1.67556     1.89453   0.0250976
         318     1.67195     1.89383   0.0250284
         319     1.66833     1.89312   0.0249599
         320     1.66472     1.89241   0.0248921
         321     1.66111     1.89169    0.024825
         322     1.65749     1.89096   0.0247586
         323     1.65387     1.89022   0.0246928
         324     1.65024     1.88948   0.0246277
         325     1.64659     1.88874   0.0245632
         326     1.64294     1.88798   0.0244995
         327     1.63926     1.88722   0.0244363
         328     1.63557     1.88645   0.0243739
         329     1.63186     1.88568   0.0243121
         330     1.62812      1.8849   0.0242509
         331     1.62437     1.88411   0.0241904
         332      1.6206     1.88332   0.0241306
         333     1.61682     1.88252   0.0240714
         334     1.61303     1.88171   0.0240128
         335     1.60925      1.8809   0.0239549
         336     1.60549     1.88008   0.0238977
         337     1.60176     1.87925    0.023841
         338     1.59808     1.87842    0.023785
         339     1.59447     1.87758   0.0237296
         340     1.59094     1.87674   0.0236747
         341     1.58752     1.87589   0.0236205
         342     1.58423     1.87504   0.0235668
         343     1.58109     1.87418   0.0235137
         344     1.57812     1.87332   0.0234611
         345     1.57535     1.87246    0.023409
         346     1.57278     1.87159   0.0233573
         347     1.57045     1.87072   0.0233061
         348     1.56836     1.86986   0.0232554
         349     1.56655     1.86899    0.023205
         350     1.56501     1.86812   0.0231549
         351     1.56377     1.86725   0.0231052
         352     1.56282     1.86639   0.0230557
         353     1.56218     1.86552   0.0230065
         354     1.56185     1.86467   0.0229575
         355     1.56184     1.86381   0.0229087
         356     1.56213     1.86297     0.02286
         357     1.56274     1.86213   0.0228114
         358     1.56365     1.86129   0.0227629
         359     1.56486     1.86047   0.0227145
         360     1.56636     1.85965   0.0226661
         361     1.56814     1.85884   0.0226177
         362     1.57017     1.85804   0.0225693
         363     1.57246     1.85726   0.0225208
         364     1.57497     1.85648   0.0224723
         365     1.57771     1.85572   0.0224237
         366     1.58063     1.85497    0.022375
         367     1.58374     1.85423   0.0223262
         368       1.587      1.8535   0.0222774
         369     1.59039     1.85279   0.0222284
         370     1.59389     1.85209   0.0221793
         371     1.59748      1.8514   0.0221302
         372     1.60115     1.85073   0.0220809
         373     1.60486     1.85007   0.0220315
         374     1.60861     1.84942   0.0219821
         375     1.61237     1.84879   0.0219326
         376     1.61612     1.84817    0.021883
         377     1.61985     1.84757   0.0218333
         378     1.62355     1.84698   0.0217836
         379     1.62718      1.8464   0.0217338
         380     1.63076     1.84583    0.021684
         381     1.63425     1.84527   0.0216342
         382     1.63766     1.84473   0.0215844
         383     1.64097      1.8442   0.0215346
         384     1.64416     1.84368   0.0214848
         385     1.64724     1.84317   0.0214351
         386      1.6502     1.84267   0.0213854
         387     1.65302     1.84218   0.0213357
         388     1.65571      1.8417   0.0212862
         389     1.65825     1.84122   0.0212367
         390     1.66064     1.84076   0.0211873
         391     1.66287     1.84031    0.021138
         392     1.66494     1.83986   0.0210888
         393     1.66683     1.83942   0.0210397
         394     1.66853     1.83898   0.0209908
         395     1.67004     1.83856    0.020942
         396     1.67135     1.83813   0.0208934
         397     1.67244     1.83772   0.0208449
         398     1.67332      1.8373   0.0207966
         399     1.67396     1.83689   0.0207485
         400     1.67435     1.83649   0.0207006
         401      1.6745     1.83608    0.020653
         402      1.6744     1.83568   0.0206055
         403     1.67403     1.83528   0.0205583
         404     1.67339     1.83488   0.0205113
         405     1.67248     1.83448   0.0204646
         406     1.67131     1.83408   0.0204181
         407     1.66988     1.83367   0.0203719
         408      1.6682     1.83327    0.020326
         409     1.66628     1.83286   0.0202804
         410     1.66415     1.83245   0.0202351
         411     1.66182     1.83203   0.0201902
         412     1.65932     1.83161   0.0201455
         413     1.65668     1.83119   0.0201012
         414     1.65394     1.83076   0.0200572
         415     1.65114     1.83033   0.0200135
         416     1.64831     1.82989   0.0199702
         417      1.6455     1.82945   0.0199272
         418     1.64275       1.829   0.0198845
         419      1.6401     1.82855   0.0198422
         420     1.63758      1.8281   0.0198002
         421     1.63523     1.82764   0.0197584
         422     1.63307     1.82718    0.019717
         423     1.63113     1.82672   0.0196758
         424     1.62943     1.82625   0.0196349
         425     1.62796     1.82578   0.0195943
         426     1.62673     1.82532   0.0195538
         427     1.62574     1.82485   0.0195136
         428     1.62496     1.82438   0.0194736
         429     1.62437     1.82392   0.0194338
         430     1.62395     1.82345   0.0193942
         431     1.62366     1.82299   0.0193547
         432     1.62348     1.82252   0.0193154
         433     1.62336     1.82206   0.0192763
         434     1.62327     1.82161   0.0192373
         435     1.62317     1.82115   0.0191985
         436     1.62303      1.8207   0.0191598
         437     1.62282     1.82024   0.0191213
         438     1.62252     1.81979    0.019083
         439     1.62209     1.81934   0.0190449
         440     1.62153     1.81889   0.0190069
         441     1.62082     1.81844   0.0189691
         442     1.61995     1.81799   0.0189315
         443     1.61892     1.81754   0.0188941
         444     1.61773     1.81709   0.0188569
         445     1.61638     1.81664   0.0188199
         446     1.61489     1.81619   0.0187831
         447     1.61326     1.81574   0.0187466
         448     1.61151     1.81528   0.0187103
         449     1.60964     1.81482   0.0186742
         450     1.60768     1.81436   0.0186384
         451     1.60565      1.8139   0.0186028
         452     1.60357     1.81343   0.0185675
         453     1.60144     1.81297   0.0185324
         454     1.59929      1.8125   0.0184976
         455     1.59714     1.81202    0.018463
         456       1.595     1.81155   0.0184286
         457     1.59287     1.81107   0.0183945
         458     1.59078     1.81059   0.0183606
         459     1.58873      1.8101    0.018327
         460     1.58674     1.80962   0.0182936
         461     1.58481     1.80913   0.0182604
         462     1.58294     1.80864   0.0182274
         463     1.58116     1.80815   0.0181947
         464     1.57946     1.80766   0.0181621
         465     1.57785     1.80716   0.0181298
         466     1.57634     1.80667   0.0180977
         467     1.57494     1.80617   0.0180657
         468     1.57365     1.80567   0.0180339
         469     1.57249     1.80518   0.0180023
         470     1.57147     1.80468   0.0179709
         471     1.57058     1.80418   0.0179396
         472     1.56986     1.80369   0.0179085
         473      1.5693     1.80319   0.0178775
         474     1.56891      1.8027   0.0178466
         475     1.56871      1.8022   0.0178158
         476      1.5687     1.80171   0.0177851
         477     1.56888     1.80123   0.0177545
         478     1.56926     1.80074    0.017724
         479     1.56982     1.80026   0.0176936
         480     1.57056     1.79978   0.0176632
         481     1.57147     1.79931   0.0176328
         482     1.57252     1.79883   0.0176025
         483     1.57372     1.79837   0.0175723
         484     1.57502     1.79791    0.017542
         485      1.5764     1.79745   0.0175118
         486     1.57784       1.797   0.0174816
         487     1.57931     1.79655   0.0174514
         488     1.58076     1.79611   0.0174212
         489     1.58218     1.79567   0.0173911
         490     1.58354     1.79524    0.017361
         491     1.58479     1.79481   0.0173309
         492     1.58592     1.79439   0.0173009
         493      1.5869     1.79396   0.0172709
         494     1.58771     1.79355    0.017241
         495     1.58833     1.79313   0.0172112
         496     1.58873     1.79272   0.0171814
         497     1.58891     1.79231   0.0171517
         498     1.58884      1.7919   0.0171222
         499     1.58853     1.79149   0.0170927
         500     1.58796     1.79109   0.0170634
         501     1.58713     1.79068   0.0170342
         502     1.58603     1.79027   0.0170051
         503     1.58467     1.78986   0.0169762
         504     1.58304     1.78945   0.0169475
         505     1.58114     1.78904   0.0169189
         506     1.57898     1.78863   0.0168906
         507     1.57657     1.78821   0.0168625
         508     1.57392     1.78779   0.0168345
         509     1.57103     1.78736   0.0168068
         510     1.56793     1.78693   0.0167794
         511     1.56462     1.78649   0.0167522
         512     1.56113     1.78605   0.0167253
         513     1.55748     1.78561   0.0166986
         514     1.55369     1.78516   0.0166722
         515     1.54978      1.7847   0.0166461
         516     1.54577     1.78424   0.0166203
         517     1.54171     1.78377   0.0165947
         518      1.5376     1.78329   0.0165695
         519     1.53348     1.78281   0.0165446
         520     1.52938     1.78232   0.0165199
         521     1.52531     1.78183   0.0164956
         522     1.52129     1.78133   0.0164715
         523     1.51734     1.78083   0.0164478
         524     1.51348     1.78032   0.0164243
         525     1.50973      1.7798   0.0164011
         526     1.50608     1.77928   0.0163782
         527     1.50255     1.77876   0.0163555
         528     1.49913     1.77823   0.0163331
         529     1.49583     1.77769    0.016311
         530     1.49265     1.77715    0.016289
         531     1.48957     1.77661   0.0162674
         532     1.48661     1.77607   0.0162459
         533     1.48375     1.77552   0.0162247
         534     1.48099     1.77497   0.0162037
         535     1.47833     1.77441   0.0161829
         536     1.47577     1.77386   0.0161623
         537     1.47331      1.7733   0.0161419
         538     1.47096     1.77273   0.0161216
         539     1.46872     1.77217   0.0161016
         540      1.4666     1.77161   0.0160817
         541     1.46461     1.77104    0.016062
         542     1.46276     1.77047   0.0160424
         543     1.46108      1.7699    0.016023
         544     1.45957     1.76933   0.0160037
         545     1.45825     1.76876   0.0159845
         546     1.45714     1.76819   0.0159654
         547     1.45625     1.76762   0.0159464
         548      1.4556     1.76705   0.0159275
         549     1.45521     1.76648   0.0159086
         550     1.45508     1.76591   0.0158897
         551     1.45524     1.76535   0.0158709
         552     1.45568     1.76479   0.0158521
         553     1.45642     1.76423   0.0158332
         554     1.45745     1.76368   0.0158143
         555     1.45877     1.76313   0.0157954
         556     1.46039     1.76258   0.0157763
         557      1.4623     1.76204   0.0157572
         558      1.4645     1.76151    0.015738
         559     1.46698     1.76098   0.0157187
         560     1.46973     1.76046   0.0156992
         561     1.47274     1.75995   0.0156796
         562     1.47599     1.75945   0.0156598
         563     1.47947     1.75895   0.0156399
         564     1.48317     1.75846   0.0156198
         565     1.48708     1.75798   0.0155995
         566     1.49118     1.75751   0.0155791
         567     1.49544     1.75705   0.0155585
         568     1.49987     1.75659   0.0155377
         569     1.50443     1.75615   0.0155167
         570     1.50912     1.75572   0.0154955
         571     1.51392     1.75529   0.0154742
         572     1.51882     1.75488   0.0154526
         573     1.52381     1.75448   0.0154309
         574     1.52887     1.75408    0.015409
         575     1.53399      1.7537    0.015387
         576     1.53916     1.75333   0.0153648
         577     1.54437     1.75297   0.0153424
         578     1.54962     1.75261   0.0153199
         579      1.5549     1.75227   0.0152973
         580     1.56021     1.75194   0.0152745
         581     1.56554     1.75162   0.0152516
         582      1.5709     1.75131   0.0152285
         583     1.57628     1.75101   0.0152054
         584     1.58169     1.75072   0.0151821
         585     1.58712     1.75044   0.0151587
         586     1.59258     1.75017   0.0151352
         587     1.59808     1.74991   0.0151117
         588     1.60362     1.74966    0.015088
         589     1.60919     1.74942   0.0150643
         590      1.6148      1.7492   0.0150405
         591     1.62045     1.74898   0.0150166
         592     1.62613     1.74877   0.0149927
         593     1.63185     1.74857   0.0149687
         594     1.63759     1.74839   0.0149447
         595     1.64335     1.74821   0.0149206
         596     1.64912     1.74804   0.0148965
         597     1.65488     1.74789   0.0148723
         598     1.66062     1.74774   0.0148482
         599     1.66631     1.74761    0.014824
         600     1.67194     1.74748   0.0147998
         601     1.67749     1.74736   0.0147757
         602     1.68293     1.74726   0.0147515
         603     1.68824     1.74716   0.0147274
         604      1.6934     1.74707   0.0147033
         605     1.69839     1.74699   0.0146792
         606     1.70318     1.74692   0.0146551
         607     1.70776     1.74685   0.0146311
         608     1.71211      1.7468   0.0146072
         609     1.71621     1.74674   0.0145833
         610     1.72005      1.7467   0.0145594
         611     1.72362     1.74666   0.0145357
         612      1.7269     1.74663   0.0145119
         613     1.72991      1.7466   0.0144883
         614     1.73263     1.74658   0.0144647
         615     1.73506     1.74656   0.0144412
         616     1.73722     1.74655   0.0144178
         617     1.73909     1.74653   0.0143944
         618      1.7407     1.74653   0.0143711
         619     1.74205     1.74652   0.0143479
         620     1.74316     1.74651   0.0143248
         621     1.74404     1.74651   0.0143017
         622     1.74472     1.74651   0.0142787
         623     1.74519      1.7465   0.0142558
         624      1.7455      1.7465   0.0142329
         625     1.74565      1.7465   0.0142102
         626     1.74566      1.7465   0.0141875
         627     1.74556      1.7465   0.0141648
         628     1.74536      1.7465   0.0141423
         629     1.74508     1.74649   0.0141198
         630     1.74473     1.74649   0.0140974
         631     1.74433     1.74649   0.0140751
         632      1.7439     1.74648   0.0140528
         633     1.74344     1.74648   0.0140306
         634     1.74296     1.74647   0.0140085
         635     1.74247     1.74647   0.0139864
         636     1.74197     1.74646   0.0139644
         637     1.74147     1.74645   0.0139425
         638     1.74097     1.74644   0.0139206
         639     1.74046     1.74643   0.0138989
         640     1.73995     1.74642   0.0138771
         641     1.73944     1.74641   0.0138555
         642     1.73893      1.7464   0.0138339
         643     1.73841     1.74639   0.0138124
         644     1.73788     1.74638    0.013791
         645     1.73734     1.74636   0.0137696
         646     1.73679     1.74635   0.0137483
         647     1.73624     1.74633    0.013727
         648     1.73568     1.74632   0.0137059
         649     1.73512      1.7463   0.0136848
         650     1.73456     1.74628   0.0136637
         651     1.73402     1.74626   0.0136427
         652     1.73349     1.74624   0.0136218
         653     1.73299     1.74622    0.013601
         654     1.73253      1.7462   0.0135802
         655     1.73212     1.74618   0.0135595
         656     1.73175     1.74616   0.0135388
         657     1.73145     1.74613   0.0135183
         658     1.73122     1.74611   0.0134977
         659     1.73106     1.74609   0.0134773
         660     1.73099     1.74607   0.0134569
         661     1.73099     1.74604   0.0134365
         662     1.73107     1.74602   0.0134162
         663     1.73123       1.746    0.013396
         664     1.73145     1.74598   0.0133759
         665     1.73174     1.74595   0.0133558
         666     1.73208     1.74593   0.0133357
         667     1.73246     1.74591   0.0133158
         668     1.73286     1.74589   0.0132958
         669     1.73328     1.74588    0.013276
         670      1.7337     1.74586   0.0132562
         671      1.7341     1.74584   0.0132364
         672     1.73446     1.74582   0.0132167
         673     1.73479     1.74581   0.0131971
         674     1.73506     1.74579   0.0131776
         675     1.73526     1.74577    0.013158
         676      1.7354     1.74576   0.0131386
         677     1.73545     1.74574   0.0131192
         678     1.73542     1.74573   0.0130998
         679     1.73531     1.74571   0.0130806
         680     1.73511      1.7457   0.0130613
         681     1.73483     1.74568   0.0130422
         682     1.73447     1.74567    0.013023
         683     1.73404     1.74565    0.013004
         684     1.73354     1.74563    0.012985
         685     1.73299     1.74561   0.0129661
         686     1.73239     1.74559   0.0129472
         687     1.73176     1.74557   0.0129283
         688     1.73111     1.74555   0.0129096
         689     1.73045     1.74553   0.0128908
         690      1.7298     1.74551   0.0128722
         691     1.72917     1.74548   0.0128536
         692     1.72857     1.74546    0.012835
         693     1.72802     1.74543   0.0128165
         694     1.72753     1.74541   0.0127981
         695     1.72711     1.74538   0.0127797
         696     1.72678     1.74536   0.0127614
         697     1.72655     1.74533   0.0127431
         698     1.72642      1.7453   0.0127249
         699     1.72641     1.74527   0.0127067
         700     1.72651     1.74525   0.0126886
         701     1.72675     1.74522   0.0126705
         702     1.72711      1.7452   0.0126525
         703      1.7276     1.74517   0.0126345
         704     1.72822     1.74515   0.0126166
         705     1.72896     1.74512   0.0125987
         706     1.72982      1.7451   0.0125809
         707      1.7308     1.74508   0.0125631
         708     1.73187     1.74506   0.0125454
         709     1.73304     1.74505   0.0125277
         710     1.73428     1.74503     0.01251
         711     1.73559     1.74502   0.0124924
         712     1.73694     1.74501   0.0124749
         713     1.73832       1.745   0.0124574
         714     1.73971     1.74499     0.01244
         715     1.74109     1.74498   0.0124226
         716     1.74243     1.74498   0.0124052
         717     1.74372     1.74498   0.0123879
         718     1.74494     1.74498   0.0123707
         719     1.74607     1.74498   0.0123535
         720      1.7471     1.74498   0.0123363
         721       1.748     1.74499   0.0123192
         722     1.74875     1.74499   0.0123021
         723     1.74935       1.745   0.0122851
         724     1.74979       1.745   0.0122682
         725     1.75004     1.74501   0.0122512
         726      1.7501     1.74502   0.0122344
         727     1.74997     1.74503   0.0122175
         728     1.74964     1.74503   0.0122008
         729     1.74911     1.74504    0.012184
         730     1.74837     1.74504   0.0121673
         731     1.74744     1.74505   0.0121507
         732     1.74631     1.74505   0.0121341
         733     1.74499     1.74505   0.0121175
         734     1.74348     1.74504    0.012101
         735      1.7418     1.74504   0.0120846
         736     1.73996     1.74503   0.0120681
         737     1.73797     1.74502   0.0120518
         738     1.73584     1.74501   0.0120354
         739      1.7336       1.745   0.0120192
