#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        4296      1.6739     1.65394  0.00239366
        4297      1.6767     1.65395  0.00239311
        4298     1.67976     1.65395  0.00239256
        4299     1.68304     1.65396  0.00239201
        4300     1.68652     1.65397  0.00239147
        4301     1.69015     1.65398  0.00239092
        4302     1.69391     1.65399  0.00239039
        4303     1.69777       1.654  0.00238985
        4304     1.70167     1.65401  0.00238932
        4305      1.7056     1.65402   0.0023888
        4306     1.70951     1.65403  0.00238828
        4307     1.71337     1.65405  0.00238776
        4308     1.71715     1.65406  0.00238725
        4309     1.72082     1.65408  0.00238675
        4310     1.72434     1.65409  0.00238625
        4311     1.72769     1.65411  0.00238576
        4312     1.73085     1.65413  0.00238527
        4313      1.7338     1.65415  0.00238479
        4314      1.7365     1.65416  0.00238432
        4315     1.73894     1.65418  0.00238384
        4316     1.74111      1.6542  0.00238338
        4317     1.74298     1.65422  0.00238291
        4318     1.74455     1.65425  0.00238245
        4319      1.7458     1.65427    0.002382
        4320     1.74672     1.65429  0.00238154
        4321     1.74732     1.65431  0.00238109
        4322     1.74759     1.65433  0.00238063
        4323     1.74751     1.65435  0.00238018
        4324      1.7471     1.65437  0.00237973
        4325     1.74635      1.6544  0.00237927
        4326     1.74527     1.65442  0.00237881
        4327     1.74386     1.65444  0.00237835
        4328     1.74213     1.65446  0.00237789
        4329     1.74009     1.65448  0.00237742
        4330     1.73776      1.6545  0.00237695
        4331     1.73513     1.65452  0.00237648
        4332     1.73223     1.65453    0.002376
        4333     1.72908     1.65455  0.00237551
        4334     1.72569     1.65457  0.00237502
        4335     1.72208     1.65458  0.00237452
        4336     1.71826      1.6546  0.00237402
        4337     1.71427     1.65461  0.00237351
        4338     1.71011     1.65462    0.002373
        4339     1.70582     1.65464  0.00237248
        4340     1.70141     1.65465  0.00237196
        4341     1.69691     1.65466  0.00237143
        4342     1.69233     1.65466   0.0023709
        4343     1.68771     1.65467  0.00237037
        4344     1.68305     1.65468  0.00236983
        4345     1.67839     1.65468  0.00236929
        4346     1.67375     1.65469  0.00236875
        4347     1.66914     1.65469  0.00236821
        4348     1.66459     1.65469  0.00236767
        4349     1.66011      1.6547  0.00236712
        4350     1.65571      1.6547  0.00236658
        4351     1.65143      1.6547  0.00236603
        4352     1.64726     1.65469  0.00236549
        4353     1.64323     1.65469  0.00236495
        4354     1.63934     1.65469  0.00236441
        4355     1.63561     1.65468  0.00236387
        4356     1.63204     1.65468  0.00236333
        4357     1.62863     1.65467   0.0023628
        4358     1.62541     1.65466  0.00236227
        4359     1.62235     1.65466  0.00236173
        4360     1.61948     1.65465  0.00236121
        4361     1.61678     1.65464  0.00236068
        4362     1.61427     1.65463  0.00236016
        4363     1.61192     1.65462  0.00235964
        4364     1.60975     1.65461  0.00235912
        4365     1.60773      1.6546   0.0023586
        4366     1.60587     1.65459  0.00235809
        4367     1.60416     1.65458  0.00235758
        4368     1.60257     1.65457  0.00235707
        4369     1.60111     1.65455  0.00235656
        4370     1.59975     1.65454  0.00235605
        4371      1.5985     1.65453  0.00235555
        4372     1.59733     1.65452  0.00235505
        4373     1.59623      1.6545  0.00235455
        4374     1.59519     1.65449  0.00235405
        4375     1.59421     1.65447  0.00235355
        4376     1.59327     1.65446  0.00235305
        4377     1.59237     1.65445  0.00235256
        4378      1.5915     1.65443  0.00235207
        4379     1.59065     1.65442  0.00235157
        4380     1.58983      1.6544  0.00235108
        4381     1.58903     1.65439  0.00235059
        4382     1.58826     1.65437  0.00235011
        4383     1.58753     1.65436  0.00234962
        4384     1.58683     1.65434  0.00234913
        4385     1.58619     1.65433  0.00234865
        4386      1.5856     1.65431  0.00234817
        4387     1.58509      1.6543  0.00234768
        4388     1.58465     1.65428   0.0023472
        4389     1.58432     1.65426  0.00234672
        4390      1.5841     1.65425  0.00234624
        4391     1.58401     1.65423  0.00234576
        4392     1.58405     1.65422  0.00234528
        4393     1.58426      1.6542   0.0023448
        4394     1.58463     1.65418  0.00234432
        4395     1.58519     1.65417  0.00234384
        4396     1.58595     1.65415  0.00234336
        4397      1.5869     1.65414  0.00234288
        4398     1.58807     1.65412  0.00234239
        4399     1.58945     1.65411  0.00234191
        4400     1.59105     1.65409  0.00234142
        4401     1.59287     1.65408  0.00234093
        4402     1.59491     1.65407  0.00234043
        4403     1.59717     1.65405  0.00233994
        4404     1.59964     1.65404  0.00233944
        4405     1.60229     1.65403  0.00233894
        4406     1.60513     1.65402  0.00233843
        4407     1.60813     1.65401  0.00233793
        4408     1.61127       1.654  0.00233741
        4409     1.61452     1.65399   0.0023369
        4410     1.61787     1.65398  0.00233639
        4411     1.62129     1.65397  0.00233587
        4412     1.62474     1.65397  0.00233535
        4413     1.62819     1.65396  0.00233483
        4414      1.6316     1.65396   0.0023343
        4415     1.63495     1.65395  0.00233378
        4416      1.6382     1.65395  0.00233325
        4417      1.6413     1.65394  0.00233273
        4418     1.64423     1.65394   0.0023322
        4419     1.64695     1.65394  0.00233167
        4420     1.64942     1.65394  0.00233114
        4421     1.65161     1.65394  0.00233062
        4422     1.65351     1.65394  0.00233009
        4423     1.65507     1.65394  0.00232956
        4424     1.65629     1.65394  0.00232904
        4425     1.65713     1.65394  0.00232851
        4426     1.65758     1.65394  0.00232798
        4427     1.65763     1.65394  0.00232746
        4428     1.65727     1.65394  0.00232693
        4429     1.65649     1.65394  0.00232641
        4430     1.65529     1.65394  0.00232588
        4431     1.65367     1.65394  0.00232536
        4432     1.65164     1.65394  0.00232483
        4433      1.6492     1.65394  0.00232431
        4434     1.64636     1.65394  0.00232379
        4435     1.64313     1.65394  0.00232326
        4436     1.63953     1.65394  0.00232274
        4437     1.63557     1.65393  0.00232222
        4438     1.63128     1.65393   0.0023217
        4439     1.62665     1.65392  0.00232119
        4440     1.62172     1.65391  0.00232068
        4441      1.6165      1.6539  0.00232017
        4442     1.61101     1.65389  0.00231967
        4443     1.60527     1.65388  0.00231917
        4444      1.5993     1.65387  0.00231868
        4445     1.59311     1.65386   0.0023182
        4446     1.58672     1.65384  0.00231773
        4447     1.58015     1.65383  0.00231727
        4448     1.57342     1.65381  0.00231682
        4449     1.56655     1.65379  0.00231638
        4450     1.55954     1.65377  0.00231596
        4451     1.55243     1.65374  0.00231555
        4452     1.54522     1.65372  0.00231516
        4453     1.53793     1.65369  0.00231478
        4454     1.53058     1.65367  0.00231443
        4455      1.5232     1.65364  0.00231409
        4456     1.51579     1.65361  0.00231378
        4457     1.50838     1.65357  0.00231349
        4458     1.50099     1.65354  0.00231322
        4459     1.49364      1.6535  0.00231298
        4460     1.48636     1.65347  0.00231277
        4461     1.47917     1.65343  0.00231258
        4462     1.47209     1.65339  0.00231242
        4463     1.46516     1.65334  0.00231229
        4464     1.45839      1.6533  0.00231218
        4465     1.45182     1.65326   0.0023121
        4466     1.44547     1.65321  0.00231205
        4467     1.43938     1.65316  0.00231203
        4468     1.43357     1.65311  0.00231204
        4469     1.42808     1.65306  0.00231207
        4470     1.42292     1.65301  0.00231212
        4471     1.41815     1.65296   0.0023122
        4472     1.41377      1.6529   0.0023123
        4473     1.40982     1.65285  0.00231242
        4474     1.40633     1.65279  0.00231256
        4475     1.40333     1.65274  0.00231272
        4476     1.40085     1.65268  0.00231289
        4477      1.3989     1.65263  0.00231307
        4478     1.39751     1.65257  0.00231325
        4479     1.39671     1.65251  0.00231344
        4480     1.39651     1.65245  0.00231363
        4481     1.39694      1.6524  0.00231381
        4482     1.39801     1.65234  0.00231399
        4483     1.39974     1.65228  0.00231416
        4484     1.40213     1.65223  0.00231432
        4485      1.4052     1.65217  0.00231446
        4486     1.40894     1.65212  0.00231458
        4487     1.41334     1.65207  0.00231467
        4488     1.41841     1.65201  0.00231474
        4489     1.42412     1.65196  0.00231478
        4490     1.43044     1.65191   0.0023148
        4491     1.43736     1.65187  0.00231477
        4492     1.44483     1.65182  0.00231472
        4493     1.45282     1.65178  0.00231462
        4494     1.46127     1.65173   0.0023145
        4495     1.47014     1.65169  0.00231434
        4496     1.47936     1.65165  0.00231414
        4497     1.48889     1.65162  0.00231391
        4498     1.49865     1.65158  0.00231364
        4499     1.50859     1.65155  0.00231335
        4500     1.51864     1.65152  0.00231302
        4501     1.52873      1.6515  0.00231267
        4502     1.53881     1.65147  0.00231229
        4503     1.54882     1.65145  0.00231189
        4504      1.5587     1.65143  0.00231147
        4505     1.56839     1.65141  0.00231103
        4506     1.57786     1.65139  0.00231057
        4507     1.58704     1.65138   0.0023101
        4508      1.5959     1.65137  0.00230962
        4509      1.6044     1.65136  0.00230913
        4510     1.61251     1.65135  0.00230864
        4511      1.6202     1.65134  0.00230814
        4512     1.62743     1.65133  0.00230763
        4513      1.6342     1.65133  0.00230712
        4514     1.64047     1.65133  0.00230661
        4515     1.64625     1.65133   0.0023061
        4516     1.65151     1.65133  0.00230559
        4517     1.65624     1.65133  0.00230508
        4518     1.66045     1.65133  0.00230457
        4519     1.66413     1.65133  0.00230406
        4520     1.66728     1.65134  0.00230356
        4521     1.66991     1.65134  0.00230305
        4522     1.67201     1.65135  0.00230255
        4523     1.67359     1.65135  0.00230204
        4524     1.67465     1.65136  0.00230154
        4525      1.6752     1.65136  0.00230104
        4526     1.67526     1.65137  0.00230054
        4527     1.67482     1.65137  0.00230003
        4528     1.67389     1.65138  0.00229953
        4529     1.67249     1.65138  0.00229903
        4530     1.67062     1.65139  0.00229852
        4531     1.66829     1.65139  0.00229802
        4532     1.66552     1.65139  0.00229751
        4533     1.66231     1.65139  0.00229701
        4534     1.65868      1.6514   0.0022965
        4535     1.65464      1.6514    0.002296
        4536      1.6502      1.6514  0.00229549
        4537     1.64539      1.6514  0.00229498
        4538     1.64022     1.65139  0.00229448
        4539     1.63472     1.65139  0.00229398
        4540      1.6289     1.65138  0.00229348
        4541      1.6228     1.65138  0.00229298
        4542     1.61643     1.65137  0.00229249
        4543     1.60984     1.65136    0.002292
        4544     1.60305     1.65135  0.00229152
        4545     1.59611     1.65134  0.00229105
        4546     1.58903     1.65132  0.00229059
        4547     1.58187     1.65131  0.00229014
        4548     1.57467     1.65129  0.00228969
        4549     1.56745     1.65127  0.00228927
        4550     1.56028     1.65125  0.00228885
        4551     1.55318     1.65123  0.00228845
        4552      1.5462     1.65121  0.00228806
        4553     1.53938     1.65118  0.00228769
        4554     1.53276     1.65116  0.00228734
        4555     1.52638     1.65113    0.002287
        4556     1.52027      1.6511  0.00228668
        4557     1.51448     1.65107  0.00228637
        4558     1.50902     1.65104  0.00228608
        4559     1.50395     1.65101  0.00228581
        4560     1.49927     1.65098  0.00228555
        4561     1.49501     1.65094   0.0022853
        4562      1.4912     1.65091  0.00228507
        4563     1.48786     1.65087  0.00228485
        4564     1.48499     1.65083  0.00228464
        4565     1.48261      1.6508  0.00228443
        4566     1.48072     1.65076  0.00228424
        4567     1.47934     1.65072  0.00228405
        4568     1.47846     1.65069  0.00228386
        4569     1.47808     1.65065  0.00228367
        4570     1.47821     1.65061  0.00228348
        4571     1.47883     1.65057  0.00228329
        4572     1.47996     1.65053   0.0022831
        4573     1.48157      1.6505   0.0022829
        4574     1.48367     1.65046  0.00228269
        4575     1.48624     1.65043  0.00228247
        4576     1.48928     1.65039  0.00228225
        4577     1.49278     1.65036  0.00228201
        4578     1.49672     1.65032  0.00228175
        4579     1.50109     1.65029  0.00228149
        4580     1.50587     1.65026  0.00228121
        4581     1.51105     1.65023  0.00228091
        4582     1.51661      1.6502   0.0022806
        4583     1.52253     1.65017  0.00228027
        4584     1.52878     1.65014  0.00227993
        4585     1.53532     1.65012  0.00227957
        4586     1.54215      1.6501   0.0022792
        4587     1.54922     1.65007   0.0022788
        4588      1.5565     1.65005   0.0022784
        4589     1.56395     1.65003  0.00227798
        4590     1.57155     1.65002  0.00227755
        4591     1.57925        1.65   0.0022771
        4592     1.58702     1.64999  0.00227665
        4593     1.59481     1.64998  0.00227619
        4594      1.6026     1.64997  0.00227571
        4595     1.61035     1.64996  0.00227523
        4596     1.61802     1.64995  0.00227475
        4597     1.62557     1.64995  0.00227426
        4598     1.63299     1.64994  0.00227377
        4599     1.64024     1.64994  0.00227328
        4600      1.6473     1.64994  0.00227278
        4601     1.65414     1.64994  0.00227229
        4602     1.66074     1.64994   0.0022718
        4603     1.66709     1.64995  0.00227131
        4604     1.67316     1.64995  0.00227082
        4605     1.67896     1.64996  0.00227033
        4606     1.68445     1.64996  0.00226985
        4607     1.68964     1.64997  0.00226938
        4608     1.69451     1.64998   0.0022689
        4609     1.69907     1.64999  0.00226844
        4610      1.7033     1.65001  0.00226797
        4611     1.70721     1.65002  0.00226752
        4612     1.71079     1.65003  0.00226706
        4613     1.71403     1.65004  0.00226661
        4614     1.71695     1.65006  0.00226617
        4615     1.71953     1.65007  0.00226573
        4616     1.72178     1.65009  0.00226529
        4617      1.7237     1.65011  0.00226486
        4618     1.72529     1.65012  0.00226442
        4619     1.72655     1.65014  0.00226399
        4620      1.7275     1.65016  0.00226357
        4621     1.72813     1.65017  0.00226314
        4622     1.72846     1.65019  0.00226271
        4623     1.72847     1.65021  0.00226229
        4624     1.72818     1.65022  0.00226186
        4625     1.72761     1.65024  0.00226143
        4626     1.72675     1.65026  0.00226101
        4627     1.72562     1.65027  0.00226058
        4628     1.72422     1.65029  0.00226014
        4629     1.72259      1.6503  0.00225971
        4630     1.72072     1.65032  0.00225927
        4631     1.71864     1.65033  0.00225883
        4632     1.71636     1.65035  0.00225839
        4633      1.7139     1.65036  0.00225794
        4634     1.71128     1.65037  0.00225749
        4635     1.70854     1.65039  0.00225704
        4636     1.70569      1.6504  0.00225659
        4637     1.70275     1.65041  0.00225613
        4638     1.69976     1.65042  0.00225567
        4639     1.69674     1.65043   0.0022552
        4640     1.69372     1.65044  0.00225474
        4641     1.69073     1.65045  0.00225427
        4642      1.6878     1.65046   0.0022538
        4643     1.68495     1.65046  0.00225332
        4644     1.68222     1.65047  0.00225285
        4645     1.67964     1.65048  0.00225237
        4646     1.67722     1.65048  0.00225189
        4647     1.67499     1.65049  0.00225142
        4648     1.67298     1.65049  0.00225094
        4649     1.67119      1.6505  0.00225046
        4650     1.66965      1.6505  0.00224998
        4651     1.66836     1.65051   0.0022495
        4652     1.66732     1.65051  0.00224902
        4653     1.66655     1.65051  0.00224854
        4654     1.66603     1.65052  0.00224805
        4655     1.66577     1.65052  0.00224757
        4656     1.66576     1.65052  0.00224709
        4657     1.66598     1.65053  0.00224661
        4658     1.66642     1.65053  0.00224613
        4659     1.66706     1.65053  0.00224565
        4660     1.66789     1.65054  0.00224518
        4661     1.66889     1.65054   0.0022447
        4662     1.67004     1.65055  0.00224422
        4663     1.67132     1.65055  0.00224374
        4664     1.67271     1.65055  0.00224327
        4665      1.6742     1.65056  0.00224279
        4666     1.67578     1.65056  0.00224232
        4667     1.67743     1.65057  0.00224184
        4668     1.67913     1.65058  0.00224137
        4669     1.68088     1.65058   0.0022409
        4670     1.68268     1.65059  0.00224043
        4671      1.6845      1.6506  0.00223996
        4672     1.68635     1.65061   0.0022395
        4673     1.68822     1.65061  0.00223903
        4674     1.69011     1.65062  0.00223857
        4675     1.69201     1.65063  0.00223811
        4676     1.69391     1.65064  0.00223765
        4677     1.69583     1.65065  0.00223719
        4678     1.69775     1.65066  0.00223674
        4679     1.69967     1.65067  0.00223628
        4680     1.70159     1.65068  0.00223583
        4681      1.7035     1.65069  0.00223538
        4682      1.7054      1.6507  0.00223494
        4683     1.70727     1.65072  0.00223449
        4684     1.70911     1.65073  0.00223405
        4685     1.71091     1.65074  0.00223361
        4686     1.71265     1.65075  0.00223317
        4687     1.71432     1.65077  0.00223274
        4688     1.71592     1.65078   0.0022323
        4689     1.71741      1.6508  0.00223187
        4690     1.71879     1.65081  0.00223144
        4691     1.72005     1.65083  0.00223102
        4692     1.72117     1.65084  0.00223059
        4693     1.72212     1.65086  0.00223017
        4694     1.72291     1.65087  0.00222975
        4695      1.7235     1.65089  0.00222932
        4696     1.72388      1.6509   0.0022289
        4697     1.72405     1.65092  0.00222848
        4698     1.72398     1.65093  0.00222806
        4699     1.72366     1.65095  0.00222764
        4700     1.72308     1.65096  0.00222722
        4701     1.72223     1.65098   0.0022268
        4702     1.72111     1.65099  0.00222638
        4703      1.7197     1.65101  0.00222595
        4704       1.718     1.65102  0.00222552
        4705     1.71601     1.65104  0.00222509
        4706     1.71372     1.65105  0.00222466
        4707     1.71116     1.65106  0.00222422
        4708      1.7083     1.65107  0.00222378
        4709     1.70517     1.65109  0.00222334
        4710     1.70178      1.6511   0.0022229
        4711     1.69813     1.65111  0.00222245
        4712     1.69425     1.65112  0.00222199
        4713     1.69015     1.65112  0.00222154
        4714     1.68585     1.65113  0.00222108
        4715     1.68138     1.65114  0.00222062
        4716     1.67677     1.65114  0.00222015
        4717     1.67204     1.65115  0.00221969
        4718     1.66723     1.65115  0.00221922
        4719     1.66236     1.65115  0.00221875
        4720     1.65748     1.65116  0.00221828
        4721     1.65261     1.65116  0.00221781
        4722     1.64781     1.65115  0.00221734
        4723     1.64309     1.65115  0.00221687
        4724      1.6385     1.65115   0.0022164
        4725     1.63408     1.65115  0.00221594
        4726     1.62985     1.65114  0.00221547
        4727     1.62586     1.65114  0.00221501
        4728     1.62213     1.65113  0.00221455
        4729     1.61869     1.65112  0.00221409
        4730     1.61557     1.65112  0.00221364
        4731     1.61279     1.65111  0.00221319
        4732     1.61036      1.6511  0.00221273
        4733     1.60831     1.65109  0.00221229
        4734     1.60664     1.65108  0.00221184
        4735     1.60535     1.65107  0.00221139
        4736     1.60446     1.65106  0.00221095
        4737     1.60395     1.65105   0.0022105
        4738     1.60382     1.65104  0.00221006
        4739     1.60406     1.65103  0.00220961
        4740     1.60467     1.65102  0.00220917
        4741     1.60563     1.65101  0.00220872
        4742     1.60692       1.651  0.00220828
        4743     1.60853     1.65099  0.00220783
        4744     1.61042     1.65099  0.00220738
        4745     1.61259     1.65098  0.00220693
        4746     1.61501     1.65097  0.00220648
        4747     1.61765     1.65096  0.00220603
        4748      1.6205     1.65096  0.00220557
        4749     1.62351     1.65095  0.00220511
        4750     1.62667     1.65095  0.00220466
        4751     1.62995     1.65094   0.0022042
        4752     1.63332     1.65094  0.00220374
        4753     1.63676     1.65093  0.00220327
        4754     1.64024     1.65093  0.00220281
        4755     1.64374     1.65093  0.00220235
        4756     1.64723     1.65093  0.00220189
        4757     1.65069     1.65093  0.00220142
        4758      1.6541     1.65093  0.00220096
        4759     1.65743     1.65093   0.0022005
        4760     1.66067     1.65093  0.00220004
        4761     1.66381     1.65094  0.00219958
        4762     1.66682     1.65094  0.00219912
        4763      1.6697     1.65094  0.00219866
        4764     1.67243     1.65095   0.0021982
        4765     1.67501     1.65095  0.00219775
        4766     1.67743     1.65096  0.00219729
        4767     1.67969     1.65097  0.00219684
        4768     1.68177     1.65097  0.00219639
        4769      1.6837     1.65098  0.00219594
        4770     1.68545     1.65099  0.00219549
        4771     1.68704     1.65099  0.00219504
        4772     1.68848       1.651   0.0021946
        4773     1.68976     1.65101  0.00219415
        4774      1.6909     1.65102  0.00219371
        4775     1.69189     1.65103  0.00219327
        4776     1.69275     1.65104  0.00219282
        4777     1.69348     1.65104  0.00219238
        4778     1.69408     1.65105  0.00219194
        4779     1.69456     1.65106   0.0021915
        4780     1.69493     1.65107  0.00219106
        4781     1.69518     1.65108  0.00219062
        4782     1.69531     1.65109  0.00219019
        4783     1.69532      1.6511  0.00218975
        4784     1.69522     1.65111  0.00218931
        4785     1.69499     1.65112  0.00218887
        4786     1.69464     1.65113  0.00218843
        4787     1.69417     1.65114  0.00218799
        4788     1.69356     1.65114  0.00218756
        4789     1.69281     1.65115  0.00218712
        4790     1.69193     1.65116  0.00218668
        4791      1.6909     1.65117  0.00218623
        4792     1.68973     1.65118  0.00218579
        4793     1.68841     1.65119  0.00218535
        4794     1.68694     1.65119  0.00218491
        4795     1.68531      1.6512  0.00218446
        4796     1.68353     1.65121  0.00218402
        4797      1.6816     1.65121  0.00218357
        4798     1.67952     1.65122  0.00218313
        4799      1.6773     1.65122  0.00218268
        4800     1.67495     1.65123  0.00218223
        4801     1.67247     1.65123  0.00218178
        4802     1.66987     1.65124  0.00218133
        4803     1.66717     1.65124  0.00218088
        4804     1.66436     1.65124  0.00218042
        4805     1.66148     1.65125  0.00217997
        4806     1.65852     1.65125  0.00217952
        4807     1.65551     1.65125  0.00217906
        4808     1.65245     1.65125  0.00217861
        4809     1.64938     1.65125  0.00217816
        4810     1.64629     1.65125  0.00217771
        4811     1.64321     1.65125  0.00217725
        4812     1.64015     1.65124   0.0021768
        4813     1.63712     1.65124  0.00217635
        4814     1.63414     1.65124   0.0021759
        4815     1.63123     1.65123  0.00217546
        4816     1.62838     1.65123  0.00217501
        4817     1.62561     1.65122  0.00217456
        4818     1.62293     1.65122  0.00217412
        4819     1.62033     1.65121  0.00217368
        4820     1.61783      1.6512  0.00217324
        4821     1.61542      1.6512   0.0021728
        4822      1.6131     1.65119  0.00217236
        4823     1.61087     1.65118  0.00217193
        4824     1.60871     1.65117   0.0021715
        4825     1.60664     1.65116  0.00217107
        4826     1.60464     1.65115  0.00217064
        4827     1.60271     1.65114  0.00217021
        4828     1.60083     1.65113  0.00216979
        4829       1.599     1.65112  0.00216937
        4830     1.59722     1.65111  0.00216894
        4831     1.59548      1.6511  0.00216853
        4832     1.59378     1.65109  0.00216811
        4833     1.59211     1.65107   0.0021677
        4834     1.59047     1.65106  0.00216728
        4835     1.58887     1.65105  0.00216687
        4836     1.58731     1.65104  0.00216647
        4837      1.5858     1.65102  0.00216606
        4838     1.58432     1.65101  0.00216566
        4839      1.5829     1.65099  0.00216525
        4840     1.58154     1.65098  0.00216485
        4841     1.58025     1.65097  0.00216446
        4842     1.57903     1.65095  0.00216406
        4843      1.5779     1.65094  0.00216367
        4844     1.57686     1.65092  0.00216327
        4845     1.57592      1.6509  0.00216288
        4846      1.5751     1.65089  0.00216249
        4847      1.5744     1.65087   0.0021621
        4848     1.57382     1.65086  0.00216172
        4849     1.57339     1.65084  0.00216133
        4850      1.5731     1.65083  0.00216094
        4851     1.57296     1.65081  0.00216056
        4852     1.57297     1.65079  0.00216017
        4853     1.57313     1.65078  0.00215979
        4854     1.57346     1.65076   0.0021594
        4855     1.57395     1.65075  0.00215901
        4856     1.57459     1.65073  0.00215863
        4857      1.5754     1.65071  0.00215824
        4858     1.57635      1.6507  0.00215785
        4859     1.57745     1.65068  0.00215745
        4860     1.57869     1.65067  0.00215706
        4861     1.58005     1.65065  0.00215667
        4862     1.58153     1.65064  0.00215627
        4863      1.5831     1.65063  0.00215587
        4864     1.58477     1.65061  0.00215547
        4865      1.5865      1.6506  0.00215507
        4866     1.58829     1.65059  0.00215466
        4867     1.59011     1.65057  0.00215426
        4868     1.59196     1.65056  0.00215385
        4869      1.5938     1.65055  0.00215344
        4870     1.59563     1.65054  0.00215302
        4871     1.59743     1.65053  0.00215261
        4872     1.59917     1.65052  0.00215219
        4873     1.60084     1.65051  0.00215178
        4874     1.60244      1.6505  0.00215136
        4875     1.60393     1.65049  0.00215094
        4876     1.60532     1.65048  0.00215052
        4877     1.60658     1.65047  0.00215009
        4878     1.60771     1.65046  0.00214967
        4879      1.6087     1.65045  0.00214925
        4880     1.60954     1.65044  0.00214882
        4881     1.61023     1.65044   0.0021484
        4882     1.61076     1.65043  0.00214797
        4883     1.61112     1.65042  0.00214755
        4884     1.61132     1.65041  0.00214712
        4885     1.61135      1.6504   0.0021467
        4886     1.61122      1.6504  0.00214628
        4887     1.61093     1.65039  0.00214585
        4888     1.61049     1.65038  0.00214543
        4889     1.60989     1.65037  0.00214501
        4890     1.60916     1.65036  0.00214458
        4891     1.60828     1.65035  0.00214416
        4892     1.60729     1.65035  0.00214374
        4893     1.60618     1.65034  0.00214332
        4894     1.60496     1.65033   0.0021429
        4895     1.60366     1.65032  0.00214249
        4896     1.60228     1.65031  0.00214207
        4897     1.60083      1.6503  0.00214166
        4898     1.59934     1.65029  0.00214125
        4899      1.5978     1.65028  0.00214084
        4900     1.59623     1.65027  0.00214043
        4901     1.59465     1.65025  0.00214002
        4902     1.59307     1.65024  0.00213962
        4903     1.59149     1.65023  0.00213921
        4904     1.58993     1.65022  0.00213881
        4905     1.58839     1.65021  0.00213841
        4906     1.58687     1.65019  0.00213802
        4907     1.58539     1.65018  0.00213762
        4908     1.58395     1.65017  0.00213723
        4909     1.58254     1.65015  0.00213684
        4910     1.58117     1.65014  0.00213645
        4911     1.57984     1.65012  0.00213606
        4912     1.57854     1.65011  0.00213568
        4913     1.57726     1.65009  0.00213529
        4914     1.57601     1.65008  0.00213491
        4915     1.57476     1.65006  0.00213453
        4916     1.57352     1.65005  0.00213416
        4917     1.57225     1.65003  0.00213378
        4918     1.57097     1.65002  0.00213341
        4919     1.56965        1.65  0.00213304
        4920     1.56828     1.64998  0.00213267
        4921     1.56684     1.64997   0.0021323
        4922     1.56533     1.64995  0.00213194
        4923     1.56373     1.64993  0.00213158
        4924     1.56203     1.64991  0.00213122
        4925     1.56022      1.6499  0.00213086
        4926     1.55828     1.64988  0.00213051
        4927     1.55621     1.64986  0.00213016
        4928     1.55399     1.64984  0.00212982
        4929     1.55162     1.64982  0.00212948
        4930      1.5491      1.6498  0.00212915
        4931     1.54641     1.64978  0.00212882
        4932     1.54355     1.64976   0.0021285
        4933     1.54053     1.64973  0.00212818
        4934     1.53734     1.64971  0.00212787
        4935     1.53399     1.64969  0.00212757
        4936     1.53048     1.64966  0.00212728
        4937     1.52683     1.64964  0.00212699
        4938     1.52304     1.64961  0.00212671
        4939     1.51914     1.64959  0.00212645
        4940     1.51514     1.64956  0.00212619
        4941     1.51107     1.64953  0.00212594
        4942     1.50694      1.6495  0.00212571
        4943     1.50279     1.64947  0.00212549
        4944     1.49865     1.64944  0.00212528
        4945     1.49454     1.64941  0.00212508
        4946      1.4905     1.64938  0.00212489
        4947     1.48658     1.64935  0.00212472
        4948     1.48279     1.64931  0.00212455
        4949     1.47919     1.64928   0.0021244
        4950     1.47581     1.64924  0.00212426
        4951     1.47268     1.64921  0.00212413
        4952     1.46984     1.64917  0.00212401
        4953     1.46732     1.64913   0.0021239
        4954     1.46514      1.6491   0.0021238
        4955     1.46333     1.64906   0.0021237
        4956      1.4619     1.64902  0.00212361
        4957     1.46087     1.64898  0.00212352
        4958     1.46026     1.64895  0.00212343
        4959     1.46006     1.64891  0.00212334
        4960     1.46027     1.64887  0.00212326
        4961     1.46089     1.64883  0.00212317
        4962      1.4619     1.64879  0.00212307
        4963     1.46329     1.64876  0.00212297
        4964     1.46502     1.64872  0.00212287
        4965     1.46708     1.64868  0.00212276
        4966     1.46944     1.64865  0.00212264
        4967     1.47205     1.64861  0.00212251
        4968     1.47489     1.64858  0.00212237
        4969     1.47793     1.64854  0.00212222
        4970     1.48111     1.64851  0.00212206
        4971      1.4844     1.64848  0.00212189
        4972     1.48777     1.64844  0.00212171
        4973     1.49119     1.64841  0.00212152
        4974     1.49461     1.64838  0.00212131
        4975       1.498     1.64835   0.0021211
        4976     1.50134     1.64832  0.00212088
        4977     1.50459     1.64829  0.00212065
        4978     1.50775     1.64826  0.00212042
        4979     1.51077     1.64824  0.00212017
        4980     1.51366     1.64821  0.00211992
        4981     1.51638     1.64818  0.00211966
        4982     1.51893     1.64816  0.00211939
        4983     1.52131     1.64813  0.00211912
        4984      1.5235     1.64811  0.00211884
        4985      1.5255     1.64808  0.00211856
        4986     1.52732     1.64806  0.00211827
        4987     1.52896     1.64803  0.00211798
        4988     1.53042     1.64801  0.00211769
        4989      1.5317     1.64799  0.00211739
        4990     1.53283     1.64796  0.00211709
        4991     1.53381     1.64794  0.00211679
        4992     1.53465     1.64792  0.00211649
        4993     1.53538      1.6479  0.00211618
        4994     1.53601     1.64787  0.00211588
