#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        1592      1.1747     1.13303  0.00390793
        1593     1.17186     1.13305  0.00390556
        1594     1.16891     1.13308  0.00390317
        1595     1.16588      1.1331  0.00390078
        1596     1.16278     1.13312  0.00389838
        1597     1.15965     1.13313  0.00389597
        1598     1.15653     1.13315  0.00389356
        1599     1.15345     1.13316  0.00389115
        1600     1.15044     1.13317  0.00388873
        1601     1.14755     1.13318  0.00388631
        1602     1.14479     1.13319  0.00388389
        1603      1.1422     1.13319  0.00388147
        1604     1.13982      1.1332  0.00387906
        1605     1.13765      1.1332  0.00387664
        1606     1.13572      1.1332  0.00387423
        1607     1.13404      1.1332  0.00387182
        1608     1.13262      1.1332  0.00386941
        1609     1.13146      1.1332    0.003867
        1610     1.13055      1.1332   0.0038646
        1611     1.12989      1.1332   0.0038622
        1612     1.12945     1.13319  0.00385981
        1613     1.12922     1.13319  0.00385742
        1614     1.12917     1.13319  0.00385503
        1615     1.12928     1.13319  0.00385264
        1616     1.12951     1.13318  0.00385026
        1617     1.12984     1.13318  0.00384788
        1618     1.13023     1.13318   0.0038455
        1619     1.13066     1.13318  0.00384312
        1620     1.13109     1.13318  0.00384075
        1621     1.13149     1.13318  0.00383838
        1622     1.13185     1.13318  0.00383602
        1623     1.13213     1.13318  0.00383365
        1624     1.13233     1.13318  0.00383129
        1625     1.13242     1.13317  0.00382894
        1626     1.13239     1.13317  0.00382658
        1627     1.13223     1.13317  0.00382423
        1628     1.13195     1.13317  0.00382188
        1629     1.13153     1.13317  0.00381953
        1630     1.13097     1.13317  0.00381719
        1631     1.13029     1.13317  0.00381485
        1632     1.12948     1.13317  0.00381251
        1633     1.12855     1.13316  0.00381018
        1634     1.12751     1.13316  0.00380785
        1635     1.12636     1.13316  0.00380552
        1636     1.12512     1.13315   0.0038032
        1637      1.1238     1.13315  0.00380088
        1638     1.12239     1.13314  0.00379857
        1639     1.12092     1.13313  0.00379626
        1640     1.11939     1.13312  0.00379395
        1641      1.1178     1.13311  0.00379165
        1642     1.11616      1.1331  0.00378936
        1643     1.11449     1.13309  0.00378707
        1644     1.11277     1.13308  0.00378478
        1645     1.11102     1.13307  0.00378251
        1646     1.10924     1.13305  0.00378024
        1647     1.10742     1.13304  0.00377797
        1648     1.10557     1.13302  0.00377572
        1649     1.10369       1.133  0.00377347
        1650     1.10178     1.13298  0.00377123
        1651     1.09983     1.13296    0.003769
        1652     1.09784     1.13294  0.00376678
        1653     1.09581     1.13292  0.00376456
        1654     1.09374      1.1329  0.00376236
        1655     1.09162     1.13287  0.00376017
        1656     1.08946     1.13284  0.00375799
        1657     1.08724     1.13282  0.00375583
        1658     1.08497     1.13279  0.00375367
        1659     1.08265     1.13276  0.00375153
        1660     1.08028     1.13273   0.0037494
        1661     1.07787     1.13269  0.00374729
        1662     1.07541     1.13266   0.0037452
        1663     1.07291     1.13262  0.00374312
        1664     1.07038     1.13259  0.00374105
        1665     1.06784     1.13255  0.00373901
        1666     1.06528     1.13251  0.00373698
        1667     1.06273     1.13246  0.00373498
        1668      1.0602     1.13242  0.00373299
        1669      1.0577     1.13238  0.00373102
        1670     1.05525     1.13233  0.00372907
        1671     1.05286     1.13228  0.00372714
        1672     1.05056     1.13223  0.00372523
        1673     1.04836     1.13218  0.00372334
        1674     1.04626     1.13213  0.00372147
        1675     1.04429     1.13208  0.00371962
        1676     1.04246     1.13203  0.00371779
        1677     1.04077     1.13197  0.00371597
        1678     1.03923     1.13192  0.00371416
        1679     1.03785     1.13186  0.00371237
        1680     1.03662      1.1318   0.0037106
        1681     1.03554     1.13175  0.00370883
        1682     1.03461     1.13169  0.00370708
        1683     1.03382     1.13163  0.00370533
        1684     1.03315     1.13157  0.00370359
        1685     1.03259     1.13151  0.00370186
        1686     1.03214     1.13145  0.00370013
        1687     1.03177      1.1314  0.00369841
        1688     1.03146     1.13134  0.00369669
        1689     1.03121     1.13128  0.00369498
        1690     1.03099     1.13122  0.00369327
        1691     1.03079     1.13116  0.00369156
        1692     1.03061      1.1311  0.00368986
        1693     1.03042     1.13104  0.00368816
        1694     1.03023     1.13098  0.00368646
        1695     1.03001     1.13092  0.00368477
        1696     1.02978     1.13086  0.00368308
        1697     1.02952      1.1308  0.00368139
        1698     1.02925     1.13074  0.00367971
        1699     1.02895     1.13068  0.00367803
        1700     1.02865     1.13062  0.00367636
        1701     1.02833     1.13056  0.00367469
        1702     1.02803      1.1305  0.00367302
        1703     1.02774     1.13044  0.00367136
        1704     1.02747     1.13038  0.00366971
        1705     1.02725     1.13032  0.00366805
        1706     1.02708     1.13026   0.0036664
        1707     1.02697      1.1302  0.00366475
        1708     1.02695     1.13014  0.00366311
        1709     1.02701     1.13008  0.00366146
        1710     1.02717     1.13002  0.00365981
        1711     1.02745     1.12996  0.00365816
        1712     1.02784      1.1299  0.00365651
        1713     1.02836     1.12984  0.00365486
        1714     1.02901     1.12978   0.0036532
        1715     1.02979     1.12972  0.00365154
        1716     1.03071     1.12966  0.00364986
        1717     1.03175     1.12961  0.00364818
        1718     1.03292     1.12955  0.00364649
        1719     1.03422     1.12949  0.00364479
        1720     1.03562     1.12944  0.00364308
        1721     1.03713     1.12939  0.00364136
        1722     1.03873     1.12933  0.00363963
        1723      1.0404     1.12928  0.00363788
        1724     1.04214     1.12923  0.00363612
        1725     1.04393     1.12918  0.00363435
        1726     1.04576     1.12913  0.00363257
        1727      1.0476     1.12909  0.00363077
        1728     1.04945     1.12904  0.00362896
        1729     1.05128       1.129  0.00362714
        1730     1.05309     1.12895  0.00362531
        1731     1.05486     1.12891  0.00362347
        1732     1.05658     1.12887  0.00362162
        1733     1.05824     1.12883  0.00361976
        1734     1.05983     1.12879  0.00361789
        1735     1.06134     1.12875  0.00361601
        1736     1.06276     1.12871  0.00361413
        1737     1.06409     1.12867  0.00361224
        1738     1.06532     1.12864  0.00361034
        1739     1.06646      1.1286  0.00360844
        1740      1.0675     1.12857  0.00360654
        1741     1.06844     1.12853  0.00360464
        1742     1.06929      1.1285  0.00360273
        1743     1.07004     1.12846  0.00360082
        1744     1.07071     1.12843   0.0035989
        1745     1.07129      1.1284  0.00359699
        1746     1.07178     1.12836  0.00359508
        1747     1.07221     1.12833  0.00359316
        1748     1.07256      1.1283  0.00359125
        1749     1.07285     1.12827  0.00358933
        1750     1.07308     1.12824  0.00358742
        1751     1.07326     1.12821  0.00358551
        1752     1.07339     1.12817   0.0035836
        1753     1.07348     1.12814  0.00358169
        1754     1.07353     1.12811  0.00357979
        1755     1.07355     1.12808  0.00357788
        1756     1.07354     1.12805  0.00357598
        1757     1.07351     1.12802  0.00357408
        1758     1.07345     1.12799  0.00357218
        1759     1.07338     1.12796  0.00357028
        1760     1.07329     1.12793  0.00356839
        1761     1.07318      1.1279   0.0035665
        1762     1.07307     1.12786  0.00356461
        1763     1.07294     1.12783  0.00356272
        1764      1.0728      1.1278  0.00356084
        1765     1.07265     1.12777  0.00355896
        1766     1.07248     1.12774  0.00355708
        1767     1.07231     1.12771  0.00355521
        1768     1.07212     1.12768  0.00355334
        1769     1.07192     1.12764  0.00355147
        1770      1.0717     1.12761   0.0035496
        1771     1.07147     1.12758  0.00354774
        1772     1.07122     1.12755  0.00354588
        1773     1.07095     1.12752  0.00354402
        1774     1.07066     1.12749  0.00354217
        1775     1.07035     1.12745  0.00354032
        1776     1.07002     1.12742  0.00353848
        1777     1.06966     1.12739  0.00353663
        1778     1.06928     1.12736   0.0035348
        1779     1.06887     1.12732  0.00353296
        1780     1.06844     1.12729  0.00353113
        1781     1.06799     1.12726  0.00352931
        1782     1.06752     1.12722  0.00352749
        1783     1.06703     1.12719  0.00352567
        1784     1.06652     1.12716  0.00352386
        1785     1.06599     1.12712  0.00352205
        1786     1.06545     1.12709  0.00352025
        1787      1.0649     1.12705  0.00351845
        1788     1.06434     1.12702  0.00351665
        1789     1.06378     1.12698  0.00351487
        1790     1.06323     1.12695  0.00351308
        1791     1.06268     1.12691  0.00351131
        1792     1.06215     1.12687  0.00350953
        1793     1.06165     1.12684  0.00350776
        1794     1.06118      1.1268    0.003506
        1795     1.06075     1.12676  0.00350424
        1796     1.06038     1.12673  0.00350248
        1797     1.06006     1.12669  0.00350073
        1798     1.05981     1.12665  0.00349898
        1799     1.05965     1.12662  0.00349723
        1800     1.05957     1.12658  0.00349549
        1801      1.0596     1.12654  0.00349375
        1802     1.05975      1.1265    0.003492
        1803     1.06002     1.12647  0.00349026
        1804     1.06043     1.12643  0.00348852
        1805     1.06098     1.12639  0.00348677
        1806     1.06168     1.12636  0.00348503
        1807     1.06255     1.12632  0.00348328
        1808     1.06359     1.12629  0.00348152
        1809      1.0648     1.12625  0.00347977
        1810     1.06618     1.12622    0.003478
        1811     1.06775     1.12619  0.00347623
        1812     1.06949     1.12616  0.00347445
        1813     1.07141     1.12613  0.00347267
        1814      1.0735      1.1261  0.00347087
        1815     1.07575     1.12607  0.00346907
        1816     1.07815     1.12604  0.00346726
        1817     1.08069     1.12602  0.00346544
        1818     1.08336       1.126  0.00346362
        1819     1.08614     1.12597  0.00346178
        1820       1.089     1.12595  0.00345994
        1821     1.09194     1.12594  0.00345809
        1822     1.09494     1.12592  0.00345624
        1823     1.09796      1.1259  0.00345437
        1824     1.10099     1.12589  0.00345251
        1825     1.10401     1.12588  0.00345064
        1826       1.107     1.12587  0.00344876
        1827     1.10993     1.12586  0.00344688
        1828     1.11278     1.12585  0.00344501
        1829     1.11554     1.12585  0.00344313
        1830     1.11819     1.12584  0.00344125
        1831     1.12071     1.12584  0.00343937
        1832     1.12308     1.12584  0.00343749
        1833      1.1253     1.12584  0.00343562
        1834     1.12735     1.12584  0.00343374
        1835     1.12923     1.12584  0.00343187
        1836     1.13092     1.12584  0.00343001
        1837     1.13242     1.12585  0.00342814
        1838     1.13374     1.12585  0.00342628
        1839     1.13486     1.12585  0.00342442
        1840      1.1358     1.12586  0.00342256
        1841     1.13655     1.12587  0.00342071
        1842     1.13712     1.12587  0.00341886
        1843     1.13751     1.12588  0.00341701
        1844     1.13775     1.12588  0.00341516
        1845     1.13783     1.12589  0.00341331
        1846     1.13776      1.1259  0.00341147
        1847     1.13757      1.1259  0.00340963
        1848     1.13726     1.12591  0.00340779
        1849     1.13684     1.12592  0.00340595
        1850     1.13633     1.12592  0.00340412
        1851     1.13575     1.12593  0.00340228
        1852      1.1351     1.12593  0.00340045
        1853     1.13441     1.12594  0.00339862
        1854     1.13368     1.12594  0.00339679
        1855     1.13293     1.12594  0.00339496
        1856     1.13217     1.12595  0.00339313
        1857     1.13142     1.12595   0.0033913
        1858     1.13069     1.12595  0.00338948
        1859     1.12999     1.12596  0.00338766
        1860     1.12933     1.12596  0.00338584
        1861     1.12871     1.12596  0.00338402
        1862     1.12816     1.12596   0.0033822
        1863     1.12767     1.12596  0.00338038
        1864     1.12724     1.12596  0.00337857
        1865     1.12689     1.12596  0.00337676
        1866      1.1266     1.12596  0.00337495
        1867     1.12638     1.12596  0.00337314
        1868     1.12623     1.12596  0.00337134
        1869     1.12614     1.12596  0.00336953
        1870     1.12611     1.12596  0.00336773
        1871     1.12614     1.12596  0.00336593
        1872      1.1262     1.12596  0.00336413
        1873     1.12631     1.12596  0.00336234
        1874     1.12644     1.12596  0.00336054
        1875      1.1266     1.12596  0.00335875
        1876     1.12676     1.12596  0.00335696
        1877     1.12693     1.12596  0.00335517
        1878     1.12709     1.12597  0.00335338
        1879     1.12723     1.12597   0.0033516
        1880     1.12735     1.12597  0.00334982
        1881     1.12743     1.12597  0.00334804
        1882     1.12748     1.12597  0.00334626
        1883     1.12748     1.12597  0.00334448
        1884     1.12743     1.12597  0.00334271
        1885     1.12733     1.12597  0.00334093
        1886     1.12717     1.12597  0.00333916
        1887     1.12696     1.12597  0.00333739
        1888     1.12668     1.12597  0.00333562
        1889     1.12636     1.12597  0.00333386
        1890     1.12597     1.12597  0.00333209
        1891     1.12554     1.12597  0.00333033
        1892     1.12505     1.12597  0.00332857
        1893     1.12452     1.12597  0.00332681
        1894     1.12394     1.12597  0.00332506
        1895     1.12333     1.12597   0.0033233
        1896     1.12268     1.12597  0.00332155
        1897     1.12201     1.12596   0.0033198
        1898     1.12132     1.12596  0.00331805
        1899     1.12061     1.12596  0.00331631
        1900     1.11989     1.12596  0.00331456
        1901     1.11917     1.12595  0.00331282
        1902     1.11845     1.12595  0.00331108
        1903     1.11773     1.12594  0.00330934
        1904     1.11702     1.12594  0.00330761
        1905     1.11632     1.12593  0.00330588
        1906     1.11565     1.12593  0.00330415
        1907     1.11499     1.12592  0.00330242
        1908     1.11436     1.12592  0.00330069
        1909     1.11375     1.12591  0.00329897
        1910     1.11317      1.1259  0.00329725
        1911     1.11261      1.1259  0.00329553
        1912     1.11208     1.12589  0.00329382
        1913     1.11157     1.12588   0.0032921
        1914     1.11109     1.12588  0.00329039
        1915     1.11064     1.12587  0.00328868
        1916      1.1102     1.12586  0.00328698
        1917     1.10977     1.12585  0.00328527
        1918     1.10937     1.12584  0.00328357
        1919     1.10897     1.12583  0.00328187
        1920     1.10857     1.12582  0.00328018
        1921     1.10818     1.12581  0.00327848
        1922     1.10779     1.12581  0.00327679
        1923     1.10739      1.1258   0.0032751
        1924     1.10699     1.12579  0.00327341
        1925     1.10657     1.12578  0.00327173
        1926     1.10614     1.12577  0.00327004
        1927     1.10568     1.12576  0.00326836
        1928     1.10521     1.12574  0.00326668
        1929     1.10471     1.12573  0.00326501
        1930      1.1042     1.12572  0.00326334
        1931     1.10366     1.12571  0.00326167
        1932     1.10311      1.1257     0.00326
        1933     1.10254     1.12569  0.00325833
        1934     1.10196     1.12568  0.00325667
        1935     1.10138     1.12566  0.00325501
        1936      1.1008     1.12565  0.00325336
        1937     1.10024     1.12564  0.00325171
        1938     1.09971     1.12562  0.00325005
        1939     1.09923     1.12561  0.00324841
        1940     1.09879      1.1256  0.00324676
        1941     1.09842     1.12558  0.00324512
        1942     1.09813     1.12557  0.00324348
        1943     1.09794     1.12555  0.00324184
        1944     1.09784     1.12554  0.00324021
        1945     1.09786     1.12553  0.00323857
        1946       1.098     1.12551  0.00323694
        1947     1.09827      1.1255   0.0032353
        1948     1.09867     1.12548  0.00323367
        1949     1.09921     1.12547  0.00323204
        1950     1.09987     1.12546  0.00323041
        1951     1.10067     1.12544  0.00322878
        1952     1.10159     1.12543  0.00322715
        1953     1.10262     1.12542  0.00322552
        1954     1.10375     1.12541  0.00322389
        1955     1.10498      1.1254  0.00322225
        1956     1.10628     1.12539  0.00322062
        1957     1.10765     1.12538  0.00321899
        1958     1.10907     1.12537  0.00321736
        1959     1.11052     1.12536  0.00321572
        1960     1.11199     1.12536  0.00321409
        1961     1.11347     1.12535  0.00321246
        1962     1.11495     1.12535  0.00321082
        1963      1.1164     1.12534  0.00320919
        1964     1.11784     1.12534  0.00320756
        1965     1.11924     1.12533  0.00320593
        1966      1.1206     1.12533   0.0032043
        1967     1.12192     1.12533  0.00320267
        1968     1.12318     1.12533  0.00320104
        1969     1.12439     1.12533  0.00319942
        1970     1.12555     1.12533  0.00319779
        1971     1.12666     1.12533  0.00319617
        1972     1.12771     1.12533  0.00319455
        1973     1.12872     1.12533  0.00319293
        1974     1.12968     1.12533  0.00319131
        1975      1.1306     1.12534   0.0031897
        1976     1.13148     1.12534  0.00318809
        1977     1.13233     1.12534  0.00318648
        1978     1.13316     1.12535  0.00318487
        1979     1.13397     1.12535  0.00318326
        1980     1.13476     1.12536  0.00318166
        1981     1.13555     1.12536  0.00318006
        1982     1.13634     1.12537  0.00317846
        1983     1.13713     1.12537  0.00317686
        1984     1.13793     1.12538  0.00317526
        1985     1.13875     1.12539  0.00317367
        1986     1.13959     1.12539  0.00317208
        1987     1.14046      1.1254  0.00317049
        1988     1.14136     1.12541  0.00316891
        1989      1.1423     1.12542  0.00316733
        1990     1.14327     1.12543  0.00316575
        1991     1.14428     1.12544  0.00316417
        1992     1.14533     1.12545   0.0031626
        1993     1.14643     1.12546  0.00316103
        1994     1.14755     1.12547  0.00315946
        1995     1.14872     1.12548   0.0031579
        1996     1.14993     1.12549  0.00315634
        1997     1.15116      1.1255  0.00315479
        1998     1.15242     1.12552  0.00315324
        1999     1.15371     1.12553  0.00315169
        2000     1.15501     1.12555  0.00315015
        2001     1.15632     1.12556  0.00314862
        2002     1.15764     1.12558  0.00314708
        2003     1.15894     1.12559  0.00314556
        2004     1.16023     1.12561  0.00314403
        2005     1.16149     1.12563  0.00314252
        2006     1.16272     1.12565    0.003141
        2007      1.1639     1.12567   0.0031395
        2008     1.16503     1.12569    0.003138
        2009     1.16608     1.12571   0.0031365
        2010     1.16705     1.12573    0.003135
        2011     1.16793     1.12575  0.00313352
        2012     1.16871     1.12577  0.00313203
        2013     1.16938     1.12579  0.00313055
        2014     1.16992     1.12581  0.00312907
        2015     1.17033     1.12584   0.0031276
        2016      1.1706     1.12586  0.00312613
        2017     1.17071     1.12588  0.00312465
        2018     1.17066      1.1259  0.00312318
        2019     1.17044     1.12592  0.00312172
        2020     1.17005     1.12595  0.00312025
        2021     1.16947     1.12597  0.00311878
        2022      1.1687     1.12599  0.00311731
        2023     1.16774     1.12601  0.00311583
        2024     1.16658     1.12603  0.00311436
        2025     1.16521     1.12605  0.00311288
        2026     1.16365     1.12607   0.0031114
        2027     1.16188     1.12609  0.00310991
        2028     1.15992      1.1261  0.00310843
        2029     1.15775     1.12612  0.00310693
        2030     1.15539     1.12613  0.00310544
        2031     1.15285     1.12615  0.00310394
        2032     1.15012     1.12616  0.00310243
        2033     1.14721     1.12617  0.00310092
        2034     1.14415     1.12618  0.00309941
        2035     1.14093     1.12618  0.00309789
        2036     1.13757     1.12619  0.00309638
        2037      1.1341     1.12619  0.00309486
        2038     1.13052      1.1262  0.00309334
        2039     1.12684      1.1262  0.00309183
        2040      1.1231     1.12619  0.00309031
        2041      1.1193     1.12619   0.0030888
        2042     1.11547     1.12619  0.00308729
        2043     1.11163     1.12618  0.00308579
        2044      1.1078     1.12617  0.00308429
        2045       1.104     1.12616   0.0030828
        2046     1.10024     1.12615  0.00308132
        2047     1.09656     1.12613  0.00307985
        2048     1.09297     1.12612  0.00307839
        2049     1.08949      1.1261  0.00307694
        2050     1.08614     1.12608   0.0030755
        2051     1.08292     1.12606  0.00307407
        2052     1.07987     1.12603  0.00307266
        2053     1.07699     1.12601  0.00307125
        2054     1.07429     1.12599  0.00306986
        2055     1.07179     1.12596  0.00306848
        2056     1.06949     1.12593  0.00306711
        2057      1.0674      1.1259  0.00306575
        2058     1.06554     1.12587   0.0030644
        2059     1.06389     1.12584  0.00306306
        2060     1.06247     1.12581  0.00306173
        2061     1.06128     1.12578   0.0030604
        2062     1.06031     1.12575  0.00305908
        2063     1.05955     1.12572  0.00305777
        2064     1.05901     1.12569  0.00305646
        2065     1.05868     1.12565  0.00305515
        2066     1.05854     1.12562  0.00305384
        2067     1.05857     1.12559  0.00305254
        2068     1.05878     1.12556  0.00305123
        2069     1.05913     1.12552  0.00304993
        2070     1.05961     1.12549  0.00304862
        2071      1.0602     1.12546  0.00304731
        2072     1.06088     1.12543    0.003046
        2073     1.06163      1.1254  0.00304469
        2074     1.06243     1.12537  0.00304337
        2075     1.06325     1.12534  0.00304205
        2076     1.06408     1.12531  0.00304073
        2077     1.06489     1.12528   0.0030394
        2078     1.06566     1.12525  0.00303808
        2079     1.06638     1.12522  0.00303675
        2080     1.06702     1.12519  0.00303542
        2081     1.06757     1.12517  0.00303408
        2082     1.06802     1.12514  0.00303275
        2083     1.06836     1.12511  0.00303142
        2084     1.06857     1.12508  0.00303008
        2085     1.06864     1.12506  0.00302875
        2086     1.06858     1.12503  0.00302742
        2087     1.06837       1.125  0.00302609
        2088     1.06801     1.12498  0.00302476
        2089     1.06751     1.12495  0.00302344
        2090     1.06686     1.12492  0.00302212
        2091     1.06608     1.12489  0.00302081
        2092     1.06516     1.12486   0.0030195
        2093     1.06412     1.12483   0.0030182
        2094     1.06296     1.12481   0.0030169
        2095      1.0617     1.12478  0.00301561
        2096     1.06034     1.12474  0.00301433
        2097     1.05891     1.12471  0.00301305
        2098      1.0574     1.12468  0.00301179
        2099     1.05585     1.12465  0.00301053
        2100     1.05426     1.12461  0.00300929
        2101     1.05266     1.12458  0.00300805
        2102     1.05105     1.12455  0.00300682
        2103     1.04946     1.12451   0.0030056
        2104     1.04791     1.12447  0.00300439
        2105     1.04641     1.12444   0.0030032
        2106     1.04497      1.1244  0.00300201
        2107     1.04361     1.12436  0.00300083
        2108     1.04235     1.12432  0.00299966
        2109      1.0412     1.12428  0.00299849
        2110     1.04018     1.12424  0.00299734
        2111     1.03929      1.1242  0.00299619
        2112     1.03855     1.12416  0.00299504
        2113     1.03796     1.12412   0.0029939
        2114     1.03754     1.12408  0.00299277
        2115     1.03729     1.12404  0.00299163
        2116     1.03721       1.124   0.0029905
        2117     1.03731     1.12396  0.00298937
        2118     1.03759     1.12392  0.00298823
        2119     1.03805     1.12388   0.0029871
        2120     1.03868     1.12384  0.00298596
        2121     1.03948      1.1238  0.00298482
        2122     1.04044     1.12376  0.00298367
        2123     1.04154     1.12372  0.00298252
        2124     1.04279     1.12368  0.00298135
        2125     1.04416     1.12364  0.00298019
        2126     1.04563     1.12361  0.00297901
        2127      1.0472     1.12357  0.00297783
        2128     1.04884     1.12353  0.00297663
        2129     1.05052      1.1235  0.00297543
        2130     1.05224     1.12347  0.00297422
        2131     1.05396     1.12343  0.00297301
        2132     1.05567      1.1234  0.00297178
        2133     1.05734     1.12337  0.00297055
        2134     1.05896     1.12334  0.00296931
        2135     1.06049     1.12331  0.00296807
        2136     1.06192     1.12328  0.00296682
        2137     1.06322     1.12325  0.00296556
        2138     1.06439     1.12323   0.0029643
        2139     1.06539      1.1232  0.00296304
        2140     1.06623     1.12317  0.00296178
        2141     1.06687     1.12315  0.00296051
        2142     1.06732     1.12312  0.00295924
        2143     1.06756     1.12309  0.00295797
        2144     1.06759     1.12307  0.00295671
        2145     1.06739     1.12304  0.00295544
        2146     1.06698     1.12302  0.00295418
        2147     1.06635     1.12299  0.00295292
        2148      1.0655     1.12296  0.00295167
        2149     1.06443     1.12294  0.00295042
        2150     1.06317     1.12291  0.00294918
        2151     1.06171     1.12288  0.00294795
        2152     1.06008     1.12285  0.00294672
        2153     1.05829     1.12282  0.00294551
        2154     1.05636     1.12279   0.0029443
        2155     1.05432     1.12276  0.00294311
        2156     1.05218     1.12273  0.00294192
        2157     1.04998     1.12269  0.00294075
        2158     1.04774     1.12266  0.00293959
        2159     1.04549     1.12262  0.00293845
        2160     1.04325     1.12258  0.00293732
        2161     1.04106     1.12255   0.0029362
        2162     1.03892     1.12251   0.0029351
        2163     1.03688     1.12247  0.00293401
        2164     1.03494     1.12243  0.00293293
        2165     1.03313     1.12239  0.00293187
        2166     1.03145     1.12235  0.00293081
        2167     1.02993      1.1223  0.00292977
        2168     1.02855     1.12226  0.00292874
        2169     1.02733     1.12222  0.00292772
        2170     1.02626     1.12217   0.0029267
        2171     1.02535     1.12213  0.00292569
        2172     1.02458     1.12208  0.00292469
        2173     1.02394     1.12204  0.00292369
        2174     1.02343     1.12199   0.0029227
        2175     1.02304     1.12195  0.00292171
        2176     1.02274      1.1219  0.00292072
        2177     1.02254     1.12185  0.00291974
        2178     1.02242     1.12181  0.00291875
        2179     1.02238     1.12176  0.00291777
        2180      1.0224     1.12172  0.00291679
        2181     1.02248     1.12167  0.00291581
        2182     1.02261     1.12163  0.00291482
        2183     1.02279     1.12158  0.00291384
        2184     1.02301     1.12154  0.00291286
        2185     1.02329     1.12149  0.00291187
        2186     1.02361     1.12145  0.00291088
        2187     1.02398      1.1214  0.00290989
        2188     1.02439     1.12136   0.0029089
        2189     1.02486     1.12131   0.0029079
        2190     1.02538     1.12127  0.00290691
        2191     1.02594     1.12123  0.00290591
        2192     1.02656     1.12118   0.0029049
        2193     1.02723     1.12114  0.00290389
        2194     1.02794      1.1211  0.00290288
        2195      1.0287     1.12106  0.00290186
        2196     1.02949     1.12101  0.00290084
        2197     1.03033     1.12097  0.00289981
        2198     1.03118     1.12093  0.00289878
        2199     1.03207     1.12089  0.00289775
        2200     1.03297     1.12085   0.0028967
        2201     1.03389     1.12081  0.00289566
        2202     1.03481     1.12077  0.00289461
        2203     1.03573     1.12073  0.00289355
        2204     1.03666      1.1207  0.00289249
        2205     1.03757     1.12066  0.00289142
        2206     1.03847     1.12062  0.00289035
        2207     1.03935     1.12058  0.00288928
        2208     1.04022     1.12055   0.0028882
        2209     1.04106     1.12051  0.00288711
        2210     1.04187     1.12048  0.00288603
        2211     1.04266     1.12044  0.00288494
        2212     1.04341     1.12041  0.00288384
        2213     1.04414     1.12037  0.00288274
        2214     1.04484     1.12034  0.00288164
        2215     1.04551      1.1203  0.00288054
        2216     1.04614     1.12027  0.00287944
        2217     1.04675     1.12024  0.00287833
        2218     1.04734      1.1202  0.00287722
        2219      1.0479     1.12017  0.00287611
        2220     1.04844     1.12014  0.00287499
        2221     1.04895     1.12011  0.00287388
        2222     1.04946     1.12008  0.00287276
        2223     1.04995     1.12004  0.00287164
        2224     1.05043     1.12001  0.00287052
        2225      1.0509     1.11998   0.0028694
        2226     1.05138     1.11995  0.00286827
        2227     1.05184     1.11992  0.00286715
        2228     1.05232     1.11989  0.00286602
        2229     1.05279     1.11986  0.00286489
        2230     1.05326     1.11983  0.00286376
        2231     1.05374      1.1198  0.00286263
        2232     1.05421     1.11977   0.0028615
        2233     1.05469     1.11974  0.00286037
        2234     1.05516     1.11971  0.00285924
        2235     1.05563     1.11968   0.0028581
        2236      1.0561     1.11966  0.00285696
        2237     1.05656     1.11963  0.00285582
        2238       1.057      1.1196  0.00285469
        2239     1.05744     1.11957  0.00285355
        2240     1.05788     1.11954   0.0028524
        2241      1.0583     1.11952  0.00285126
        2242     1.05873     1.11949  0.00285012
        2243     1.05915     1.11946  0.00284898
        2244      1.0596     1.11944  0.00284783
        2245     1.06006     1.11941  0.00284669
        2246     1.06057     1.11938  0.00284554
        2247     1.06112     1.11936  0.00284439
        2248     1.06175     1.11933  0.00284324
        2249     1.06246     1.11931  0.00284209
        2250     1.06328     1.11928  0.00284094
        2251     1.06422     1.11926  0.00283978
        2252     1.06531     1.11923  0.00283862
        2253     1.06656     1.11921  0.00283745
        2254       1.068     1.11919  0.00283629
        2255     1.06963     1.11917  0.00283511
        2256     1.07148     1.11914  0.00283394
        2257     1.07356     1.11912  0.00283275
        2258     1.07586     1.11911  0.00283156
        2259     1.07841     1.11909  0.00283037
        2260     1.08119     1.11907  0.00282916
        2261     1.08421     1.11905  0.00282796
        2262     1.08745     1.11904  0.00282674
        2263      1.0909     1.11903  0.00282552
        2264     1.09455     1.11902  0.00282429
        2265     1.09838     1.11901  0.00282306
        2266     1.10237       1.119  0.00282182
        2267     1.10648       1.119  0.00282058
        2268      1.1107     1.11899  0.00281934
        2269       1.115     1.11899   0.0028181
        2270     1.11935     1.11899  0.00281686
        2271     1.12371     1.11899  0.00281562
        2272     1.12806       1.119  0.00281438
        2273     1.13237       1.119  0.00281315
        2274      1.1366     1.11901  0.00281192
        2275     1.14074     1.11902   0.0028107
        2276     1.14476     1.11903  0.00280949
        2277     1.14863     1.11904  0.00280829
        2278     1.15232     1.11906  0.00280709
        2279     1.15582     1.11907  0.00280591
        2280     1.15911     1.11909  0.00280473
        2281     1.16215     1.11911  0.00280357
        2282     1.16495     1.11913  0.00280241
        2283     1.16748     1.11915  0.00280126
        2284     1.16974     1.11917  0.00280012
        2285      1.1717      1.1192  0.00279899
        2286     1.17337     1.11922  0.00279787
        2287     1.17475     1.11925  0.00279675
        2288     1.17581     1.11927  0.00279564
        2289     1.17657      1.1193  0.00279453
        2290     1.17702     1.11932  0.00279342
