0 429.232
1000 268.563
2000 271.371
3000 228.078
4000 288.019
5000 261.677
6000 255.59
7000 272.697
8000 275.764
9000 261.558
10000 302.199
11000 257.557
12000 278.917
13000 271.428
14000 244.323
15000 248.029
16000 271.582
17000 273.285
18000 243.742
19000 269.918
20000 258.575
21000 259.28
22000 275.699
23000 233.202
24000 265.408
25000 267.597
26000 277.933
27000 239.072
28000 260.886
29000 252.031
30000 253.414
31000 329.663
32000 246.397
33000 324.448
34000 273.525
35000 282.14
36000 276.131
37000 269.292
38000 243.049
39000 234.503
40000 255.167
41000 266.291
42000 262.868
43000 236.312
44000 254.181
45000 244.328
46000 292.646
47000 229.943
48000 244.88
49000 269.244
50000 244.403
51000 276.744
52000 287.543
53000 284.94
54000 278.412
55000 246.41
56000 285.442
57000 267.936
58000 274.868
59000 271.58
60000 284.221
61000 295.607
62000 273.67
63000 263.814
64000 263.652
65000 273.327
66000 287.513
67000 281.001
68000 266.417
69000 256.898
70000 222.89
71000 256.584
72000 283.857
73000 250.766
74000 250.448
75000 269.043
76000 265.322
77000 235.403
78000 247.953
79000 289.144
80000 245.09
81000 260.011
82000 239.532
83000 242.402
84000 272.363
85000 231.509
86000 255.305
87000 288.179
88000 287.4
89000 263.927
90000 252.042
91000 275.618
92000 224.649
93000 236.009
94000 252.323
95000 249.341
96000 251.014
97000 249.793
98000 253.407
99000 291.866
100000 295.898
101000 266.369
102000 258.591
103000 288.48
104000 268.985
105000 273.707
106000 256.904
107000 265.265
108000 295.301
109000 258.031
110000 249.135
111000 273.371
112000 240.176
113000 238.841
114000 228.749
115000 265.629
116000 274.399
117000 282.087
118000 238.628
119000 236.471
120000 234.159
121000 268.213
122000 269.898
123000 257.703
124000 247.12
125000 268.034
126000 226.825
127000 259.292
128000 298.021
129000 285.712
130000 246.613
131000 279.289
132000 267.718
133000 297.051
134000 292.469
135000 278.163
136000 275.142
137000 263.89
138000 254.89
139000 279.285
140000 292.049
141000 276.55
142000 247.136
143000 260.175
144000 267.946
145000 273.027
146000 257.696
147000 251.211
148000 249.994
149000 254.731
150000 270.846
151000 264.074
152000 240.382
153000 238.026
154000 251.754
155000 255.034
156000 242.873
157000 251.845
158000 259.794
159000 265.107
160000 271.763
161000 264.819
162000 244.428
163000 259.05
164000 277.3
165000 259.354
166000 262.959
167000 291.523
168000 265.008
169000 284.56
170000 276.056
171000 283.692
172000 281.523
173000 253.437
174000 253.125
175000 250.978
176000 269.853
177000 248.943
178000 248.783
179000 272.162
180000 265.21
181000 280.964
182000 312.223
183000 272.334
184000 256.888
185000 245.934
186000 243.277
187000 281.183
188000 273.028
