#     BLOCK:   DISTANCE:   ACT_GOFR:    AVE_GOFR:        ERROR:
           5    0.884913           0   0.0013389 0.000602525
           5    0.910562   0.0122123   0.0223632  0.00251472
           5    0.936212    0.178938    0.166009  0.00728042
           5    0.961861    0.594881    0.575879  0.00658158
           5    0.987511     1.28981     1.21146   0.0264551
           5     1.01316     1.90457     1.87166   0.0142409
           5     1.03881     2.31511     2.31581    0.015952
           5     1.06446     2.55766     2.51176   0.0191237
           5     1.09011     2.53656     2.51018   0.0256243
           5     1.11576     2.51958      2.3847   0.0376913
           5     1.14141       2.225     2.23867   0.0295301
           5     1.16706     2.01681     2.04602   0.0371893
           5     1.19271     1.70408     1.78733   0.0351083
           5     1.21836      1.4687     1.56998   0.0353533
           5     1.24401     1.43076     1.42049  0.00978983
           5     1.26966     1.26127     1.26229   0.0122091
           5     1.29531     1.07545     1.14342   0.0181881
           5     1.32096     1.02964     1.01949   0.0118267
           5     1.34661    0.914479    0.910471  0.00822276
           5     1.37226    0.797971    0.829563   0.0183513
           5     1.39791      0.7497    0.772882   0.0122288
           5     1.42355    0.754149    0.774731   0.0215768
           5      1.4492     0.70967    0.717705   0.0187383
           5     1.47485    0.731884    0.701715   0.0199887
           5      1.5005    0.680699    0.692207   0.0130989
           5     1.52615     0.64281    0.678632  0.00928922
           5      1.5518     0.68991    0.676246  0.00909037
           5     1.57745    0.678018    0.675859    0.011187
           5      1.6031    0.676923    0.667126  0.00823042
           5     1.62875     0.68582    0.680682  0.00808317
           5      1.6544    0.727743    0.707676   0.0108057
           5     1.68005    0.699077    0.708338  0.00899103
           5      1.7057    0.735477    0.743637  0.00616623
           5     1.73135    0.832845    0.797877  0.00803525
           5       1.757    0.855815    0.832342  0.00700912
           5     1.78265    0.871523     0.86746  0.00785398
           5      1.8083    0.949604    0.907274   0.0166462
           5     1.83395    0.943064     0.92395   0.0133805
           5      1.8596      1.0362     0.98898   0.0121977
           5     1.88525       1.063     1.03436   0.0141324
           5      1.9109      1.0972     1.07515   0.0110162
           5     1.93655     1.08885     1.08742   0.0123465
           5      1.9622     1.09928     1.12256   0.0105379
           5     1.98785     1.15627     1.15589  0.00378543
           5      2.0135     1.17625      1.1726  0.00492501
           5     2.03915     1.17239     1.19129   0.0125341
           5      2.0648     1.20609     1.20778  0.00745061
           5     2.09045     1.20108      1.2178  0.00562164
           5      2.1161      1.2176     1.22554  0.00648556
           5     2.14174     1.16701     1.19427  0.00789813
           5     2.16739     1.15643     1.18532  0.00850922
           5     2.19304     1.11743     1.14599   0.0103455
           5     2.21869     1.09568     1.12191  0.00794012
           5     2.24434     1.04767     1.09312   0.0154032
           5     2.26999     1.05618     1.06321   0.0116092
           5     2.29564     1.03945     1.03348   0.0138678
           5     2.32129     1.01096      1.0029  0.00758135
           5     2.34694    0.993273    0.992305   0.0108645
           5     2.37259    0.942251    0.963926  0.00938628
           5     2.39824    0.925962    0.942716  0.00982283
           5     2.42389    0.937431    0.927535   0.0062931
           5     2.44954    0.926376    0.914658  0.00338513
           5     2.47519    0.922855    0.905933  0.00690491
           5     2.50084    0.921648    0.895265  0.00794539
           5     2.52649    0.887604    0.893146  0.00838437
           5     2.55214    0.885223    0.892211   0.0033224
           6   0.0128248           0           0           0
           6   0.0384745           0           0           0
           6   0.0641241           0           0           0
           6   0.0897737           0           0           0
           6    0.115423           0           0           0
           6    0.141073           0           0           0
           6    0.166723           0           0           0
           6    0.192372           0           0           0
           6    0.218022           0           0           0
